ranking,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12,iteration_13,iteration_14,iteration_15,iteration_16,iteration_17,iteration_18,iteration_19,iteration_20,iteration_21,iteration_22,iteration_23,iteration_24,iteration_25,iteration_26,iteration_27,iteration_28,iteration_29,iteration_30,iteration_31,iteration_32,iteration_33,iteration_34,iteration_35,iteration_36,iteration_37,iteration_38,iteration_39,iteration_40,iteration_41,iteration_42,iteration_43,iteration_44,iteration_45,iteration_46,iteration_47,iteration_48,iteration_49,iteration_50,iteration_51,iteration_52,iteration_53,iteration_54,iteration_55,iteration_56,iteration_57,iteration_58,iteration_59,iteration_60,iteration_61,iteration_62,iteration_63,iteration_64,iteration_65,iteration_66,iteration_67,iteration_68,iteration_69,iteration_70,iteration_71,iteration_72,iteration_73,iteration_74,iteration_75,iteration_76,iteration_77,iteration_78,iteration_79,iteration_80,iteration_81,iteration_82,iteration_83,iteration_84,iteration_85,iteration_86,iteration_87,iteration_88,iteration_89,iteration_90,iteration_91,iteration_92,iteration_93,iteration_94,iteration_95,iteration_96,iteration_97,iteration_98,iteration_99,iteration_100
"Stephanie de Sarachaga-Bilbao,Vi Alexander Lyles",286.0,288.0,295.0,273.0,292.0,282.0,282.0,275.0,278.0,283.0,285.0,269.0,276.0,283.0,253.0,292.0,279.0,270.0,289.0,275.0,274.0,274.0,272.0,271.0,286.0,288.0,281.0,287.0,272.0,281.0,273.0,288.0,283.0,262.0,289.0,284.0,283.0,292.0,279.0,262.0,286.0,269.0,276.0,282.0,270.0,286.0,300.0,281.0,282.0,286.0,289.0,276.0,286.0,265.0,272.0,275.0,290.0,280.0,276.0,295.0,270.0,291.0,260.0,276.0,279.0,261.0,282.0,277.0,285.0,281.0,282.0,268.0,293.0,272.0,286.0,278.0,295.0,285.0,281.0,276.0,279.0,268.0,269.0,285.0,288.0,293.0,292.0,283.0,284.0,289.0,277.0,282.0,282.0,276.0,282.0,271.0,285.0,282.0,290.0,293.0
"Vi Alexander Lyles,Stephanie de Sarachaga-Bilbao",714.0,712.0,705.0,727.0,708.0,718.0,718.0,725.0,722.0,717.0,715.0,731.0,724.0,717.0,747.0,708.0,721.0,730.0,711.0,725.0,726.0,726.0,728.0,729.0,714.0,712.0,719.0,713.0,728.0,719.0,727.0,712.0,717.0,738.0,711.0,716.0,717.0,708.0,721.0,738.0,714.0,731.0,724.0,718.0,730.0,714.0,700.0,719.0,718.0,714.0,711.0,724.0,714.0,735.0,728.0,725.0,710.0,720.0,724.0,705.0,730.0,709.0,740.0,724.0,721.0,739.0,718.0,723.0,715.0,719.0,718.0,732.0,707.0,728.0,714.0,722.0,705.0,715.0,719.0,724.0,721.0,732.0,731.0,715.0,712.0,707.0,708.0,717.0,716.0,711.0,723.0,718.0,718.0,724.0,718.0,729.0,715.0,718.0,710.0,707.0
