,County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes,Real Precinct 
9398,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,13,8,0,0,21,Y
9399,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,45,12,0,0,57,Y
9400,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,27,11,0,0,38,Y
9401,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,25,3,0,0,28,Y
9402,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,85,53,0,0,138,Y
9403,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,44,22,0,0,66,Y
9404,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,53,16,0,0,69,Y
9405,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,60,44,0,0,104,Y
9406,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,37,20,0,0,57,Y
9407,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,17,2,0,0,19,Y
9409,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,75,25,0,0,100,Y
9411,MECKLENBURG,11/7/23,78.1,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,32,9,0,0,41,Y
9446,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,85,7,0,0,92,Y
9447,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,40,13,0,0,53,Y
9448,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,28,1,0,0,29,Y
9449,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,58,8,0,0,66,Y
9450,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,32,19,0,0,51,Y
9451,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,24,5,0,0,29,Y
9452,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,73,44,0,0,117,Y
9453,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,40,13,0,0,53,Y
9454,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,62,12,0,0,74,Y
9455,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,49,33,0,0,82,Y
9456,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,46,20,0,0,66,Y
9457,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,30,1,0,0,31,Y
9459,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,94,24,0,0,118,Y
9461,MECKLENBURG,11/7/23,79,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,22,5,0,0,27,Y
9496,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,73,20,0,0,93,Y
9497,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,48,4,0,0,52,Y
9498,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,35,3,0,0,38,Y
9499,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,46,10,0,0,56,Y
9500,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,37,17,0,0,54,Y
9501,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,21,7,0,0,28,Y
9502,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,131,60,0,0,191,Y
9503,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,60,13,0,0,73,Y
9504,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,81,12,0,0,93,Y
9505,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,98,45,0,0,143,Y
9506,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,79,20,0,0,99,Y
9507,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,29,2,0,0,31,Y
9509,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,107,50,0,0,157,Y
9511,MECKLENBURG,11/7/23,80,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,33,6,0,0,39,Y
9545,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,93,41,0,0,134,Y
9546,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,30,12,0,0,42,Y
9547,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,16,13,0,0,29,Y
9548,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,54,12,0,0,66,Y
9549,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,50,29,0,0,79,Y
9550,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,27,15,0,0,42,Y
9551,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,179,115,0,0,294,Y
9552,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,36,33,0,0,69,Y
9553,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,70,29,0,0,99,Y
9554,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,114,84,0,0,198,Y
9555,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,73,28,0,0,101,Y
9556,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,27,13,0,0,40,Y
9558,MECKLENBURG,11/7/23,81,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,167,100,0,0,267,Y
9582,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,102,38,0,0,140,Y
9583,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,31,19,0,0,50,Y
9584,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,23,6,0,0,29,Y
9585,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,49,23,0,0,72,Y
9586,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,45,43,0,0,88,Y
9587,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,49,16,0,0,65,Y
9588,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,109,124,0,0,233,Y
9589,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,27,32,0,0,59,Y
9590,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,81,24,0,0,105,Y
9591,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,82,90,0,0,172,Y
9592,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,89,36,0,0,125,Y
9593,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,20,12,0,0,32,Y
9595,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,160,98,0,0,258,Y
9597,MECKLENBURG,11/7/23,146,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,40,14,0,0,54,Y
9632,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,65,30,0,0,95,Y
9633,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,42,16,0,0,58,Y
9634,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,18,7,0,0,25,Y
9635,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,31,23,0,0,54,Y
9636,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,39,19,0,0,58,Y
9637,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,18,12,0,0,30,Y
9638,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,99,98,0,0,197,Y
9639,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,38,46,0,0,84,Y
9640,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,60,36,0,0,96,Y
9641,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,96,93,0,0,189,Y
9642,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,46,25,0,0,71,Y
9643,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,14,15,0,0,29,Y
9645,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,87,65,0,0,152,Y
9647,MECKLENBURG,11/7/23,147,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,25,8,0,0,33,Y
9682,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,217,72,0,0,289,Y
9683,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,190,95,0,0,285,Y
9684,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,98,60,0,0,158,Y
9685,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,187,84,0,0,271,Y
9686,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,89,65,0,0,154,Y
9687,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,44,38,0,0,82,Y
9688,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,266,222,0,0,488,Y
9689,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,270,194,0,0,464,Y
9690,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,187,70,0,0,257,Y
9691,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,264,182,0,0,446,Y
9692,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,62,53,0,0,115,Y
9693,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,44,32,0,0,76,Y
9695,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,176,138,0,0,314,Y
9697,MECKLENBURG,11/7/23,148,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,50,34,0,0,84,Y
9731,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,86,57,0,0,143,Y
9732,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,31,29,0,0,60,Y
9733,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,21,13,0,0,34,Y
9734,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,36,41,0,0,77,Y
9735,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,41,51,0,0,92,Y
9736,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,26,12,0,0,38,Y
9737,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,283,169,0,0,452,Y
9738,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,185,78,0,0,263,Y
9739,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,76,35,0,0,111,Y
9740,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,241,152,0,0,393,Y
9741,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,60,44,0,0,104,Y
9742,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,12,13,0,0,25,Y
9744,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,111,139,0,0,250,Y
9746,MECKLENBURG,11/7/23,149,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,24,18,0,0,42,Y
9780,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,122,19,0,0,141,Y
9781,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,62,12,0,0,74,Y
9782,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,31,11,0,0,42,Y
9783,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,56,14,0,0,70,Y
9784,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,56,7,0,0,63,Y
9785,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,40,7,0,0,47,Y
9786,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,118,61,0,0,179,Y
9787,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,56,27,0,0,83,Y
9788,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,82,20,0,0,102,Y
9789,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,99,48,0,0,147,Y
9790,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,83,13,0,0,96,Y
9791,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,32,4,0,0,36,Y
9793,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,112,43,0,0,155,Y
9795,MECKLENBURG,11/7/23,150,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,36,4,0,0,40,Y
9829,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,100,43,0,0,143,Y
9830,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,64,17,0,0,81,Y
9831,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,29,13,0,0,42,Y
9832,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,63,25,0,0,88,Y
9833,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,68,24,0,0,92,Y
9834,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,46,17,0,0,63,Y
9835,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,200,156,0,0,356,Y
9836,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,100,59,0,0,159,Y
9837,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,92,30,0,0,122,Y
9838,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Monty Witherspoon, ,3,164,132,0,0,296,Y
9839,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Omar Harris, ,3,85,37,0,0,122,Y
9840,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Peggy A. Capehart, ,3,27,12,0,0,39,Y
9842,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Shamaiye Haynes, ,3,247,135,0,0,382,Y
9844,MECKLENBURG,11/7/23,151,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Tigress Sydney Acute McDaniel, ,3,43,20,0,0,63,Y
9879,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Annette Albright, ,3,62,16,0,0,78,Y
9880,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Bill Fountain, ,3,46,14,0,0,60,Y
9881,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Brian Kasher, ,3,27,4,0,0,31,Y
9882,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Claire Covington, ,3,35,10,0,0,45,Y
9883,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Clara Kennedy Witherspoon, ,3,21,16,0,0,37,Y
9884,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Juanrique Pallamente Hall, ,3,13,2,0,0,15,Y
9885,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Lenora Shipp, ,3,59,23,0,0,82,Y
9886,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Liz Monterrey, ,3,41,18,0,0,59,Y
9887,MECKLENBURG,11/7/23,200,10,C,CHARLOTTE-MECKLENBURG SCHOOLS BOARD OF EDUCATION AT-LARGE,Michael Johnson, ,3,43,9,0,0,52,Y
