ranking,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12,iteration_13,iteration_14,iteration_15,iteration_16,iteration_17,iteration_18,iteration_19,iteration_20,iteration_21,iteration_22,iteration_23,iteration_24,iteration_25,iteration_26,iteration_27,iteration_28,iteration_29,iteration_30,iteration_31,iteration_32,iteration_33,iteration_34,iteration_35,iteration_36,iteration_37,iteration_38,iteration_39,iteration_40,iteration_41,iteration_42,iteration_43,iteration_44,iteration_45,iteration_46,iteration_47,iteration_48,iteration_49,iteration_50,iteration_51,iteration_52,iteration_53,iteration_54,iteration_55,iteration_56,iteration_57,iteration_58,iteration_59,iteration_60,iteration_61,iteration_62,iteration_63,iteration_64,iteration_65,iteration_66,iteration_67,iteration_68,iteration_69,iteration_70,iteration_71,iteration_72,iteration_73,iteration_74,iteration_75,iteration_76,iteration_77,iteration_78,iteration_79,iteration_80,iteration_81,iteration_82,iteration_83,iteration_84,iteration_85,iteration_86,iteration_87,iteration_88,iteration_89,iteration_90,iteration_91,iteration_92,iteration_93,iteration_94,iteration_95,iteration_96,iteration_97,iteration_98,iteration_99,iteration_100
"Eddie Burks,Joey Trogdon,Charles Swiers,Harry Okeke,Jane Hughes Redding",20.0,7.0,13.0,9.0,16.0,25.0,19.0,31.0,16.0,7.0,16.0,17.0,43.0,10.0,26.0,11.0,36.0,19.0,24.0,22.0,19.0,34.0,3.0,25.0,30.0,20.0,30.0,36.0,22.0,23.0,31.0,21.0,14.0,7.0,32.0,28.0,27.0,37.0,25.0,16.0,49.0,39.0,45.0,15.0,10.0,47.0,15.0,6.0,45.0,23.0,29.0,18.0,15.0,16.0,38.0,37.0,27.0,54.0,21.0,23.0,31.0,29.0,4.0,9.0,18.0,12.0,32.0,33.0,28.0,26.0,23.0,27.0,58.0,18.0,25.0,30.0,14.0,10.0,25.0,24.0,14.0,19.0,39.0,11.0,16.0,12.0,12.0,9.0,16.0,30.0,19.0,26.0,32.0,3.0,31.0,35.0,17.0,28.0,24.0,10.0
"Eddie Burks,Joey Trogdon,Charles Swiers,Jane Hughes Redding,Harry Okeke",52.0,64.0,53.0,84.0,74.0,103.0,70.0,81.0,59.0,89.0,46.0,57.0,77.0,99.0,72.0,87.0,62.0,99.0,68.0,70.0,93.0,69.0,71.0,45.0,73.0,41.0,79.0,92.0,64.0,50.0,47.0,59.0,84.0,109.0,64.0,42.0,75.0,90.0,96.0,80.0,45.0,81.0,60.0,84.0,72.0,48.0,67.0,115.0,73.0,62.0,88.0,56.0,87.0,59.0,72.0,105.0,91.0,85.0,135.0,87.0,58.0,47.0,87.0,55.0,123.0,85.0,87.0,67.0,88.0,65.0,79.0,60.0,84.0,81.0,56.0,78.0,95.0,102.0,61.0,96.0,130.0,105.0,92.0,62.0,49.0,97.0,36.0,72.0,101.0,101.0,73.0,72.0,83.0,88.0,63.0,67.0,98.0,55.0,55.0,61.0
"Eddie Burks,Jane Hughes Redding,Joey Trogdon,Harry Okeke,Charles Swiers",3.0,4.0,1.0,2.0,4.0,12.0,1.0,5.0,2.0,3.0,5.0,5.0,7.0,8.0,6.0,2.0,8.0,11.0,6.0,1.0,1.0,2.0,2.0,5.0,7.0,6.0,4.0,9.0,5.0,2.0,0.0,2.0,2.0,7.0,1.0,2.0,9.0,10.0,7.0,4.0,1.0,12.0,3.0,5.0,3.0,6.0,2.0,4.0,4.0,8.0,5.0,1.0,5.0,5.0,8.0,7.0,4.0,5.0,0.0,9.0,4.0,2.0,3.0,3.0,2.0,4.0,7.0,6.0,4.0,2.0,3.0,5.0,14.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,7.0,2.0,5.0,6.0,7.0,2.0,2.0,1.0,5.0,6.0,4.0,8.0,10.0,3.0,5.0,3.0,9.0,5.0,5.0,4.0
"Eddie Burks,Jane Hughes Redding,Joey Trogdon,Charles Swiers,Harry Okeke",8.0,7.0,5.0,11.0,5.0,14.0,12.0,16.0,8.0,11.0,7.0,9.0,8.0,7.0,10.0,6.0,8.0,15.0,10.0,8.0,17.0,8.0,9.0,12.0,14.0,7.0,8.0,14.0,11.0,7.0,8.0,4.0,6.0,12.0,7.0,4.0,8.0,16.0,18.0,10.0,5.0,15.0,8.0,17.0,9.0,10.0,6.0,11.0,6.0,12.0,16.0,8.0,14.0,11.0,8.0,14.0,16.0,11.0,14.0,15.0,4.0,10.0,10.0,7.0,22.0,11.0,11.0,9.0,14.0,9.0,15.0,12.0,12.0,18.0,9.0,11.0,16.0,15.0,13.0,13.0,16.0,13.0,12.0,15.0,7.0,8.0,6.0,8.0,15.0,9.0,18.0,9.0,12.0,14.0,9.0,13.0,18.0,8.0,5.0,9.0
"Eddie Burks,Jane Hughes Redding,Harry Okeke,Charles Swiers,Joey Trogdon",3.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,4.0,2.0,2.0,4.0,3.0,0.0,2.0,2.0,1.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,6.0,5.0,3.0,2.0,3.0,3.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,2.0,3.0,2.0,7.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,6.0,4.0,2.0,3.0,1.0,0.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,7.0,2.0,0.0,0.0,5.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0
"Eddie Burks,Jane Hughes Redding,Harry Okeke,Joey Trogdon,Charles Swiers",3.0,4.0,2.0,3.0,0.0,10.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,4.0,5.0,3.0,3.0,1.0,10.0,3.0,0.0,2.0,2.0,0.0,7.0,3.0,1.0,7.0,6.0,6.0,1.0,5.0,5.0,7.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,5.0,0.0,1.0,2.0,2.0,1.0,3.0,6.0,1.0,6.0,0.0,4.0,4.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,3.0,4.0,7.0,5.0,2.0,5.0,10.0,3.0,1.0,5.0,6.0,2.0,6.0,5.0,7.0,1.0,0.0,3.0,5.0,3.0,5.0,2.0,6.0,0.0,3.0,0.0,5.0,1.0,1.0,1.0
"Eddie Burks,Jane Hughes Redding,Charles Swiers,Harry Okeke,Joey Trogdon",8.0,3.0,1.0,3.0,3.0,5.0,6.0,3.0,2.0,0.0,8.0,0.0,4.0,1.0,1.0,4.0,3.0,1.0,9.0,6.0,2.0,4.0,3.0,12.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,1.0,3.0,7.0,10.0,1.0,5.0,4.0,8.0,1.0,3.0,7.0,8.0,3.0,3.0,4.0,3.0,2.0,6.0,1.0,4.0,3.0,3.0,8.0,3.0,3.0,4.0,2.0,4.0,6.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,0.0,0.0,6.0,15.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,2.0,2.0,8.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,13.0,0.0
"Eddie Burks,Jane Hughes Redding,Charles Swiers,Joey Trogdon,Harry Okeke",16.0,15.0,5.0,10.0,12.0,9.0,15.0,5.0,7.0,17.0,16.0,12.0,15.0,12.0,12.0,4.0,9.0,9.0,10.0,16.0,10.0,7.0,3.0,10.0,9.0,8.0,6.0,10.0,9.0,12.0,14.0,9.0,11.0,8.0,14.0,3.0,10.0,11.0,15.0,13.0,16.0,15.0,6.0,7.0,14.0,7.0,8.0,10.0,11.0,9.0,10.0,11.0,7.0,17.0,21.0,14.0,11.0,8.0,7.0,14.0,12.0,4.0,8.0,6.0,8.0,9.0,11.0,4.0,4.0,6.0,9.0,3.0,5.0,16.0,18.0,5.0,14.0,24.0,14.0,11.0,10.0,12.0,11.0,13.0,9.0,3.0,6.0,11.0,9.0,7.0,11.0,3.0,7.0,6.0,9.0,9.0,13.0,9.0,18.0,6.0
"Eddie Burks,Harry Okeke,Jane Hughes Redding,Charles Swiers,Joey Trogdon",1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,4.0,0.0,1.0,1.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0
"Eddie Burks,Harry Okeke,Jane Hughes Redding,Joey Trogdon,Charles Swiers",4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,0.0
"Eddie Burks,Harry Okeke,Joey Trogdon,Jane Hughes Redding,Charles Swiers",1.0,6.0,0.0,4.0,1.0,0.0,3.0,9.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,7.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,6.0,4.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,3.0,7.0,2.0,3.0,1.0,1.0,5.0,0.0,5.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,7.0,4.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,2.0,2.0,5.0,0.0,2.0
"Eddie Burks,Harry Okeke,Joey Trogdon,Charles Swiers,Jane Hughes Redding",4.0,1.0,1.0,4.0,3.0,7.0,8.0,2.0,3.0,4.0,2.0,1.0,6.0,3.0,2.0,1.0,5.0,8.0,2.0,8.0,11.0,3.0,1.0,7.0,15.0,4.0,4.0,6.0,4.0,4.0,4.0,1.0,0.0,4.0,2.0,3.0,5.0,2.0,4.0,2.0,7.0,6.0,7.0,1.0,4.0,3.0,1.0,0.0,7.0,4.0,3.0,1.0,5.0,0.0,2.0,3.0,5.0,5.0,8.0,7.0,5.0,5.0,2.0,4.0,2.0,10.0,11.0,12.0,5.0,5.0,1.0,3.0,3.0,4.0,1.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,11.0,1.0,0.0,1.0,4.0,2.0,3.0,0.0,4.0,3.0,5.0,1.0,5.0,4.0,2.0,3.0,1.0,2.0
"Eddie Burks,Harry Okeke,Charles Swiers,Jane Hughes Redding,Joey Trogdon",3.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,3.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,5.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,6.0,2.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0
"Eddie Burks,Harry Okeke,Charles Swiers,Joey Trogdon,Jane Hughes Redding",10.0,2.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,1.0,5.0,6.0,4.0,2.0,0.0,1.0,3.0,5.0,5.0,3.0,5.0,12.0,1.0,4.0,1.0,5.0,4.0,0.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,6.0,1.0,6.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,7.0,6.0,7.0,3.0,6.0,3.0,3.0,1.0,1.0,8.0,2.0,2.0,9.0,6.0,0.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,6.0,5.0,0.0,1.0,5.0,3.0,3.0,1.0,0.0,2.0,4.0,7.0,5.0,0.0,1.0,3.0,0.0,1.0,3.0,5.0,2.0,3.0,1.0,2.0,2.0,3.0,6.0,4.0
"Joey Trogdon,Charles Swiers,Jane Hughes Redding,Harry Okeke,Eddie Burks",9.0,11.0,15.0,9.0,13.0,4.0,4.0,3.0,9.0,10.0,8.0,8.0,8.0,16.0,8.0,8.0,4.0,8.0,6.0,6.0,10.0,2.0,13.0,9.0,6.0,9.0,10.0,3.0,6.0,3.0,8.0,7.0,11.0,6.0,4.0,19.0,5.0,2.0,6.0,17.0,2.0,2.0,6.0,8.0,9.0,3.0,13.0,12.0,5.0,12.0,12.0,9.0,4.0,4.0,6.0,9.0,11.0,8.0,10.0,3.0,7.0,11.0,15.0,14.0,9.0,11.0,7.0,7.0,7.0,9.0,4.0,4.0,5.0,5.0,10.0,19.0,9.0,8.0,7.0,9.0,4.0,2.0,4.0,1.0,10.0,14.0,14.0,10.0,11.0,7.0,10.0,7.0,8.0,4.0,6.0,7.0,7.0,6.0,6.0,17.0
"Joey Trogdon,Charles Swiers,Jane Hughes Redding,Eddie Burks,Harry Okeke",14.0,17.0,39.0,26.0,31.0,8.0,9.0,28.0,20.0,18.0,9.0,23.0,16.0,38.0,13.0,33.0,15.0,16.0,18.0,12.0,26.0,10.0,39.0,31.0,12.0,24.0,22.0,11.0,17.0,18.0,14.0,22.0,19.0,15.0,10.0,28.0,14.0,16.0,21.0,20.0,15.0,7.0,16.0,36.0,24.0,16.0,23.0,30.0,16.0,22.0,19.0,22.0,25.0,13.0,11.0,14.0,14.0,15.0,17.0,29.0,21.0,20.0,47.0,34.0,36.0,44.0,15.0,21.0,23.0,24.0,16.0,21.0,22.0,20.0,20.0,18.0,10.0,13.0,19.0,22.0,13.0,17.0,10.0,17.0,26.0,39.0,19.0,27.0,12.0,22.0,18.0,25.0,26.0,21.0,16.0,14.0,25.0,10.0,11.0,23.0
"Joey Trogdon,Charles Swiers,Harry Okeke,Jane Hughes Redding,Eddie Burks",2.0,3.0,5.0,2.0,4.0,1.0,2.0,1.0,8.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,7.0,2.0,8.0,2.0,1.0,5.0,0.0,4.0,0.0,6.0,5.0,1.0,1.0,2.0,5.0,3.0,8.0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,6.0,2.0,2.0,7.0,1.0,4.0,6.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,6.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,7.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,5.0,4.0,2.0,5.0,3.0,2.0,5.0,8.0,5.0,2.0,1.0,5.0,0.0,3.0,3.0,8.0,3.0,3.0,1.0,4.0,3.0,4.0
"Joey Trogdon,Charles Swiers,Harry Okeke,Eddie Burks,Jane Hughes Redding",9.0,1.0,11.0,6.0,6.0,1.0,6.0,8.0,17.0,9.0,5.0,8.0,3.0,9.0,6.0,3.0,16.0,1.0,9.0,8.0,0.0,15.0,0.0,4.0,9.0,7.0,11.0,6.0,8.0,12.0,3.0,8.0,20.0,3.0,9.0,23.0,3.0,4.0,2.0,0.0,10.0,2.0,4.0,7.0,4.0,6.0,9.0,2.0,6.0,5.0,5.0,13.0,2.0,2.0,7.0,7.0,3.0,11.0,2.0,7.0,3.0,12.0,6.0,9.0,4.0,3.0,4.0,4.0,11.0,10.0,4.0,5.0,2.0,1.0,12.0,9.0,3.0,3.0,8.0,3.0,2.0,3.0,9.0,3.0,9.0,12.0,11.0,7.0,3.0,9.0,1.0,9.0,10.0,9.0,8.0,11.0,3.0,7.0,5.0,12.0
