,County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes,Real Precinct
8107,MECKLENBURG,11/7/23,135,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,444,231,0,0,675,Y
8684,MECKLENBURG,11/7/23,2,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,372,114,0,0,486,Y
8686,MECKLENBURG,11/7/23,2,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,328,91,0,0,419,Y
8692,MECKLENBURG,11/7/23,2,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,325,90,0,0,415,Y
8698,MECKLENBURG,11/7/23,2,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,113,17,0,0,130,Y
8700,MECKLENBURG,11/7/23,2,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,364,108,0,0,472,Y
8735,MECKLENBURG,11/7/23,3,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,147,74,0,0,221,Y
8737,MECKLENBURG,11/7/23,3,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,153,81,0,0,234,Y
8743,MECKLENBURG,11/7/23,3,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,149,77,0,0,226,Y
8749,MECKLENBURG,11/7/23,3,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,30,6,0,0,36,Y
8751,MECKLENBURG,11/7/23,3,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,147,75,0,0,222,Y
8786,MECKLENBURG,11/7/23,4,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,212,54,0,0,266,Y
8788,MECKLENBURG,11/7/23,4,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,203,51,0,0,254,Y
8794,MECKLENBURG,11/7/23,4,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,199,52,0,0,251,Y
8800,MECKLENBURG,11/7/23,4,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,49,9,0,0,58,Y
8802,MECKLENBURG,11/7/23,4,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,209,54,0,0,263,Y
8835,MECKLENBURG,11/7/23,5,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,138,35,0,0,173,Y
8837,MECKLENBURG,11/7/23,5,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,131,32,0,0,163,Y
8843,MECKLENBURG,11/7/23,5,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,129,35,0,0,164,Y
8849,MECKLENBURG,11/7/23,5,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,44,4,0,0,48,Y
8851,MECKLENBURG,11/7/23,5,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,139,35,0,0,174,Y
8884,MECKLENBURG,11/7/23,6,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,138,54,0,0,192,Y
8886,MECKLENBURG,11/7/23,6,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,137,46,0,0,183,Y
8892,MECKLENBURG,11/7/23,6,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,132,50,0,0,182,Y
8898,MECKLENBURG,11/7/23,6,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,41,10,0,0,51,Y
8900,MECKLENBURG,11/7/23,6,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,136,51,0,0,187,Y
8933,MECKLENBURG,11/7/23,7,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,203,66,0,0,269,Y
8935,MECKLENBURG,11/7/23,7,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,190,65,0,0,255,Y
8941,MECKLENBURG,11/7/23,7,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,181,72,0,0,253,Y
8947,MECKLENBURG,11/7/23,7,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,67,24,0,0,91,Y
8949,MECKLENBURG,11/7/23,7,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,198,73,0,0,271,Y
8982,MECKLENBURG,11/7/23,8,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,299,106,0,0,405,Y
8984,MECKLENBURG,11/7/23,8,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,296,99,0,0,395,Y
8990,MECKLENBURG,11/7/23,8,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,253,89,0,0,342,Y
8996,MECKLENBURG,11/7/23,8,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,210,60,0,0,270,Y
8998,MECKLENBURG,11/7/23,8,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,308,105,0,0,413,Y
9032,MECKLENBURG,11/7/23,9,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,449,156,0,0,605,Y
9034,MECKLENBURG,11/7/23,9,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,418,148,0,0,566,Y
9040,MECKLENBURG,11/7/23,9,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,392,143,0,0,535,Y
9046,MECKLENBURG,11/7/23,9,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,157,26,0,0,183,Y
9048,MECKLENBURG,11/7/23,9,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,447,151,0,0,598,Y
9083,MECKLENBURG,11/7/23,10,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,371,114,0,0,485,Y
9085,MECKLENBURG,11/7/23,10,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,331,97,0,0,428,Y
9091,MECKLENBURG,11/7/23,10,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,326,102,0,0,428,Y
9097,MECKLENBURG,11/7/23,10,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,144,24,0,0,168,Y
9099,MECKLENBURG,11/7/23,10,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,366,117,0,0,483,Y
9125,MECKLENBURG,11/7/23,73,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,225,86,0,0,311,Y
9127,MECKLENBURG,11/7/23,73,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,217,81,0,0,298,Y
9133,MECKLENBURG,11/7/23,73,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,200,80,0,0,280,Y
9139,MECKLENBURG,11/7/23,73,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,136,30,0,0,166,Y
9141,MECKLENBURG,11/7/23,73,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,226,90,0,0,316,Y
9175,MECKLENBURG,11/7/23,74,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,260,199,0,0,459,Y
9177,MECKLENBURG,11/7/23,74,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,240,187,0,0,427,Y
9183,MECKLENBURG,11/7/23,74,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,219,186,0,0,405,Y
9189,MECKLENBURG,11/7/23,74,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,164,100,0,0,264,Y
9191,MECKLENBURG,11/7/23,74,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,251,208,0,0,459,Y
9225,MECKLENBURG,11/7/23,75,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,344,261,0,0,605,Y
9227,MECKLENBURG,11/7/23,75,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,333,238,0,0,571,Y
9233,MECKLENBURG,11/7/23,75,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,310,225,0,0,535,Y
9239,MECKLENBURG,11/7/23,75,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,283,101,0,0,384,Y
9241,MECKLENBURG,11/7/23,75,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,358,253,0,0,611,Y
9275,MECKLENBURG,11/7/23,76,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,347,217,0,0,564,Y
9277,MECKLENBURG,11/7/23,76,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,346,202,0,0,548,Y
9283,MECKLENBURG,11/7/23,76,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,305,186,0,0,491,Y
9289,MECKLENBURG,11/7/23,76,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,228,95,0,0,323,Y
9291,MECKLENBURG,11/7/23,76,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,364,214,0,0,578,Y
9325,MECKLENBURG,11/7/23,77,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,154,129,0,0,283,Y
9327,MECKLENBURG,11/7/23,77,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,160,128,0,0,288,Y
9333,MECKLENBURG,11/7/23,77,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,158,122,0,0,280,Y
9339,MECKLENBURG,11/7/23,77,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,32,12,0,0,44,Y
9341,MECKLENBURG,11/7/23,77,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,159,129,0,0,288,Y
9375,MECKLENBURG,11/7/23,78.1,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,178,81,0,0,259,Y
9377,MECKLENBURG,11/7/23,78.1,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,182,75,0,0,257,Y
9383,MECKLENBURG,11/7/23,78.1,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,175,77,0,0,252,Y
9389,MECKLENBURG,11/7/23,78.1,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,44,17,0,0,61,Y
9391,MECKLENBURG,11/7/23,78.1,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,177,78,0,0,255,Y
9425,MECKLENBURG,11/7/23,79,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,193,58,0,0,251,Y
9427,MECKLENBURG,11/7/23,79,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,192,62,0,0,254,Y
9433,MECKLENBURG,11/7/23,79,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,179,58,0,0,237,Y
9439,MECKLENBURG,11/7/23,79,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,64,9,0,0,73,Y
9441,MECKLENBURG,11/7/23,79,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,197,64,0,0,261,Y
9475,MECKLENBURG,11/7/23,80,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,256,84,0,0,340,Y
9477,MECKLENBURG,11/7/23,80,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,250,85,0,0,335,Y
9483,MECKLENBURG,11/7/23,80,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,239,83,0,0,322,Y
9489,MECKLENBURG,11/7/23,80,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,82,9,0,0,91,Y
9491,MECKLENBURG,11/7/23,80,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,267,85,0,0,352,Y
9525,MECKLENBURG,11/7/23,81,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,281,179,0,0,460,Y
9527,MECKLENBURG,11/7/23,81,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,286,177,0,0,463,Y
9533,MECKLENBURG,11/7/23,81,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,271,171,0,0,442,Y
9539,MECKLENBURG,11/7/23,81,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,79,19,0,0,98,Y
9541,MECKLENBURG,11/7/23,81,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,289,173,0,0,462,Y
9562,MECKLENBURG,11/7/23,146,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,291,181,0,0,472,Y
9564,MECKLENBURG,11/7/23,146,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,284,179,0,0,463,Y
9570,MECKLENBURG,11/7/23,146,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,289,180,0,0,469,Y
9576,MECKLENBURG,11/7/23,146,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,59,23,0,0,82,Y
9578,MECKLENBURG,11/7/23,146,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,286,181,0,0,467,Y
9611,MECKLENBURG,11/7/23,147,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,206,157,0,0,363,Y
9613,MECKLENBURG,11/7/23,147,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,207,153,0,0,360,Y
9619,MECKLENBURG,11/7/23,147,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,198,151,0,0,349,Y
9625,MECKLENBURG,11/7/23,147,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,51,22,0,0,73,Y
9627,MECKLENBURG,11/7/23,147,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,208,158,0,0,366,Y
9661,MECKLENBURG,11/7/23,148,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,542,387,0,0,929,Y
9663,MECKLENBURG,11/7/23,148,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,548,375,0,0,923,Y
9669,MECKLENBURG,11/7/23,148,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,506,360,0,0,866,Y
9675,MECKLENBURG,11/7/23,148,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,293,133,0,0,426,Y
9677,MECKLENBURG,11/7/23,148,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,554,396,0,0,950,Y
9711,MECKLENBURG,11/7/23,149,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,385,277,0,0,662,Y
9713,MECKLENBURG,11/7/23,149,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,382,263,0,0,645,Y
9719,MECKLENBURG,11/7/23,149,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,382,270,0,0,652,Y
9725,MECKLENBURG,11/7/23,149,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,51,22,0,0,73,Y
9727,MECKLENBURG,11/7/23,149,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,386,270,0,0,656,Y
9760,MECKLENBURG,11/7/23,150,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,269,86,0,0,355,Y
9762,MECKLENBURG,11/7/23,150,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,276,82,0,0,358,Y
9768,MECKLENBURG,11/7/23,150,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,272,74,0,0,346,Y
9774,MECKLENBURG,11/7/23,150,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,100,22,0,0,122,Y
9776,MECKLENBURG,11/7/23,150,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,276,84,0,0,360,Y
9809,MECKLENBURG,11/7/23,151,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,359,217,0,0,576,Y
9811,MECKLENBURG,11/7/23,151,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,352,209,0,0,561,Y
9817,MECKLENBURG,11/7/23,151,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,353,215,0,0,568,Y
9823,MECKLENBURG,11/7/23,151,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,98,31,0,0,129,Y
9825,MECKLENBURG,11/7/23,151,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,366,212,0,0,578,Y
9858,MECKLENBURG,11/7/23,200,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,0,1,0,0,1,Y
9860,MECKLENBURG,11/7/23,200,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,0,2,0,0,2,Y
9866,MECKLENBURG,11/7/23,200,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,0,2,0,0,2,Y
9872,MECKLENBURG,11/7/23,200,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,0,2,0,0,2,Y
9874,MECKLENBURG,11/7/23,200,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,0,1,0,0,1,Y
9908,MECKLENBURG,11/7/23,201,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,363,222,0,0,585,Y
9910,MECKLENBURG,11/7/23,201,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,359,225,0,0,584,Y
9916,MECKLENBURG,11/7/23,201,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,352,221,0,0,573,Y
9922,MECKLENBURG,11/7/23,201,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,96,42,0,0,138,Y
9924,MECKLENBURG,11/7/23,201,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,372,233,0,0,605,Y
14887,MECKLENBURG,11/7/23,11,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,517,333,0,0,850,Y
14889,MECKLENBURG,11/7/23,11,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,493,303,0,0,796,Y
14895,MECKLENBURG,11/7/23,11,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,485,292,0,0,777,Y
14901,MECKLENBURG,11/7/23,11,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,160,88,0,0,248,Y
14903,MECKLENBURG,11/7/23,11,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,522,338,0,0,860,Y
14936,MECKLENBURG,11/7/23,12,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,209,104,0,0,313,Y
14938,MECKLENBURG,11/7/23,12,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,196,103,0,0,299,Y
14944,MECKLENBURG,11/7/23,12,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,199,96,0,0,295,Y
14950,MECKLENBURG,11/7/23,12,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,42,24,0,0,66,Y
14952,MECKLENBURG,11/7/23,12,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,205,109,0,0,314,Y
14985,MECKLENBURG,11/7/23,13,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,243,125,0,0,368,Y
14987,MECKLENBURG,11/7/23,13,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,232,121,0,0,353,Y
14993,MECKLENBURG,11/7/23,13,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,234,124,0,0,358,Y
14999,MECKLENBURG,11/7/23,13,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,64,22,0,0,86,Y
15001,MECKLENBURG,11/7/23,13,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,242,127,0,0,369,Y
15036,MECKLENBURG,11/7/23,14,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,405,148,0,0,553,Y
15038,MECKLENBURG,11/7/23,14,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,379,132,0,0,511,Y
15044,MECKLENBURG,11/7/23,14,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,385,137,0,0,522,Y
15050,MECKLENBURG,11/7/23,14,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,90,38,0,0,128,Y
15052,MECKLENBURG,11/7/23,14,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,417,139,0,0,556,Y
15087,MECKLENBURG,11/7/23,15,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,641,186,0,0,827,Y
15089,MECKLENBURG,11/7/23,15,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,574,151,0,0,725,Y
15095,MECKLENBURG,11/7/23,15,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,536,168,0,0,704,Y
15101,MECKLENBURG,11/7/23,15,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,147,29,0,0,176,Y
15103,MECKLENBURG,11/7/23,15,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,605,183,0,0,788,Y
15138,MECKLENBURG,11/7/23,16,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Dimple Ajmera,DEM,4,288,225,0,0,513,Y
15140,MECKLENBURG,11/7/23,16,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,"James (Smuggie) Mitchell, Jr.",DEM,4,295,223,0,0,518,Y
15146,MECKLENBURG,11/7/23,16,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,LaWana Slack-Mayfield,DEM,4,290,227,0,0,517,Y
15152,MECKLENBURG,11/7/23,16,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Steven J. DiFiore II,LIB,4,23,24,0,0,47,Y
15154,MECKLENBURG,11/7/23,16,2,C,CITY OF CHARLOTTE CITY COUNCIL AT-LARGE,Victoria Watlington,DEM,4,287,219,0,0,506,Y
