,County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes,Real Precinct
817,MECKLENBURG,7/26/22,126,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,193,117,0,0,310,Y
835,MECKLENBURG,7/26/22,128,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,102,27,0,0,129,Y
836,MECKLENBURG,7/26/22,128,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,172,139,0,0,311,Y
854,MECKLENBURG,7/26/22,130,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,46,15,0,0,61,Y
855,MECKLENBURG,7/26/22,130,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,96,45,0,0,141,Y
873,MECKLENBURG,7/26/22,131,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,113,94,0,0,207,Y
874,MECKLENBURG,7/26/22,131,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,86,78,0,0,164,Y
896,MECKLENBURG,7/26/22,132,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,49,15,0,0,64,Y
897,MECKLENBURG,7/26/22,132,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,123,83,0,0,206,Y
915,MECKLENBURG,7/26/22,135,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,51,15,0,0,66,Y
916,MECKLENBURG,7/26/22,135,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,282,226,0,0,508,Y
935,MECKLENBURG,7/26/22,137,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,339,136,0,0,475,Y
936,MECKLENBURG,7/26/22,137,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,189,116,0,0,305,Y
958,MECKLENBURG,7/26/22,138,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,24,14,0,0,38,Y
959,MECKLENBURG,7/26/22,138,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,125,84,0,0,209,Y
1641,MECKLENBURG,7/26/22,1,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,127,28,0,0,155,Y
1642,MECKLENBURG,7/26/22,1,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,147,117,0,0,264,Y
1661,MECKLENBURG,7/26/22,2,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,78,18,0,0,96,Y
1662,MECKLENBURG,7/26/22,2,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,274,126,0,0,400,Y
1681,MECKLENBURG,7/26/22,3,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,13,7,0,0,20,Y
1682,MECKLENBURG,7/26/22,3,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,105,70,0,0,175,Y
1701,MECKLENBURG,7/26/22,4,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,59,14,0,0,73,Y
1702,MECKLENBURG,7/26/22,4,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,121,65,0,0,186,Y
1720,MECKLENBURG,7/26/22,5,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,37,7,0,0,44,Y
1721,MECKLENBURG,7/26/22,5,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,91,36,0,0,127,Y
1739,MECKLENBURG,7/26/22,6,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,35,10,0,0,45,Y
1740,MECKLENBURG,7/26/22,6,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,88,64,0,0,152,Y
1758,MECKLENBURG,7/26/22,7,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,44,25,0,0,69,Y
1759,MECKLENBURG,7/26/22,7,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,130,76,0,0,206,Y
1777,MECKLENBURG,7/26/22,8,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,161,116,0,0,277,Y
1778,MECKLENBURG,7/26/22,8,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,218,142,0,0,360,Y
1797,MECKLENBURG,7/26/22,9,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,106,47,0,0,153,Y
1798,MECKLENBURG,7/26/22,9,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,314,153,0,0,467,Y
1817,MECKLENBURG,7/26/22,10,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,107,36,0,0,143,Y
1818,MECKLENBURG,7/26/22,10,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,274,113,0,0,387,Y
1837,MECKLENBURG,7/26/22,11,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,99,77,0,0,176,Y
1838,MECKLENBURG,7/26/22,11,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,379,326,0,0,705,Y
1857,MECKLENBURG,7/26/22,12,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,19,6,0,0,25,Y
1858,MECKLENBURG,7/26/22,12,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,158,113,0,0,271,Y
1877,MECKLENBURG,7/26/22,13,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,35,23,0,0,58,Y
1878,MECKLENBURG,7/26/22,13,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,174,113,0,0,287,Y
1897,MECKLENBURG,7/26/22,14,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,38,8,0,0,46,Y
1898,MECKLENBURG,7/26/22,14,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,258,126,0,0,384,Y
1917,MECKLENBURG,7/26/22,15,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,89,18,0,0,107,Y
1918,MECKLENBURG,7/26/22,15,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,409,179,0,0,588,Y
1937,MECKLENBURG,7/26/22,16,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,6,7,0,0,13,Y
1938,MECKLENBURG,7/26/22,16,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,217,268,0,0,485,Y
2825,MECKLENBURG,7/26/22,17,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,14,5,0,0,19,Y
2826,MECKLENBURG,7/26/22,17,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,108,45,0,0,153,Y
2845,MECKLENBURG,7/26/22,18,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,169,63,0,0,232,Y
2846,MECKLENBURG,7/26/22,18,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,208,93,0,0,301,Y
2865,MECKLENBURG,7/26/22,19,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,114,75,0,0,189,Y
2866,MECKLENBURG,7/26/22,19,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,128,173,0,0,301,Y
2885,MECKLENBURG,7/26/22,20,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,122,48,0,0,170,Y
2886,MECKLENBURG,7/26/22,20,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,236,125,0,0,361,Y
2905,MECKLENBURG,7/26/22,21,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,88,22,0,0,110,Y
2906,MECKLENBURG,7/26/22,21,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,203,74,0,0,277,Y
2925,MECKLENBURG,7/26/22,22,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,72,29,0,0,101,Y
2926,MECKLENBURG,7/26/22,22,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,258,151,0,0,409,Y
2945,MECKLENBURG,7/26/22,23,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,23,8,0,0,31,Y
2946,MECKLENBURG,7/26/22,23,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,110,80,0,0,190,Y
2965,MECKLENBURG,7/26/22,24,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,34,13,0,0,47,Y
2966,MECKLENBURG,7/26/22,24,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,135,116,0,0,251,Y
2985,MECKLENBURG,7/26/22,25,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,11,2,0,0,13,Y
2986,MECKLENBURG,7/26/22,25,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,119,128,0,0,247,Y
3005,MECKLENBURG,7/26/22,26,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,36,16,0,0,52,Y
3006,MECKLENBURG,7/26/22,26,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,194,172,0,0,366,Y
3025,MECKLENBURG,7/26/22,27,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,10,11,0,0,21,Y
3026,MECKLENBURG,7/26/22,27,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,54,58,0,0,112,Y
3045,MECKLENBURG,7/26/22,28,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,30,5,0,0,35,Y
3046,MECKLENBURG,7/26/22,28,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,132,85,0,0,217,Y
3065,MECKLENBURG,7/26/22,29,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,37,13,0,0,50,Y
3066,MECKLENBURG,7/26/22,29,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,160,81,0,0,241,Y
3085,MECKLENBURG,7/26/22,30,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,48,16,0,0,64,Y
3086,MECKLENBURG,7/26/22,30,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,330,140,0,0,470,Y
3105,MECKLENBURG,7/26/22,31,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,11,8,0,0,19,Y
3106,MECKLENBURG,7/26/22,31,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,103,123,0,0,226,Y
3125,MECKLENBURG,7/26/22,32,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,173,95,0,0,268,Y
3126,MECKLENBURG,7/26/22,32,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,157,105,0,0,262,Y
3145,MECKLENBURG,7/26/22,33,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,58,13,0,0,71,Y
3146,MECKLENBURG,7/26/22,33,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,159,69,0,0,228,Y
3164,MECKLENBURG,7/26/22,34,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,54,23,0,0,77,Y
3165,MECKLENBURG,7/26/22,34,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,192,80,0,0,272,Y
3183,MECKLENBURG,7/26/22,35,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,110,53,0,0,163,Y
3184,MECKLENBURG,7/26/22,35,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,147,89,0,0,236,Y
3203,MECKLENBURG,7/26/22,36,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,197,106,0,0,303,Y
3204,MECKLENBURG,7/26/22,36,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,228,146,0,0,374,Y
3223,MECKLENBURG,7/26/22,37,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,99,33,0,0,132,Y
3224,MECKLENBURG,7/26/22,37,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,149,72,0,0,221,Y
3243,MECKLENBURG,7/26/22,38,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,70,18,0,0,88,Y
3244,MECKLENBURG,7/26/22,38,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,122,59,0,0,181,Y
3263,MECKLENBURG,7/26/22,39,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,6,8,0,0,14,Y
3264,MECKLENBURG,7/26/22,39,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,72,101,0,0,173,Y
3283,MECKLENBURG,7/26/22,40,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,12,6,0,0,18,Y
3780,MECKLENBURG,7/26/22,40,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,97,70,0,0,167,Y
3799,MECKLENBURG,7/26/22,41,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,12,3,0,0,15,Y
3800,MECKLENBURG,7/26/22,41,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,103,59,0,0,162,Y
3819,MECKLENBURG,7/26/22,42,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,10,13,0,0,23,Y
3820,MECKLENBURG,7/26/22,42,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,169,155,0,0,324,Y
3839,MECKLENBURG,7/26/22,43,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,22,18,0,0,40,Y
3840,MECKLENBURG,7/26/22,43,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,127,107,0,0,234,Y
3859,MECKLENBURG,7/26/22,44,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,37,17,0,0,54,Y
3860,MECKLENBURG,7/26/22,44,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,191,115,0,0,306,Y
3879,MECKLENBURG,7/26/22,45,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,55,11,0,0,66,Y
3880,MECKLENBURG,7/26/22,45,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,145,54,0,0,199,Y
3898,MECKLENBURG,7/26/22,46,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,61,12,0,0,73,Y
3899,MECKLENBURG,7/26/22,46,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,188,58,0,0,246,Y
3918,MECKLENBURG,7/26/22,47,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,160,73,0,0,233,Y
3919,MECKLENBURG,7/26/22,47,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,212,184,0,0,396,Y
3938,MECKLENBURG,7/26/22,48,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,161,88,0,0,249,Y
3939,MECKLENBURG,7/26/22,48,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,185,103,0,0,288,Y
3958,MECKLENBURG,7/26/22,49,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,130,63,0,0,193,Y
3959,MECKLENBURG,7/26/22,49,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,208,136,0,0,344,Y
3978,MECKLENBURG,7/26/22,50,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,97,45,0,0,142,Y
3979,MECKLENBURG,7/26/22,50,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,132,107,0,0,239,Y
3998,MECKLENBURG,7/26/22,51,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,133,33,0,0,166,Y
3999,MECKLENBURG,7/26/22,51,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,220,93,0,0,313,Y
4018,MECKLENBURG,7/26/22,52,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,18,6,0,0,24,Y
4019,MECKLENBURG,7/26/22,52,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,147,154,0,0,301,Y
4038,MECKLENBURG,7/26/22,53,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,22,9,0,0,31,Y
4039,MECKLENBURG,7/26/22,53,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,131,87,0,0,218,Y
4058,MECKLENBURG,7/26/22,54,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,19,9,0,0,28,Y
4059,MECKLENBURG,7/26/22,54,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,245,164,0,0,409,Y
4078,MECKLENBURG,7/26/22,55,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,2,4,0,0,6,Y
4079,MECKLENBURG,7/26/22,55,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,86,110,0,0,196,Y
4098,MECKLENBURG,7/26/22,56,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,4,4,0,0,8,Y
4099,MECKLENBURG,7/26/22,56,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,59,54,0,0,113,Y
4118,MECKLENBURG,7/26/22,57,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,134,77,0,0,211,Y
4119,MECKLENBURG,7/26/22,57,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,187,192,0,0,379,Y
4138,MECKLENBURG,7/26/22,58,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,97,19,0,0,116,Y
4139,MECKLENBURG,7/26/22,58,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,144,93,0,0,237,Y
4158,MECKLENBURG,7/26/22,59,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,70,17,0,0,87,Y
4159,MECKLENBURG,7/26/22,59,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,109,78,0,0,187,Y
4178,MECKLENBURG,7/26/22,60,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,8,15,0,0,23,Y
4179,MECKLENBURG,7/26/22,60,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,143,168,0,0,311,Y
4198,MECKLENBURG,7/26/22,61,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,74,21,0,0,95,Y
4199,MECKLENBURG,7/26/22,61,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,161,111,0,0,272,Y
4218,MECKLENBURG,7/26/22,62,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,19,18,0,0,37,Y
4219,MECKLENBURG,7/26/22,62,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,93,61,0,0,154,Y
4237,MECKLENBURG,7/26/22,63,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,29,14,0,0,43,Y
4238,MECKLENBURG,7/26/22,63,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,74,74,0,0,148,Y
4752,MECKLENBURG,7/26/22,64,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,34,27,0,0,61,Y
4753,MECKLENBURG,7/26/22,64,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,93,70,0,0,163,Y
4771,MECKLENBURG,7/26/22,65,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,109,41,0,0,150,Y
4772,MECKLENBURG,7/26/22,65,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,148,81,0,0,229,Y
4791,MECKLENBURG,7/26/22,66,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,96,28,0,0,124,Y
4792,MECKLENBURG,7/26/22,66,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,153,81,0,0,234,Y
4810,MECKLENBURG,7/26/22,67,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,124,56,0,0,180,Y
4811,MECKLENBURG,7/26/22,67,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,133,121,0,0,254,Y
