ranking,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12,iteration_13,iteration_14,iteration_15,iteration_16,iteration_17,iteration_18,iteration_19,iteration_20,iteration_21,iteration_22,iteration_23,iteration_24,iteration_25,iteration_26,iteration_27,iteration_28,iteration_29,iteration_30,iteration_31,iteration_32,iteration_33,iteration_34,iteration_35,iteration_36,iteration_37,iteration_38,iteration_39,iteration_40,iteration_41,iteration_42,iteration_43,iteration_44,iteration_45,iteration_46,iteration_47,iteration_48,iteration_49,iteration_50,iteration_51,iteration_52,iteration_53,iteration_54,iteration_55,iteration_56,iteration_57,iteration_58,iteration_59,iteration_60,iteration_61,iteration_62,iteration_63,iteration_64,iteration_65,iteration_66,iteration_67,iteration_68,iteration_69,iteration_70,iteration_71,iteration_72,iteration_73,iteration_74,iteration_75,iteration_76,iteration_77,iteration_78,iteration_79,iteration_80,iteration_81,iteration_82,iteration_83,iteration_84,iteration_85,iteration_86,iteration_87,iteration_88,iteration_89,iteration_90,iteration_91,iteration_92,iteration_93,iteration_94,iteration_95,iteration_96,iteration_97,iteration_98,iteration_99,iteration_100
"Marlon Lee,Andy Moore",427.0,445.0,439.0,433.0,432.0,441.0,447.0,466.0,422.0,425.0,415.0,421.0,468.0,414.0,442.0,435.0,456.0,414.0,427.0,451.0,418.0,407.0,409.0,414.0,445.0,432.0,416.0,418.0,432.0,435.0,443.0,445.0,449.0,430.0,415.0,459.0,447.0,429.0,449.0,418.0,399.0,418.0,435.0,411.0,439.0,401.0,408.0,421.0,421.0,406.0,430.0,436.0,416.0,427.0,423.0,418.0,427.0,423.0,453.0,428.0,429.0,436.0,442.0,421.0,432.0,406.0,447.0,415.0,437.0,437.0,418.0,430.0,417.0,407.0,404.0,423.0,443.0,442.0,433.0,448.0,403.0,452.0,431.0,443.0,417.0,425.0,389.0,416.0,403.0,424.0,445.0,434.0,422.0,421.0,421.0,404.0,430.0,428.0,409.0,423.0
"Andy Moore,Marlon Lee",573.0,555.0,561.0,567.0,568.0,559.0,553.0,534.0,578.0,575.0,585.0,579.0,532.0,586.0,558.0,565.0,544.0,586.0,573.0,549.0,582.0,593.0,591.0,586.0,555.0,568.0,584.0,582.0,568.0,565.0,557.0,555.0,551.0,570.0,585.0,541.0,553.0,571.0,551.0,582.0,601.0,582.0,565.0,589.0,561.0,599.0,592.0,579.0,579.0,594.0,570.0,564.0,584.0,573.0,577.0,582.0,573.0,577.0,547.0,572.0,571.0,564.0,558.0,579.0,568.0,594.0,553.0,585.0,563.0,563.0,582.0,570.0,583.0,593.0,596.0,577.0,557.0,558.0,567.0,552.0,597.0,548.0,569.0,557.0,583.0,575.0,611.0,584.0,597.0,576.0,555.0,566.0,578.0,579.0,579.0,596.0,570.0,572.0,591.0,577.0
