"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"1500000US370119303014","Block Group 4; Census Tract 9303.01; Avery County; North Carolina","398","137","65","47","15","26","26","27","31","30","23","25","0","14","0","14","69","80","0","14","8","13","19","23","71","74","0","14","25","23","13","20","33","38",
"1500000US370119303021","Block Group 1; Census Tract 9303.02; Avery County; North Carolina","309","106","30","28","3","6","20","26","45","58","7","13","11","16","9","12","0","14","22","26","34","31","31","32","36","27","9","12","3","4","4","7","45","51",
"1500000US370119303022","Block Group 2; Census Tract 9303.02; Avery County; North Carolina","414","102","9","12","68","55","9","14","11","15","32","37","11","18","24","26","58","41","11","13","2","3","79","72","27","22","42","43","9","12","2","3","20","33",
"1500000US370119303023","Block Group 3; Census Tract 9303.02; Avery County; North Carolina","361","93","0","14","39","37","16","20","29","35","20","21","29","47","0","14","18","20","14","19","13","21","50","47","79","57","18","23","19","24","12","18","5","10",
"1500000US370119304001","Block Group 1; Census Tract 9304; Avery County; North Carolina","427","123","13","21","24","28","39","37","0","14","0","14","7","11","5","9","41","48","22","27","65","54","42","47","73","51","40","36","5","7","40","55","11","19",
"1500000US370119304002","Block Group 2; Census Tract 9304; Avery County; North Carolina","445","142","0","14","19","26","0","14","6","13","34","44","11","19","18","25","0","14","30","41","65","61","24","35","28","31","10","10","97","89","55","62","48","53",
"1500000US370119304003","Block Group 3; Census Tract 9304; Avery County; North Carolina","484","110","77","77","9","14","8","14","37","39","37","40","0","14","6","10","47","43","11","19","52","45","6","11","46","38","27","29","114","93","0","14","7","12",
"1500000US370139301011","Block Group 1; Census Tract 9301.01; Beaufort County; North Carolina","350","169","13","20","10","16","0","14","17","27","44","53","0","14","0","14","0","14","0","14","25","27","24","34","106","131","75","78","18","28","18","23","0","14",
"1500000US370139301012","Block Group 2; Census Tract 9301.01; Beaufort County; North Carolina","292","132","2","3","8","17","35","37","5","12","24","30","71","93","0","14","0","14","6","8","56","60","7","7","28","23","25","37","0","14","20","30","5","8",
"1500000US370139301013","Block Group 3; Census Tract 9301.01; Beaufort County; North Carolina","457","93","14","22","0","14","0","14","0","14","0","14","0","14","15","20","17","23","11","18","47","48","129","79","39","40","67","53","40","37","48","41","30","31",
"1500000US370139301021","Block Group 1; Census Tract 9301.02; Beaufort County; North Carolina","222","82","4","7","36","24","7","7","21","23","10","14","2","4","58","78","12","13","3","4","12","14","0","14","19","21","15","21","3","5","9","13","11","15",
"1500000US370139301022","Block Group 2; Census Tract 9301.02; Beaufort County; North Carolina","311","70","2","5","69","59","19","31","10","8","23","16","28","24","17","16","5","6","0","14","25","21","32","21","26","29","40","21","12","15","0","14","3","4",
"1500000US370139301023","Block Group 3; Census Tract 9301.02; Beaufort County; North Carolina","186","60","50","41","3","5","3","6","27","28","33","30","13","14","8","11","6","10","3","5","17","19","5","6","14","16","4","6","0","14","0","14","0","14",
"1500000US370139302001","Block Group 1; Census Tract 9302; Beaufort County; North Carolina","794","226","70","73","129","165","17","30","11","18","32","35","74","78","0","14","52","45","92","86","47","44","27","42","96","77","57","66","24","41","43","64","23","35",
"1500000US370139302002","Block Group 2; Census Tract 9302; Beaufort County; North Carolina","721","229","11","22","0","14","66","61","137","167","33","38","14","25","62","93","0","14","67","75","74","62","42","41","65","71","29","33","61","82","60","63","0","14",
"1500000US370139302003","Block Group 3; Census Tract 9302; Beaufort County; North Carolina","452","132","17","23","0","14","30","33","24","39","26","36","85","79","7","12","0","14","6","13","97","106","12","22","74","58","34","48","40","62","0","14","0","14",
"1500000US370139302004","Block Group 4; Census Tract 9302; Beaufort County; North Carolina","276","143","0","14","0","14","66","94","0","14","0","14","0","14","39","52","0","14","0","14","40","59","70","84","26","48","12","23","0","14","0","14","23","35",
"1500000US370139303001","Block Group 1; Census Tract 9303; Beaufort County; North Carolina","803","189","45","44","137","93","48","49","61","52","174","111","15","18","39","40","48","51","9","14","34","27","77","71","48","47","24","26","0","14","28","28","16","18",
"1500000US370139303002","Block Group 2; Census Tract 9303; Beaufort County; North Carolina","307","96","26","25","21","26","8","13","27","27","18","26","13","21","15","27","19","25","10","17","15","18","20","25","15","28","8","19","37","32","45","36","10","17",
"1500000US370139303003","Block Group 3; Census Tract 9303; Beaufort County; North Carolina","640","158","36","32","43","42","7","11","83","65","73","49","25","41","41","47","0","14","20","20","93","69","126","95","72","66","21","25","0","14","0","14","0","14",
"1500000US370139304001","Block Group 1; Census Tract 9304; Beaufort County; North Carolina","346","115","0","14","66","53","60","51","0","14","18","29","0","14","6","14","0","14","90","85","74","63","0","14","12","18","0","14","0","14","20","33","0","14",
"1500000US370139304002","Block Group 2; Census Tract 9304; Beaufort County; North Carolina","1169","247","21","36","107","99","48","58","41","48","104","95","15","25","0","14","0","14","0","14","118","83","219","188","97","57","118","82","13","22","85","60","183","116",
"1500000US370139304003","Block Group 3; Census Tract 9304; Beaufort County; North Carolina","361","129","34","46","51","79","9","14","43","49","0","14","19","44","59","67","67","81","9","15","28","34","32","41","0","14","0","14","10","20","0","14","0","14",
"1500000US370139304004","Block Group 4; Census Tract 9304; Beaufort County; North Carolina","444","178","83","83","212","145","48","50","0","14","31","43","34","54","20","37","0","14","0","14","0","14","16","27","0","14","0","14","0","14","0","14","0","14",
"1500000US370139305011","Block Group 1; Census Tract 9305.01; Beaufort County; North Carolina","738","184","5","7","2","3","88","96","31","30","82","113","6","9","15","18","19","16","77","63","12","8","36","27","56","37","103","56","88","74","42","34","76","59",
"1500000US370139305012","Block Group 2; Census Tract 9305.01; Beaufort County; North Carolina","791","180","50","55","195","142","55","50","40","40","9","14","86","125","36","38","45","55","29","47","0","14","42","35","128","92","51","48","0","14","7","14","18","24",
"1500000US370139305013","Block Group 3; Census Tract 9305.01; Beaufort County; North Carolina","371","115","0","14","0","14","31","49","0","14","0","14","0","14","54","47","0","14","40","37","64","60","60","61","6","10","46","40","10","15","17","23","43","38",
"1500000US370139305021","Block Group 1; Census Tract 9305.02; Beaufort County; North Carolina","384","124","0","14","10","14","55","82","0","14","26","31","78","55","9","15","5","9","9","13","59","58","34","39","39","40","27","25","0","14","33","32","0","14",
"1500000US370139305022","Block Group 2; Census Tract 9305.02; Beaufort County; North Carolina","266","95","0","14","10","16","25","30","0","14","0","14","0","14","39","45","14","19","32","46","12","20","15","26","40","44","21","30","24","34","27","27","7","11",
"1500000US370139305023","Block Group 3; Census Tract 9305.02; Beaufort County; North Carolina","861","183","45","48","0","14","47","46","61","49","14","20","0","14","8","14","61","56","32","38","98","59","101","81","93","50","39","37","51","49","194","120","17","20",
"1500000US370139306001","Block Group 1; Census Tract 9306; Beaufort County; North Carolina","415","101","28","42","18","21","0","14","0","14","7","11","8","12","9","13","7","12","9","14","16","20","40","39","67","49","46","50","108","65","42","43","10","13",
"1500000US370139306002","Block Group 2; Census Tract 9306; Beaufort County; North Carolina","240","66","39","38","0","14","7","12","15","24","0","14","7","13","18","23","0","14","0","14","9","14","0","14","48","42","28","23","0","14","33","29","36","37",
"1500000US370139306003","Block Group 3; Census Tract 9306; Beaufort County; North Carolina","581","103","0","14","15","24","88","80","10","16","13","22","17","19","18","19","0","14","25","22","74","56","66","38","29","26","68","36","31","25","75","50","52","36",
"1500000US370139307001","Block Group 1; Census Tract 9307; Beaufort County; North Carolina","541","146","46","35","8","13","41","47","59","38","25","25","7","10","8","13","26","31","49","39","0","14","127","108","82","54","56","55","6","10","1","2","0","14",
"1500000US370139307002","Block Group 2; Census Tract 9307; Beaufort County; North Carolina","464","108","7","9","25","34","34","37","12","16","0","14","72","58","13","20","2","3","15","26","8","10","34","23","20","22","92","70","60","41","50","36","20","27",
"1500000US370139307003","Block Group 3; Census Tract 9307; Beaufort County; North Carolina","269","104","1","2","0","14","10","11","7","12","0","14","12","12","16","20","6","7","1","2","9","10","3","5","84","59","31","29","5","8","60","77","24","24",
"1500000US370139308001","Block Group 1; Census Tract 9308; Beaufort County; North Carolina","323","95","10","17","108","67","4","6","0","14","28","29","0","14","10","15","4","6","0","14","53","47","15","18","38","37","20","15","11","17","0","14","22","26",
"1500000US370139308002","Block Group 2; Census Tract 9308; Beaufort County; North Carolina","305","69","0","14","19","16","48","39","6","8","12","15","54","49","2","5","9","13","20","21","6","9","43","40","28","25","44","35","0","14","14","15","0","14",
"1500000US370139308003","Block Group 3; Census Tract 9308; Beaufort County; North Carolina","264","76","10","16","26","28","21","18","2","3","12","9","8","12","28","35","21","27","0","14","26","22","22","24","38","29","13","8","23","33","14","18","0","14",
"1500000US370139309001","Block Group 1; Census Tract 9309; Beaufort County; North Carolina","456","111","11","13","13","19","19","32","8","13","36","36","19","23","0","14","41","38","29","34","64","44","54","38","47","42","6","9","82","72","11","18","16","20",
"1500000US370139309002","Block Group 2; Census Tract 9309; Beaufort County; North Carolina","206","74","24","25","0","14","0","14","3","8","13","22","0","14","0","14","0","14","18","19","0","14","59","50","29","27","30","26","3","7","9","14","18","20",
"1500000US370139309003","Block Group 3; Census Tract 9309; Beaufort County; North Carolina","668","166","0","14","0","14","0","14","72","89","16","20","0","14","17","20","93","87","10","18","38","32","9","13","121","59","108","67","39","29","88","51","57","38",
"1500000US370139309004","Block Group 4; Census Tract 9309; Beaufort County; North Carolina","362","92","19","21","0","14","7","12","0","14","0","14","26","24","20","21","0","14","10","16","23","24","65","63","61","46","91","59","28","28","4","7","8","13",
"1500000US370139310011","Block Group 1; Census Tract 9310.01; Beaufort County; North Carolina","331","106","17","30","0","14","0","14","35","35","10","15","47","48","14","23","48","73","0","14","22","35","82","61","23","35","2","17","31","47","0","14","0","14",
"1500000US370139310012","Block Group 2; Census Tract 9310.01; Beaufort County; North Carolina","786","163","14","28","108","96","8","11","2","7","69","54","97","70","0","14","23","27","36","43","47","41","57","49","87","62","149","101","79","94","10","17","0","14",
"1500000US370139310021","Block Group 1; Census Tract 9310.02; Beaufort County; North Carolina","869","189","10","15","117","71","96","76","45","59","33","22","26","26","84","73","18","18","9","11","53","51","45","31","55","34","153","94","16","21","31","29","78","78",
"1500000US370139310022","Block Group 2; Census Tract 9310.02; Beaufort County; North Carolina","350","76","7","13","12","20","30","42","5","7","8","12","0","14","20","21","28","33","0","14","6","9","85","51","71","55","47","43","31","35","0","14","0","14",
"1500000US370159601001","Block Group 1; Census Tract 9601; Bertie County; North Carolina","348","121","48","70","0","14","3","6","3","6","136","128","0","14","26","40","0","14","3","8","15","18","8","8","28","22","11","14","7","9","37","42","23","33",
"1500000US370159601002","Block Group 2; Census Tract 9601; Bertie County; North Carolina","217","90","0","14","0","14","0","14","49","56","0","14","6","11","0","14","0","14","0","14","16","27","0","14","22","27","9","18","69","49","0","14","46","40",
"1500000US370159601003","Block Group 3; Census Tract 9601; Bertie County; North Carolina","329","167","0","14","35","38","81","73","65","89","18","29","28","56","4","6","12","14","6","7","58","58","12","23","5","8","0","14","0","14","5","9","0","14",
"1500000US370159601004","Block Group 4; Census Tract 9601; Bertie County; North Carolina","317","94","39","54","32","30","13","20","52","51","18","21","3","5","12","18","3","5","2","4","38","38","9","9","32","29","13","18","31","26","11","13","9","16",
"1500000US370159601005","Block Group 5; Census Tract 9601; Bertie County; North Carolina","338","192","140","169","8","13","0","14","8","15","17","30","0","14","0","14","6","9","36","40","10","18","0","14","56","43","18","29","39","36","0","14","0","14",
"1500000US370159601006","Block Group 6; Census Tract 9601; Bertie County; North Carolina","340","146","10","15","61","89","0","14","0","14","0","14","24","39","9","15","0","14","39","58","0","14","0","14","27","30","83","72","0","14","27","32","60","47",
"1500000US370159602001","Block Group 1; Census Tract 9602; Bertie County; North Carolina","346","112","18","28","20","25","55","51","33","32","32","23","50","42","0","14","0","14","33","36","22","28","6","8","62","71","0","14","4","7","4","7","7","11",
"1500000US370159602002","Block Group 2; Census Tract 9602; Bertie County; North Carolina","668","141","52","36","61","67","42","43","0","14","0","14","45","47","12","19","31","40","54","63","34","39","139","125","180","112","3","9","15","16","0","14","0","14",
"1500000US370159602003","Block Group 3; Census Tract 9602; Bertie County; North Carolina","546","203","44","64","0","14","36","56","28","30","0","14","0","14","63","103","69","67","47","64","18","21","42","40","61","54","66","52","53","63","0","14","19","32",
"1500000US370159603001","Block Group 1; Census Tract 9603; Bertie County; North Carolina","548","149","83","53","44","52","79","90","17","19","41","31","42","35","22","24","34","48","23","29","25","24","32","46","38","37","44","62","0","14","14","17","10","10",
"1500000US370159603002","Block Group 2; Census Tract 9603; Bertie County; North Carolina","289","120","11","11","0","14","82","75","3","5","10","14","8","14","34","35","0","14","6","9","60","69","16","22","8","8","22","33","21","19","6","9","2","3",
"1500000US370159603003","Block Group 3; Census Tract 9603; Bertie County; North Carolina","599","135","29","41","91","77","32","37","32","32","47","39","36","45","61","60","60","55","28","41","101","73","15","24","48","62","3","7","9","16","7","12","0","14",
"1500000US370159604011","Block Group 1; Census Tract 9604.01; Bertie County; North Carolina","202","90","15","23","53","75","38","44","0","14","0","14","0","14","0","14","0","14","0","14","18","18","4","10","14","18","32","27","16","31","0","14","12","24",
"1500000US370159604012","Block Group 2; Census Tract 9604.01; Bertie County; North Carolina","407","117","42","57","12","13","4","8","51","42","20","27","7","11","43","67","9","15","0","14","22","36","80","73","2","5","56","48","1","5","40","42","18","25",
"1500000US370159604013","Block Group 3; Census Tract 9604.01; Bertie County; North Carolina","244","87","23","23","33","29","17","26","19","21","0","14","15","25","15","22","8","11","7","16","3","5","9","10","31","35","38","33","1","3","9","11","16","24",
"1500000US370159604014","Block Group 4; Census Tract 9604.01; Bertie County; North Carolina","299","161","0","14","0","14","75","83","0","14","59","90","0","14","0","14","0","14","0","14","12","24","102","96","2","4","30","49","0","14","17","24","2","5",
"1500000US370159604020","Block Group 0; Census Tract 9604.02; Bertie County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US370159604021","Block Group 1; Census Tract 9604.02; Bertie County; North Carolina","239","93","50","52","0","14","0","14","21","26","11","20","21","30","0","14","26","34","0","14","51","64","25","40","3","5","0","14","11","20","20","29","0","14",
"1500000US370159604022","Block Group 2; Census Tract 9604.02; Bertie County; North Carolina","708","165","59","69","51","65","154","101","87","105","13","23","26","31","0","14","56","61","12","19","32","34","26","33","76","68","29","42","21","31","25","33","41","45",
"1500000US370159604023","Block Group 3; Census Tract 9604.02; Bertie County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US370179501011","Block Group 1; Census Tract 9501.01; Bladen County; North Carolina","576","202","20","24","0","14","0","14","34","45","10","18","141","141","64","101","25","33","45","51","3","6","25","27","85","55","43","41","5","9","49","50","27","36",
"1500000US370179501012","Block Group 2; Census Tract 9501.01; Bladen County; North Carolina","236","106","21","34","21","29","3","7","17","21","14","23","0","14","0","14","0","14","38","39","0","14","0","14","19","25","55","75","47","36","1","13","0","14",
"1500000US370179501021","Block Group 1; Census Tract 9501.02; Bladen County; North Carolina","222","94","25","40","6","9","14","20","7","12","27","29","8","13","18","27","0","14","112","98","0","14","5","11","0","14","0","14","0","14","0","14","0","14",
"1500000US370179501022","Block Group 2; Census Tract 9501.02; Bladen County; North Carolina","558","138","28","22","14","16","68","83","15","13","28","31","8","9","31","24","5","8","25","21","49","37","55","36","149","86","32","19","16","19","9","11","26","22",
"1500000US370179501023","Block Group 3; Census Tract 9501.02; Bladen County; North Carolina","125","57","0","14","0","14","9","13","0","14","16","29","0","14","0","14","0","14","0","14","0","14","26","43","50","25","15","23","0","14","0","14","9","14",
"1500000US370179502001","Block Group 1; Census Tract 9502; Bladen County; North Carolina","507","145","22","20","78","81","43","43","40","34","11","18","0","14","0","14","79","77","58","72","52","42","33","32","17","28","18","34","34","44","20","33","2","6",
"1500000US370179502002","Block Group 2; Census Tract 9502; Bladen County; North Carolina","512","145","54","45","63","77","6","10","27","35","54","68","13","16","6","10","18","30","26","34","48","46","44","36","49","42","32","38","26","30","40","24","6","9",
"1500000US370179503011","Block Group 1; Census Tract 9503.01; Bladen County; North Carolina","587","159","86","109","68","48","0","14","12","13","75","87","3","6","35","33","14","31","14","17","84","49","89","79","21","21","4","6","32","24","38","53","12","14",
"1500000US370179503012","Block Group 2; Census Tract 9503.01; Bladen County; North Carolina","340","100","36","34","40","45","16","24","32","28","42","54","0","14","10","13","16","17","26","35","53","63","29","34","11","16","2","5","0","14","9","10","18","30",
"1500000US370179503021","Block Group 1; Census Tract 9503.02; Bladen County; North Carolina","325","131","43","46","14","26","22","29","33","39","0","14","32","56","0","14","0","14","0","14","25","26","69","72","0","14","19","27","60","79","0","14","8","17",
"1500000US370179503022","Block Group 2; Census Tract 9503.02; Bladen County; North Carolina","563","165","48","43","109","95","48","70","47","42","0","14","1","6","42","66","13","20","0","14","28","29","2","5","118","98","49","68","18","27","19","28","21","34",
"1500000US370179503023","Block Group 3; Census Tract 9503.02; Bladen County; North Carolina","382","169","75","84","34","24","44","63","0","14","0","14","9","19","0","14","18","28","6","11","0","14","24","30","41","42","27","31","31","38","0","14","73","98",
"1500000US370179504011","Block Group 1; Census Tract 9504.01; Bladen County; North Carolina","416","145","59","71","48","58","52","60","68","94","0","14","55","71","82","78","45","48","0","14","7","10","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US370179504012","Block Group 2; Census Tract 9504.01; Bladen County; North Carolina","287","142","113","93","85","77","0","14","56","83","0","14","0","14","0","14","0","14","0","14","33","39","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US370179504013","Block Group 3; Census Tract 9504.01; Bladen County; North Carolina","551","194","124","113","86","76","0","14","0","14","38","51","98","104","72","74","34","39","0","14","0","14","0","14","61","104","14","31","0","14","0","14","24","40",
"1500000US370179504014","Block Group 4; Census Tract 9504.01; Bladen County; North Carolina","333","131","0","14","21","35","101","93","0","14","11","18","0","14","0","14","25","41","30","45","28","49","14","23","33","44","17","35","0","14","21","36","32","47",
"1500000US370179504021","Block Group 1; Census Tract 9504.02; Bladen County; North Carolina","550","155","0","14","0","14","11","19","30","33","108","135","25","40","0","14","51","49","2","12","7","13","78","55","155","74","2","15","41","38","6","12","34","47",
"1500000US370179504022","Block Group 2; Census Tract 9504.02; Bladen County; North Carolina","262","91","101","78","0","14","0","14","0","14","19","27","42","49","0","14","0","14","17","27","0","14","37","42","29","35","17","25","0","14","0","14","0","14",
"1500000US370179505011","Block Group 1; Census Tract 9505.01; Bladen County; North Carolina","645","125","83","77","10","20","0","14","29","38","79","79","81","64","0","14","16","27","0","14","65","78","11","21","176","111","24","68","28","49","0","14","43","42",
"1500000US370179505012","Block Group 2; Census Tract 9505.01; Bladen County; North Carolina","307","156","7","11","9","17","27","31","12","20","20","25","3","10","16","28","0","14","9","15","54","85","15","21","19","25","12","22","2","10","8","21","94","125",
"1500000US370179505021","Block Group 1; Census Tract 9505.02; Bladen County; North Carolina","605","210","274","180","40","40","50","41","17","16","47","57","11","14","0","14","5","8","10","13","27","28","31","37","35","28","52","38","2","4","2","4","2","4",
"1500000US370179505022","Block Group 2; Census Tract 9505.02; Bladen County; North Carolina","354","137","20","23","0","14","0","14","16","25","13","21","12","19","16","26","0","14","5","9","116","86","6","11","6","11","94","102","18","32","28","30","4","7",
"1500000US370179505023","Block Group 3; Census Tract 9505.02; Bladen County; North Carolina","202","99","13","22","0","14","0","14","16","22","6","11","9","15","0","14","0","14","0","14","48","54","0","14","47","39","63","73","0","14","0","14","0","14",
"1500000US370179505024","Block Group 4; Census Tract 9505.02; Bladen County; North Carolina","188","61","0","14","0","14","23","35","14","23","0","14","27","32","0","14","37","42","0","14","11","19","35","46","0","14","31","31","10","14","0","14","0","14",
"1500000US370179506011","Block Group 1; Census Tract 9506.01; Bladen County; North Carolina","161","75","23","35","13","19","37","39","9","15","0","14","18","29","12","20","20","32","0","14","0","14","14","21","15","23","0","14","0","14","0","14","0","14",
"1500000US370179506012","Block Group 2; Census Tract 9506.01; Bladen County; North Carolina","211","121","52","70","33","50","46","53","0","14","0","14","0","14","28","44","0","14","5","10","0","14","15","24","13","23","19","30","0","14","0","14","0","14",
"1500000US370179506013","Block Group 3; Census Tract 9506.01; Bladen County; North Carolina","227","84","45","42","27","20","41","39","25","23","10","10","7","12","7","9","0","14","6","9","11","16","25","22","5","12","16","21","0","14","2","4","0","14",
"1500000US370179506014","Block Group 4; Census Tract 9506.01; Bladen County; North Carolina","327","127","0","14","0","14","0","14","6","11","64","84","19","36","0","14","0","14","1","2","106","79","0","14","76","83","13","19","35","50","7","12","0","14",
"1500000US370179506021","Block Group 1; Census Tract 9506.02; Bladen County; North Carolina","468","112","77","78","18","20","45","32","15","21","6","9","87","65","12","12","17","18","104","64","23","23","23","19","2","4","27","24","4","9","4","5","4","6",
"1500000US370179506022","Block Group 2; Census Tract 9506.02; Bladen County; North Carolina","359","106","29","39","47","49","7","9","40","56","55","54","16","17","21","24","6","9","10","12","4","6","42","40","48","23","9","11","15","18","2","5","8","12",
"1500000US370190201011","Block Group 1; Census Tract 201.01; Brunswick County; North Carolina","701","145","37","36","141","118","59","46","50","54","16","22","30","30","0","14","99","91","29","25","74","47","36","39","89","63","25","33","0","14","6","10","10","15",
"1500000US370190201012","Block Group 2; Census Tract 201.01; Brunswick County; North Carolina","367","100","17","25","23","33","44","47","52","67","0","14","24","27","5","10","35","31","2","4","30","34","53","42","25","21","30","49","0","14","4","7","23","23",
"1500000US370190201021","Block Group 1; Census Tract 201.02; Brunswick County; North Carolina","563","135","19","22","18","22","69","57","13","23","53","53","12","19","12","20","29","45","26","39","35","40","129","89","103","81","0","14","0","14","19","29","26","37",
"1500000US370190201022","Block Group 2; Census Tract 201.02; Brunswick County; North Carolina","2293","351","115","81","33","38","35","30","16","24","33","50","134","112","28","20","14","24","30","35","265","166","323","235","440","172","340","146","164","85","185","99","138","76",
"1500000US370190201051","Block Group 1; Census Tract 201.05; Brunswick County; North Carolina","470","114","0","14","0","14","35","56","0","14","10","16","0","14","0","14","0","14","69","53","22","26","95","80","54","47","113","81","0","14","60","54","12","19",
"1500000US370190201052","Block Group 2; Census Tract 201.05; Brunswick County; North Carolina","1498","293","13","20","67","87","14","22","0","14","66","62","55","69","48","42","15","24","19","31","168","112","173","113","189","88","274","243","182","83","184","103","31","33",
"1500000US370190201053","Block Group 3; Census Tract 201.05; Brunswick County; North Carolina","917","218","37","59","19","29","39","35","15","28","42","69","31","36","39","44","46","71","0","14","26","32","86","90","210","123","43","40","99","55","81","86","104","89",
"1500000US370190201061","Block Group 1; Census Tract 201.06; Brunswick County; North Carolina","1141","204","43","49","84","111","48","60","63","89","0","14","13","22","95","85","22","26","52","58","197","129","54","51","98","73","53","48","84","85","211","172","24","42",
"1500000US370190201071","Block Group 1; Census Tract 201.07; Brunswick County; North Carolina","69","59","0","14","26","44","26","43","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","8","13","0","14","0","14","0","14","9","14",
"1500000US370190201072","Block Group 2; Census Tract 201.07; Brunswick County; North Carolina","533","146","9","13","0","14","12","14","19","22","16","21","28","44","44","41","41","49","24","41","20","36","61","84","0","14","96","83","100","92","8","13","55","97",
"1500000US370190201073","Block Group 3; Census Tract 201.07; Brunswick County; North Carolina","585","213","0","14","0","14","9","14","23","31","40","57","0","14","0","14","38","60","0","14","98","97","263","199","75","70","0","14","0","14","0","14","39","57",
"1500000US370190201081","Block Group 1; Census Tract 201.08; Brunswick County; North Carolina","415","118","0","14","0","14","36","41","0","14","18","27","20","32","67","64","15","23","0","14","0","14","73","68","145","86","18","27","23","36","0","14","0","14",
"1500000US370190201082","Block Group 2; Census Tract 201.08; Brunswick County; North Carolina","847","143","93","86","18","19","80","56","15","15","27","26","46","38","7","9","7","7","72","62","114","86","51","32","122","74","82","50","91","67","22","21","0","14",
"1500000US370190202011","Block Group 1; Census Tract 202.01; Brunswick County; North Carolina","1125","264","21","24","12","18","14","20","155","205","7","10","22","17","69","66","86","49","47","26","36","22","101","51","145","50","229","199","62","40","101","50","18","21",
"1500000US370190202012","Block Group 2; Census Tract 202.01; Brunswick County; North Carolina","1462","256","58","64","53","54","22","24","9","15","34","34","36","34","52","60","20","29","104","102","143","82","285","125","354","169","117","75","86","86","47","37","42","29",
"1500000US370190202031","Block Group 1; Census Tract 202.03; Brunswick County; North Carolina","654","110","10","15","17","22","0","14","49","60","16","23","33","31","21","23","8","12","77","70","19","21","42","31","98","55","134","92","44","35","57","50","29","31",
"1500000US370190202032","Block Group 2; Census Tract 202.03; Brunswick County; North Carolina","215","64","8","13","0","14","43","60","6","9","0","14","0","14","0","14","0","14","0","14","31","36","9","13","43","43","26","25","38","49","0","14","11","16",
"1500000US370190202041","Block Group 1; Census Tract 202.04; Brunswick County; North Carolina","201","122","0","14","5","8","0","14","25","41","18","29","32","56","16","23","14","23","0","14","56","83","0","14","4","5","0","14","14","23","17","28","0","14",
"1500000US370190202042","Block Group 2; Census Tract 202.04; Brunswick County; North Carolina","683","161","35","41","0","14","36","38","20","30","59","53","48","40","14","24","38","38","20","32","44","36","31","34","144","108","128","145","51","62","0","14","15","23",
"1500000US370190202043","Block Group 3; Census Tract 202.04; Brunswick County; North Carolina","1001","176","33","38","72","64","14","23","111","87","15","24","0","14","17","28","53","54","61","74","89","69","134","113","159","113","138","109","21","33","84","78","0","14",
"1500000US370190202044","Block Group 4; Census Tract 202.04; Brunswick County; North Carolina","936","289","211","237","0","14","0","14","32","38","0","14","43","53","17","29","117","175","55","63","75","61","64","64","38","42","168","100","54","54","15","23","47","57",
"1500000US370190202051","Block Group 1; Census Tract 202.05; Brunswick County; North Carolina","1844","261","61","55","0","14","0","14","100","109","31","36","28","32","0","14","6","10","35","40","110","54","369","196","282","112","335","116","114","69","167","84","206","97",
