"GEO_ID","NAME","B19001_001E","B19001_001M","B19001_002E","B19001_002M","B19001_003E","B19001_003M","B19001_004E","B19001_004M","B19001_005E","B19001_005M","B19001_006E","B19001_006M","B19001_007E","B19001_007M","B19001_008E","B19001_008M","B19001_009E","B19001_009M","B19001_010E","B19001_010M","B19001_011E","B19001_011M","B19001_012E","B19001_012M","B19001_013E","B19001_013M","B19001_014E","B19001_014M","B19001_015E","B19001_015M","B19001_016E","B19001_016M","B19001_017E","B19001_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"1500000US370879211001","Block Group 1; Census Tract 9211; Haywood County; North Carolina","557","187","28","26","187","174","75","59","1","18","14","22","21","20","0","14","0","14","6","10","31","36","22","27","33","30","38","31","18","18","18","19","65","46",
"1500000US370879211002","Block Group 2; Census Tract 9211; Haywood County; North Carolina","295","90","0","14","0","14","7","12","0","14","13","16","25","34","25","31","7","12","3","4","9","15","9","13","45","47","15","19","77","60","28","39","32","31",
"1500000US370879211003","Block Group 3; Census Tract 9211; Haywood County; North Carolina","277","85","10","18","0","14","38","40","70","55","12","15","38","33","0","14","22","25","0","14","8","12","19","24","16","19","26","20","5","8","0","14","13","21",
"1500000US370879212011","Block Group 1; Census Tract 9212.01; Haywood County; North Carolina","421","103","4","8","14","17","55","64","8","17","62","60","35","38","16","26","0","14","16","21","36","42","17","29","93","68","36","35","29","34","0","14","0","14",
"1500000US370879212012","Block Group 2; Census Tract 9212.01; Haywood County; North Carolina","260","114","0","14","11","14","8","14","0","14","22","32","22","31","46","58","49","73","25","29","28","33","0","14","23","33","9","17","0","14","17","24","0","14",
"1500000US370879212021","Block Group 1; Census Tract 9212.02; Haywood County; North Carolina","1133","249","32","42","5","9","55","51","83","100","58","65","0","14","136","194","24","40","19","30","32","41","78","56","195","103","210","172","51","36","20","28","135","111",
"1500000US370879212022","Block Group 2; Census Tract 9212.02; Haywood County; North Carolina","593","229","88","98","57","71","32","37","15","24","0","14","0","14","19","29","110","153","63","59","11","20","0","14","83","53","13","18","0","14","28","36","74","104",
"1500000US370879212023","Block Group 3; Census Tract 9212.02; Haywood County; North Carolina","313","169","0","14","0","14","29","36","30","47","0","14","22","41","66","101","18","30","0","14","11","19","61","73","0","14","76","119","0","14","0","14","0","14",
"1500000US370879213011","Block Group 1; Census Tract 9213.01; Haywood County; North Carolina","554","119","48","51","0","14","25","29","0","14","8","12","57","49","32","29","70","64","9","14","64","64","46","48","71","61","15","18","50","37","17","19","42","43",
"1500000US370879213012","Block Group 2; Census Tract 9213.01; Haywood County; North Carolina","1092","146","53","45","14","22","43","29","48","45","43","43","57","35","27","28","16","23","8","15","69","41","98","53","207","93","230","111","59","42","60","49","60","46",
"1500000US370879213021","Block Group 1; Census Tract 9213.02; Haywood County; North Carolina","606","268","31","52","202","221","30","37","55","88","121","117","0","14","0","14","21","36","0","14","0","14","45","72","7","14","29","48","52","45","0","14","13","21",
"1500000US370879213022","Block Group 2; Census Tract 9213.02; Haywood County; North Carolina","649","226","13","21","32","36","47","63","7","13","15","23","15","24","52","52","33","52","0","14","43","44","52","68","113","67","56","49","147","170","24","28","0","14",
"1500000US370879213023","Block Group 3; Census Tract 9213.02; Haywood County; North Carolina","842","321","127","125","69","82","19","31","26","31","0","14","69","74","143","195","33","42","0","14","57","56","121","103","96","106","29","35","0","14","21","34","32","38",
"1500000US370879801001","Block Group 1; Census Tract 9801; Haywood County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US370899301001","Block Group 1; Census Tract 9301; Henderson County; North Carolina","635","180","45","50","0","14","61","70","17","26","47","77","80","76","54","45","42","49","6","11","32","39","27","28","70","60","45","39","29","38","61","52","19","21",
"1500000US370899301002","Block Group 2; Census Tract 9301; Henderson County; North Carolina","474","117","26","38","7","12","24","36","0","14","22","33","21","31","8","13","10","16","46","44","15","16","47","43","71","48","67","44","14","19","96","73","0","14",
"1500000US370899301003","Block Group 3; Census Tract 9301; Henderson County; North Carolina","758","192","125","90","31","47","8","12","28","35","0","14","7","11","48","35","38","40","37","40","56","56","56","50","158","128","84","67","0","14","36","46","46","49",
"1500000US370899302011","Block Group 1; Census Tract 9302.01; Henderson County; North Carolina","707","216","61","62","27","45","10","16","48","46","123","169","16","27","0","14","32","51","0","14","51","52","129","85","90","66","65","60","13","12","42","68","0","14",
"1500000US370899302012","Block Group 2; Census Tract 9302.01; Henderson County; North Carolina","714","173","59","72","47","46","32","28","0","14","11","19","0","14","76","69","29","35","113","104","49","39","152","130","94","64","0","14","47","43","0","14","5","11",
"1500000US370899302021","Block Group 1; Census Tract 9302.02; Henderson County; North Carolina","718","231","168","163","21","33","75","82","0","14","29","54","0","14","7","9","56","71","0","14","7","10","57","55","146","154","57","61","39","40","56","63","0","14",
"1500000US370899302022","Block Group 2; Census Tract 9302.02; Henderson County; North Carolina","596","142","44","36","42","48","0","14","11","17","28","28","57","72","55","58","0","14","19","24","51","44","95","70","59","52","18","22","88","82","29","47","0","14",
"1500000US370899303011","Block Group 1; Census Tract 9303.01; Henderson County; North Carolina","501","186","72","77","11","27","1","5","0","14","77","105","6","9","0","14","11","16","21","34","152","118","4","10","74","63","7","13","0","14","0","14","65","60",
"1500000US370899303012","Block Group 2; Census Tract 9303.01; Henderson County; North Carolina","1629","360","0","14","111","138","8","13","83","75","126","115","76","50","185","168","132","86","165","124","180","116","146","93","301","178","0","14","45","44","24","29","47","51",
"1500000US370899303021","Block Group 1; Census Tract 9303.02; Henderson County; North Carolina","636","156","53","47","0","14","25","40","34","34","85","80","39","43","75","66","9","15","0","14","35","41","40","52","59","50","64","52","82","59","21","24","15","25",
"1500000US370899303022","Block Group 2; Census Tract 9303.02; Henderson County; North Carolina","917","174","128","99","0","14","43","41","116","94","107","113","77","72","47","53","51","69","10","16","14","23","36","39","132","68","75","61","79","69","2","15","0","14",
"1500000US370899304011","Block Group 1; Census Tract 9304.01; Henderson County; North Carolina","734","187","24","21","13","15","21","24","28","31","16","20","59","57","6","11","53","48","17","30","151","140","43","39","109","63","51","37","83","67","17","16","43","35",
"1500000US370899304012","Block Group 2; Census Tract 9304.01; Henderson County; North Carolina","379","83","10","17","0","14","17","20","6","10","18","15","15","21","8","13","68","67","33","28","29","43","79","61","38","35","16","23","10","12","25","32","7","11",
"1500000US370899304021","Block Group 1; Census Tract 9304.02; Henderson County; North Carolina","798","207","23","27","8","13","82","64","20","24","15","25","12","18","103","166","9","14","68","60","106","67","82","60","124","72","26","30","33","31","63","47","24","27",
"1500000US370899304022","Block Group 2; Census Tract 9304.02; Henderson County; North Carolina","778","155","62","58","35","43","88","62","47","43","74","56","34","31","74","40","33","27","37","26","94","74","33","32","50","36","18","20","26","29","43","53","30","45",
"1500000US370899305011","Block Group 1; Census Tract 9305.01; Henderson County; North Carolina","410","130","0","14","0","14","0","14","0","14","0","14","0","14","0","14","16","26","19","30","0","14","59","52","113","81","14","19","30","41","38","46","121","72",
"1500000US370899305012","Block Group 2; Census Tract 9305.01; Henderson County; North Carolina","847","210","52","80","0","14","17","28","0","14","17","28","33","41","39","44","93","88","0","14","106","127","62","58","143","71","139","87","58","51","30","32","58","47",
"1500000US370899305013","Block Group 3; Census Tract 9305.01; Henderson County; North Carolina","639","170","0","14","21","34","0","14","28","41","0","14","0","14","0","14","16","28","36","49","12","22","93","71","235","101","112","107","0","14","20","34","66","77",
"1500000US370899305021","Block Group 1; Census Tract 9305.02; Henderson County; North Carolina","420","201","40","64","0","14","0","14","61","53","108","104","0","14","0","14","11","18","9","14","0","14","62","84","129","142","0","14","0","14","0","14","0","14",
"1500000US370899305022","Block Group 2; Census Tract 9305.02; Henderson County; North Carolina","800","190","22","36","0","14","94","69","0","14","45","65","63","76","34","41","66","64","30","37","65","80","63","68","58","51","14","23","87","64","87","84","72","56",
"1500000US370899305023","Block Group 3; Census Tract 9305.02; Henderson County; North Carolina","817","171","39","58","60","70","44","64","15","23","0","14","31","33","70","67","29","33","0","14","96","83","40","40","107","85","180","121","51","48","34","38","21","34",
"1500000US370899306001","Block Group 1; Census Tract 9306; Henderson County; North Carolina","758","183","20","31","0","14","15","26","27","47","0","14","0","14","17","28","34","42","53","84","110","138","60","55","121","81","84","77","141","102","76","74","0","14",
"1500000US370899306002","Block Group 2; Census Tract 9306; Henderson County; North Carolina","472","207","14","26","41","64","14","24","0","14","0","14","0","14","42","52","0","14","0","14","94","85","85","87","33","38","112","131","17","28","20","30","0","14",
"1500000US370899306003","Block Group 3; Census Tract 9306; Henderson County; North Carolina","817","285","22","34","15","26","0","14","16","25","29","25","35","39","0","14","0","14","95","104","9","16","293","288","147","92","0","14","140","97","0","14","16","25",
"1500000US370899306004","Block Group 4; Census Tract 9306; Henderson County; North Carolina","418","149","0","14","0","14","0","14","0","14","37","43","0","14","0","14","0","14","104","79","0","14","49","75","59","49","98","83","56","67","0","14","15","27",
"1500000US370899307011","Block Group 1; Census Tract 9307.01; Henderson County; North Carolina","701","113","0","14","0","14","8","13","99","67","0","14","27","37","9","17","0","14","10","16","15","16","46","60","106","55","112","68","127","59","96","67","46","34",
"1500000US370899307012","Block Group 2; Census Tract 9307.01; Henderson County; North Carolina","298","82","8","15","0","14","12","19","0","14","0","14","0","14","0","14","10","16","27","38","26","43","42","33","46","36","22","25","10","15","43","47","52","40",
"1500000US370899307013","Block Group 3; Census Tract 9307.01; Henderson County; North Carolina","427","91","9","13","0","14","17","19","0","14","16","14","23","22","17","20","6","9","17","19","29","26","63","54","39","27","30","28","45","33","22","25","94","39",
"1500000US370899307021","Block Group 1; Census Tract 9307.02; Henderson County; North Carolina","1023","196","0","14","38","42","14","15","23","29","6","10","55","57","39","41","45","45","82","57","109","67","78","44","118","69","104","51","56","35","95","44","161","164",
"1500000US370899307022","Block Group 2; Census Tract 9307.02; Henderson County; North Carolina","707","126","44","38","21","19","10","17","40","39","17","23","17","18","6","9","8","12","9","17","49","36","52","37","91","52","82","51","111","54","97","53","53","39",
"1500000US370899307031","Block Group 1; Census Tract 9307.03; Henderson County; North Carolina","419","138","0","14","0","14","0","14","0","14","0","14","19","32","97","105","14","24","0","14","70","73","23","35","48","48","32","26","59","66","57","79","0","14",
"1500000US370899307032","Block Group 2; Census Tract 9307.03; Henderson County; North Carolina","629","175","0","14","60","77","7","15","0","14","102","136","18","24","49","41","23","29","0","14","39","45","41","42","39","47","23","46","108","92","72","56","48","68",
"1500000US370899307033","Block Group 3; Census Tract 9307.03; Henderson County; North Carolina","921","266","5","10","33","55","52","42","13","20","36","44","52","57","12","21","84","86","8","13","46","35","85","53","118","108","35","44","203","192","28","49","111","97",
"1500000US370899307034","Block Group 4; Census Tract 9307.03; Henderson County; North Carolina","662","202","12","19","0","14","103","114","59","59","42","69","18","22","0","14","38","52","9","16","114","104","9","14","69","48","141","113","11","19","29","35","8","14",
"1500000US370899308001","Block Group 1; Census Tract 9308; Henderson County; North Carolina","837","213","12","19","0","14","0","14","12","19","50","78","0","14","49","78","140","132","39","50","24","28","45","54","64","44","95","67","51","46","133","74","123","81",
"1500000US370899308002","Block Group 2; Census Tract 9308; Henderson County; North Carolina","645","194","147","159","0","14","0","14","81","73","0","14","35","41","76","82","23","26","0","14","76","74","12","21","63","69","59","53","29","25","17","27","27","29",
"1500000US370899308003","Block Group 3; Census Tract 9308; Henderson County; North Carolina","648","171","12","19","62","69","11","17","10","16","36","57","39","46","32","39","0","14","7","13","27","29","126","106","129","95","43","39","14","23","100","107","0","14",
"1500000US370899309001","Block Group 1; Census Tract 9309; Henderson County; North Carolina","416","87","34","37","48","38","0","14","9","15","12","18","26","24","18","22","15","18","8","12","24","25","48","33","72","40","19","27","13","20","18","22","52","47",
"1500000US370899309002","Block Group 2; Census Tract 9309; Henderson County; North Carolina","885","129","22","22","7","10","63","48","21","34","24","29","7","13","48","42","7","11","94","59","87","65","99","53","198","94","52","42","39","34","92","57","25","26",
"1500000US370899310001","Block Group 1; Census Tract 9310; Henderson County; North Carolina","964","202","96","87","41","68","40","45","28","47","89","87","0","14","62","63","74","63","14","23","65","56","139","67","113","85","49","38","21","32","40","38","93","54",
"1500000US370899310002","Block Group 2; Census Tract 9310; Henderson County; North Carolina","885","231","51","90","15","24","86","97","107","89","110","132","52","63","41","40","11","17","28","33","14","22","109","80","41","39","166","84","0","14","43","62","11","19",
"1500000US370899310003","Block Group 3; Census Tract 9310; Henderson County; North Carolina","693","157","48","54","54","63","21","26","107","90","155","108","32","41","38","61","33","40","0","14","66","71","25","32","10","16","43","38","13","21","48","46","0","14",
"1500000US370899311001","Block Group 1; Census Tract 9311; Henderson County; North Carolina","442","120","17","17","6","9","51","39","15","19","8","12","27","27","54","52","17","19","44","50","24","33","60","61","70","52","19","21","22","23","0","14","8","21",
"1500000US370899311002","Block Group 2; Census Tract 9311; Henderson County; North Carolina","528","137","0","14","21","20","11","17","35","41","0","14","21","21","10","16","51","38","25","26","85","106","25","30","37","31","27","29","71","62","44","33","65","52",
"1500000US370899312001","Block Group 1; Census Tract 9312; Henderson County; North Carolina","531","127","70","68","57","52","29","36","5","10","94","68","8","13","0","14","0","14","0","14","40","42","29","27","38","42","10","15","111","100","9","18","31","39",
"1500000US370899312002","Block Group 2; Census Tract 9312; Henderson County; North Carolina","480","113","44","44","55","46","5","8","14","16","7","12","27","34","49","44","38","43","59","46","7","15","37","27","61","48","33","30","7","12","21","31","16","24",
"1500000US370899313001","Block Group 1; Census Tract 9313; Henderson County; North Carolina","284","107","6","13","15","27","16","19","7","13","9","15","56","68","0","14","0","14","10","16","0","14","29","32","98","64","30","30","8","13","0","14","0","14",
"1500000US370899313002","Block Group 2; Census Tract 9313; Henderson County; North Carolina","477","161","37","51","31","50","41","39","60","53","132","102","0","14","0","14","0","14","0","14","128","111","5","7","32","43","8","13","0","14","0","14","3","8",
"1500000US370899313003","Block Group 3; Census Tract 9313; Henderson County; North Carolina","684","154","30","38","19","22","90","70","31","50","104","88","5","8","20","23","0","14","37","34","33","35","75","58","140","83","35","38","39","66","7","14","19","25",
"1500000US370899313004","Block Group 4; Census Tract 9313; Henderson County; North Carolina","444","115","0","14","41","37","33","27","16","18","17","21","16","18","7","11","0","14","5","7","47","42","101","71","35","29","70","59","26","33","21","28","9","13",
"1500000US370899314011","Block Group 1; Census Tract 9314.01; Henderson County; North Carolina","738","171","15","17","38","57","19","21","40","52","11","17","26","26","70","116","39","42","35","57","10","17","103","99","179","102","10","24","54","67","64","39","25","31",
"1500000US370899314012","Block Group 2; Census Tract 9314.01; Henderson County; North Carolina","554","188","46","70","9","15","0","14","0","14","119","75","0","14","80","99","26","31","38","56","65","97","75","76","11","17","10","19","0","14","0","14","75","102",
"1500000US370899314021","Block Group 1; Census Tract 9314.02; Henderson County; North Carolina","191","108","63","69","27","43","14","22","10","19","0","14","9","23","0","14","0","14","0","14","0","14","28","44","0","14","0","14","40","52","0","14","0","14",
"1500000US370899314022","Block Group 2; Census Tract 9314.02; Henderson County; North Carolina","936","196","0","14","120","103","55","62","64","62","166","124","67","97","0","14","34","54","26","32","98","100","170","132","32","40","59","59","8","16","37","48","0","14",
"1500000US370899315001","Block Group 1; Census Tract 9315; Henderson County; North Carolina","492","118","18","19","0","14","0","14","7","12","28","28","29","22","24","22","30","27","16","20","45","32","28","23","32","27","61","60","53","42","74","89","47","35",
"1500000US370899315002","Block Group 2; Census Tract 9315; Henderson County; North Carolina","589","140","9","14","0","14","0","14","9","13","0","14","10","18","17","20","8","13","0","14","16","19","27","25","60","43","205","122","96","44","46","30","86","42",
"1500000US370899315003","Block Group 3; Census Tract 9315; Henderson County; North Carolina","757","110","48","32","41","41","11","17","8","12","28","45","51","47","25","25","26","29","8","13","45","33","65","37","81","40","44","49","95","50","149","69","32","26",
"1500000US370899316001","Block Group 1; Census Tract 9316; Henderson County; North Carolina","580","168","11","18","0","14","0","14","122","119","38","35","19","31","0","14","20","35","50","54","148","102","34","41","56","55","69","59","0","14","0","14","13","22",
"1500000US370899316002","Block Group 2; Census Tract 9316; Henderson County; North Carolina","401","127","75","82","114","93","0","14","0","14","0","14","11","19","14","23","0","14","14","24","27","32","0","14","90","55","48","50","0","14","0","14","8","14",
"1500000US370899316003","Block Group 3; Census Tract 9316; Henderson County; North Carolina","477","149","0","14","0","14","46","59","0","14","14","22","48","78","0","14","16","27","16","26","54","67","15","23","51","45","79","62","11","22","48","47","79","76",
"1500000US370899316004","Block Group 4; Census Tract 9316; Henderson County; North Carolina","686","154","13","21","14","24","0","14","62","66","15","25","88","88","18","28","16","27","0","14","25","29","43","42","178","155","53","62","63","39","32","32","66","53",
"1500000US370899317001","Block Group 1; Census Tract 9317; Henderson County; North Carolina","833","136","57","43","6","10","18","25","11","12","52","62","26","28","28","24","50","27","13","15","57","35","94","48","177","100","83","42","62","34","54","33","45","29",
"1500000US370899317002","Block Group 2; Census Tract 9317; Henderson County; North Carolina","581","131","12","14","8","12","16","17","22","18","5","7","0","14","0","14","38","21","10","11","12","14","61","31","51","26","54","29","107","118","88","43","97","47",
"1500000US370899318011","Block Group 1; Census Tract 9318.01; Henderson County; North Carolina","437","100","0","14","0","14","0","14","10","17","26","39","9","14","20","19","14","15","25","31","8","13","67","46","32","37","58","32","86","67","35","31","47","39",
"1500000US370899318012","Block Group 2; Census Tract 9318.01; Henderson County; North Carolina","1403","224","78","58","37","50","25","20","20","24","26","29","18","20","48","42","22","21","70","54","180","110","128","74","253","105","154","63","91","48","153","119","100","44",
"1500000US370899318021","Block Group 1; Census Tract 9318.02; Henderson County; North Carolina","783","132","18","20","0","14","38","31","23","21","14","15","4","6","14","22","44","42","34","27","118","73","139","88","145","80","55","40","90","46","12","12","35","27",
"1500000US370899318022","Block Group 2; Census Tract 9318.02; Henderson County; North Carolina","1019","120","38","38","35","26","6","10","3","7","13","16","30","37","42","33","53","52","33","28","32","24","110","53","177","73","149","58","54","33","142","58","102","62",
"1500000US370899319011","Block Group 1; Census Tract 9319.01; Henderson County; North Carolina","717","106","30","50","0","14","0","14","0","14","50","49","18","21","89","76","0","14","12","22","27","23","90","57","91","61","134","61","39","28","65","34","72","41",
"1500000US370899319012","Block Group 2; Census Tract 9319.01; Henderson County; North Carolina","661","141","8","13","0","14","0","14","0","14","24","30","41","39","8","12","7","12","9","14","30","31","83","43","126","73","40","40","26","29","59","38","200","114",
"1500000US370899319013","Block Group 3; Census Tract 9319.01; Henderson County; North Carolina","313","91","9","15","60","68","0","14","0","14","32","36","30","38","0","14","2","8","27","43","38","33","38","36","6","9","46","43","10","14","15","26","0","14",
"1500000US370899319021","Block Group 1; Census Tract 9319.02; Henderson County; North Carolina","656","171","60","36","37","38","19","20","42","49","52","45","92","117","11","17","19","15","8","12","46","36","31","26","76","76","65","44","55","40","18","17","25","31",
"1500000US370899319022","Block Group 2; Census Tract 9319.02; Henderson County; North Carolina","881","256","10","15","17","18","0","14","41","44","10","15","14","15","10","15","7","12","18","21","40","30","230","216","111","53","238","132","41","34","18","14","76","42",
"1500000US370899320001","Block Group 1; Census Tract 9320; Henderson County; North Carolina","451","119","7","12","0","14","11","17","0","14","0","14","34","52","56","71","6","9","37","34","21","22","59","52","38","34","57","41","51","49","21","26","53","37",
"1500000US370899320002","Block Group 2; Census Tract 9320; Henderson County; North Carolina","1016","294","25","33","12","19","77","77","19","25","23","36","48","38","15","25","24","26","0","14","67","68","30","26","406","267","49","39","58","43","76","52","87","65",
"1500000US370899320003","Block Group 3; Census Tract 9320; Henderson County; North Carolina","340","100","34","53","7","11","8","14","46","46","18","21","18","21","0","14","24","27","10","16","7","11","18","29","67","50","25","24","21","27","30","47","7","11",
"1500000US370899801001","Block Group 1; Census Tract 9801; Henderson County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US370919501011","Block Group 1; Census Tract 9501.01; Hertford County; North Carolina","604","128","67","57","14","15","25","19","0","14","50","49","66","58","83","79","36","44","16","16","86","52","26","20","25","26","70","43","18","21","9","11","13","16",
"1500000US370919501012","Block Group 2; Census Tract 9501.01; Hertford County; North Carolina","496","155","0","14","17","26","26","39","53","56","45","60","0","14","44","62","12","24","0","14","34","38","54","60","72","70","139","94","0","14","0","14","0","14",
"1500000US370919501021","Block Group 1; Census Tract 9501.02; Hertford County; North Carolina","514","133","0","14","1","2","48","41","44","50","17","27","0","14","47","51","20","22","64","67","148","105","19","25","53","45","39","39","0","14","0","14","14","23",
"1500000US370919501022","Block Group 2; Census Tract 9501.02; Hertford County; North Carolina","226","131","6","11","10","16","21","23","76","94","0","14","32","48","0","14","5","9","0","14","5","8","69","78","0","14","2","4","0","14","0","14","0","14",
"1500000US370919501023","Block Group 3; Census Tract 9501.02; Hertford County; North Carolina","357","85","25","26","22","31","6","10","46","47","33","41","7","12","16","14","44","52","0","14","30","33","14","15","58","47","28","24","11","21","0","14","17","25",
"1500000US370919501024","Block Group 4; Census Tract 9501.02; Hertford County; North Carolina","304","108","36","48","23","38","30","45","45","47","0","14","0","14","0","14","0","14","0","14","61","53","43","51","26","30","0","14","29","29","0","14","11","19",
"1500000US370919502011","Block Group 1; Census Tract 9502.01; Hertford County; North Carolina","466","105","51","58","83","66","6","28","26","32","12","15","46","49","24","26","8","12","23","25","21","24","75","63","49","40","6","9","17","19","12","12","7","11",
"1500000US370919502012","Block Group 2; Census Tract 9502.01; Hertford County; North Carolina","530","126","22","20","38","31","50","33","22","21","10","11","8","9","10","11","32","22","13","12","38","46","57","40","107","66","38","28","53","46","16","29","16","18",
"1500000US370919502021","Block Group 1; Census Tract 9502.02; Hertford County; North Carolina","385","55","22","16","32","17","38","23","65","40","16","11","20","15","6","5","14","12","14","11","28","16","27","17","33","21","20","16","22","18","23","19","5","6",
"1500000US370919502022","Block Group 2; Census Tract 9502.02; Hertford County; North Carolina","425","70","22","15","88","39","11","7","15","11","17","12","6","5","15","12","6","7","23","21","48","27","34","23","76","23","17","16","17","15","23","20","7","9",
"1500000US370919503001","Block Group 1; Census Tract 9503; Hertford County; North Carolina","664","140","96","104","9","15","12","20","7","12","0","14","67","55","101","89","24","27","29","27","21","25","58","59","111","64","69","63","32","46","17","17","11","26",
"1500000US370919503002","Block Group 2; Census Tract 9503; Hertford County; North Carolina","513","119","21","23","43","47","0","14","15","18","0","14","65","54","36","47","20","22","56","55","27","23","12","20","90","61","99","76","0","14","29","31","0","14",
"1500000US370919504011","Block Group 1; Census Tract 9504.01; Hertford County; North Carolina","319","73","11","12","7","8","22","21","2","5","11","8","9","9","5","6","26","25","5","5","18","13","47","52","32","32","55","27","5","5","41","36","23","20",
"1500000US370919504012","Block Group 2; Census Tract 9504.01; Hertford County; North Carolina","392","72","25","16","72","42","21","13","14","11","12","11","7","10","55","42","19","18","9","9","10","8","53","34","12","12","48","34","10","13","12","12","13","12",
"1500000US370919504013","Block Group 3; Census Tract 9504.01; Hertford County; North Carolina","566","103","45","29","35","36","70","43","120","68","8","12","33","30","25","19","22","16","4","7","44","26","14","17","50","28","68","50","15","14","10","13","3","5",
"1500000US370919504021","Block Group 1; Census Tract 9504.02; Hertford County; North Carolina","318","67","31","24","14","8","7","6","11","6","34","23","20","14","4","4","12","10","46","40","22","9","44","31","25","13","32","21","11","6","3","3","2","3",
"1500000US370919504022","Block Group 2; Census Tract 9504.02; Hertford County; North Carolina","232","77","15","12","26","17","2","4","13","6","19","13","17","13","11","12","6","9","16","19","7","6","61","55","26","27","10","7","0","14","3","5","0","14",
"1500000US370919504023","Block Group 3; Census Tract 9504.02; Hertford County; North Carolina","298","56","102","35","35","17","5","5","19","11","14","8","25","15","10","7","3","4","11","7","8","8","21","16","17","10","4","5","9","10","11","11","4","4",
"1500000US370919504024","Block Group 4; Census Tract 9504.02; Hertford County; North Carolina","744","76","49","25","53","19","64","43","52","23","45","22","49","21","40","21","39","16","45","21","40","22","46","21","94","41","39","22","20","10","26","18","43","29",
"1500000US370919800001","Block Group 1; Census Tract 9800; Hertford County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1500000US370939701041","Block Group 1; Census Tract 9701.04; Hoke County; North Carolina","546","112","60","62","0","14","28","32","16","25","0","14","11","17","11","22","13","21","0","14","88","59","39","34","109","56","54","46","47","37","45","45","25","33",
"1500000US370939701042","Block Group 2; Census Tract 9701.04; Hoke County; North Carolina","451","136","48","37","13","21","0","14","0","14","0","14","0","14","0","14","14","22","23","35","39","45","4","7","57","40","77","71","72","73","39","33","65","58",
"1500000US370939701043","Block Group 3; Census Tract 9701.04; Hoke County; North Carolina","588","139","54","47","0","14","41","53","124","73","83","78","24","30","23","25","9","16","28","32","67","65","54","47","0","14","69","49","12","21","0","14","0","14",
"1500000US370939701051","Block Group 1; Census Tract 9701.05; Hoke County; North Carolina","1129","202","63","47","0","14","31","32","44","42","8","13","0","14","50","40","0","14","38","31","153","107","116","79","102","62","66","48","125","87","188","128","145","138",
"1500000US370939701052","Block Group 2; Census Tract 9701.05; Hoke County; North Carolina","826","116","165","89","26","27","37","30","68","61","37","40","23","29","24","29","53","47","46","43","69","64","84","55","38","40","80","61","45","44","15","24","16","24",
"1500000US370939701061","Block Group 1; Census Tract 9701.06; Hoke County; North Carolina","744","206","26","40","25","37","0","14","27","39","0","14","0","14","0","14","0","14","0","14","106","97","122","111","65","68","148","88","25","40","122","90","78","71",
"1500000US370939701062","Block Group 2; Census Tract 9701.06; Hoke County; North Carolina","466","126","34","54","11","16","44","50","0","14","47","62","56","60","0","14","0","14","24","37","50","63","110","91","0","14","33","48","33","43","24","42","0","14",
"1500000US370939701063","Block Group 3; Census Tract 9701.06; Hoke County; North Carolina","967","195","79","77","0","14","0","14","29","47","42","49","0","14","25","43","64","53","59","70","63","73","161","90","44","38","190","126","30","50","111","85","70","69",
"1500000US370939701071","Block Group 1; Census Tract 9701.07; Hoke County; North Carolina","532","143","65","66","0","14","31","39","0","14","0","14","38","57","16","27","95","75","15","23","52","71","49","58","70","63","101","91","0","14","0","14","0","14",
