,county_desc,election_date,stats_type,precinct_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date
13105,MECKLENBURG,11/07/2023,voter,044,REP,W,NL,M,Age 26 - 40,39,11/27/2023
13106,MECKLENBURG,11/07/2023,voter,230,DEM,B,UN,F,Age Over 66,74,11/27/2023
13122,MECKLENBURG,11/07/2023,voter,027,UNA,B,UN,U,Age 41 - 65,4,11/27/2023
13156,MECKLENBURG,11/07/2023,voter,105,DEM,B,UN,M,Age 26 - 40,67,11/27/2023
13167,MECKLENBURG,11/07/2023,voter,107.1,REP,W,NL,M,Age 18 - 25,5,11/27/2023
13186,MECKLENBURG,11/07/2023,voter,240,DEM,W,UN,M,Age Over 66,28,11/27/2023
13187,MECKLENBURG,11/07/2023,voter,013,LIB,B,HL,M,Age 41 - 65,1,11/27/2023
13209,MECKLENBURG,11/07/2023,voter,003,UNA,W,HL,M,Age 41 - 65,4,11/27/2023
13234,MECKLENBURG,11/07/2023,voter,117,REP,A,NL,F,Age 41 - 65,2,11/27/2023
13239,MECKLENBURG,11/07/2023,voter,241,UNA,O,HL,U,Age 26 - 40,1,11/27/2023
13244,MECKLENBURG,11/07/2023,voter,026,DEM,U,UN,F,Age 41 - 65,5,11/27/2023
13245,MECKLENBURG,11/07/2023,voter,126,REP,B,NL,M,Age 26 - 40,9,11/27/2023
13267,MECKLENBURG,11/07/2023,voter,078.1,UNA,U,NL,M,Age 26 - 40,1,11/27/2023
13271,MECKLENBURG,11/07/2023,voter,128,REP,W,NL,F,Age 41 - 65,62,11/27/2023
13273,MECKLENBURG,11/07/2023,voter,094,DEM,B,NL,F,Age Over 66,101,11/27/2023
13276,MECKLENBURG,11/07/2023,voter,116,REP,A,UN,M,Age 26 - 40,2,11/27/2023
13284,MECKLENBURG,11/07/2023,voter,134,REP,B,NL,M,Age 18 - 25,1,11/27/2023
13300,MECKLENBURG,11/07/2023,voter,067,REP,W,NL,M,Age Over 66,69,11/27/2023
13301,MECKLENBURG,11/07/2023,voter,020,UNA,W,HL,F,Age 18 - 25,1,11/27/2023
13309,MECKLENBURG,11/07/2023,voter,117,UNA,U,HL,M,Age 18 - 25,1,11/27/2023
13311,MECKLENBURG,11/07/2023,voter,099,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
13318,MECKLENBURG,11/07/2023,voter,041,UNA,U,UN,F,Age 18 - 25,3,11/27/2023
13339,MECKLENBURG,11/07/2023,voter,204.1,UNA,B,UN,M,Age 18 - 25,21,11/27/2023
13348,MECKLENBURG,11/07/2023,voter,149,REP,A,UN,F,Age 41 - 65,5,11/27/2023
13373,MECKLENBURG,11/07/2023,voter,215,DEM,U,UN,F,Age Over 66,1,11/27/2023
13378,MECKLENBURG,11/07/2023,voter,069,DEM,M,HL,F,Age 41 - 65,1,11/27/2023
13398,MECKLENBURG,11/07/2023,voter,046,REP,W,NL,M,Age 26 - 40,59,11/27/2023
13400,MECKLENBURG,11/07/2023,voter,004,REP,O,HL,M,Age 18 - 25,1,11/27/2023
13404,MECKLENBURG,11/07/2023,voter,033,DEM,U,UN,F,Age 18 - 25,2,11/27/2023
13406,MECKLENBURG,11/07/2023,voter,202,UNA,O,UN,F,Age Over 66,2,11/27/2023
13407,MECKLENBURG,11/07/2023,voter,236,LIB,U,UN,U,Age 41 - 65,1,11/27/2023
13412,MECKLENBURG,11/07/2023,voter,039,UNA,A,NL,M,Age 26 - 40,1,11/27/2023
13437,MECKLENBURG,11/07/2023,voter,141,UNA,W,UN,F,Age 41 - 65,2,11/27/2023
13447,MECKLENBURG,11/07/2023,voter,096,DEM,B,UN,F,Age 41 - 65,16,11/27/2023
13450,MECKLENBURG,11/07/2023,voter,209,UNA,U,UN,M,Age 41 - 65,9,11/27/2023
13455,MECKLENBURG,11/07/2023,voter,142,DEM,I,UN,M,Age Over 66,1,11/27/2023
13478,MECKLENBURG,11/07/2023,voter,051,UNA,M,NL,M,Age 26 - 40,1,11/27/2023
13481,MECKLENBURG,11/07/2023,voter,091,REP,W,NL,M,Age Over 66,160,11/27/2023
13485,MECKLENBURG,11/07/2023,voter,144,DEM,W,UN,U,Age 18 - 25,1,11/27/2023
13490,MECKLENBURG,11/07/2023,voter,232,UNA,U,UN,F,Age Over 66,3,11/27/2023
13512,MECKLENBURG,11/07/2023,voter,099,UNA,O,NL,M,Age 41 - 65,4,11/27/2023
13528,MECKLENBURG,11/07/2023,voter,015,REP,W,HL,M,Age 41 - 65,2,11/27/2023
13535,MECKLENBURG,11/07/2023,voter,126,LIB,W,NL,M,Age Over 66,1,11/27/2023
13538,MECKLENBURG,11/07/2023,voter,115,REP,O,NL,M,Age 41 - 65,1,11/27/2023
13546,MECKLENBURG,11/07/2023,voter,211,DEM,B,NL,M,Age 41 - 65,476,11/27/2023
13555,MECKLENBURG,11/07/2023,voter,053,DEM,U,UN,U,Age 18 - 25,14,11/27/2023
13561,MECKLENBURG,11/07/2023,voter,093,DEM,O,UN,F,Age 26 - 40,1,11/27/2023
13566,MECKLENBURG,11/07/2023,voter,202,UNA,A,UN,F,Age 18 - 25,1,11/27/2023
13573,MECKLENBURG,11/07/2023,voter,009,REP,W,UN,U,Age 41 - 65,1,11/27/2023
13586,MECKLENBURG,11/07/2023,voter,011,UNA,W,UN,F,Age Over 66,8,11/27/2023
13595,MECKLENBURG,11/07/2023,voter,132,REP,U,HL,M,Age 18 - 25,2,11/27/2023
13605,MECKLENBURG,11/07/2023,voter,227,REP,A,NL,F,Age Over 66,3,11/27/2023
13607,MECKLENBURG,11/07/2023,voter,027,UNA,W,NL,U,Age 26 - 40,4,11/27/2023
13638,MECKLENBURG,11/07/2023,voter,037,UNA,A,NL,F,Age 18 - 25,1,11/27/2023
13639,MECKLENBURG,11/07/2023,voter,046,UNA,O,HL,M,Age 18 - 25,5,11/27/2023
13644,MECKLENBURG,11/07/2023,voter,201,UNA,W,NL,M,Age 18 - 25,44,11/27/2023
13658,MECKLENBURG,11/07/2023,voter,232,DEM,I,NL,M,Age Over 66,2,11/27/2023
13689,MECKLENBURG,11/07/2023,voter,121,UNA,U,UN,U,Age 26 - 40,42,11/27/2023
13708,MECKLENBURG,11/07/2023,voter,209,DEM,W,NL,M,Age 41 - 65,91,11/27/2023
13720,MECKLENBURG,11/07/2023,voter,066,DEM,A,NL,M,Age 26 - 40,1,11/27/2023
13722,MECKLENBURG,11/07/2023,voter,049,UNA,W,UN,F,Age Over 66,3,11/27/2023
13731,MECKLENBURG,11/07/2023,voter,109,DEM,B,UN,F,Age 18 - 25,2,11/27/2023
13741,MECKLENBURG,11/07/2023,voter,200,DEM,W,HL,M,Age 41 - 65,2,11/27/2023
13758,MECKLENBURG,11/07/2023,voter,126,DEM,M,HL,F,Age 26 - 40,4,11/27/2023
13783,MECKLENBURG,11/07/2023,voter,029,DEM,U,UN,U,Age 41 - 65,10,11/27/2023
13784,MECKLENBURG,11/07/2023,voter,239,DEM,U,NL,F,Age 41 - 65,4,11/27/2023
13798,MECKLENBURG,11/07/2023,voter,104,REP,U,HL,M,Age 41 - 65,1,11/27/2023
13807,MECKLENBURG,11/07/2023,voter,202,DEM,B,UN,M,Age 41 - 65,27,11/27/2023
13814,MECKLENBURG,11/07/2023,voter,117,DEM,W,UN,M,Age 26 - 40,8,11/27/2023
13816,MECKLENBURG,11/07/2023,voter,151,REP,O,NL,U,Age 18 - 25,1,11/27/2023
13825,MECKLENBURG,11/07/2023,voter,126,DEM,O,UN,F,Age Over 66,1,11/27/2023
13844,MECKLENBURG,11/07/2023,voter,134,REP,U,HL,U,Age 26 - 40,1,11/27/2023
13846,MECKLENBURG,11/07/2023,voter,020,REP,W,UN,F,Age 26 - 40,15,11/27/2023
13856,MECKLENBURG,11/07/2023,voter,093,REP,W,UN,M,Age 26 - 40,7,11/27/2023
13862,MECKLENBURG,11/07/2023,voter,201,UNA,U,HL,M,Age 18 - 25,11,11/27/2023
13886,MECKLENBURG,11/07/2023,voter,126,DEM,U,HL,M,Age 41 - 65,5,11/27/2023
13888,MECKLENBURG,11/07/2023,voter,103,UNA,W,NL,F,Age Over 66,117,11/27/2023
13902,MECKLENBURG,11/07/2023,voter,132,DEM,W,UN,M,Age 26 - 40,14,11/27/2023
13911,MECKLENBURG,11/07/2023,voter,151,DEM,O,NL,M,Age 18 - 25,3,11/27/2023
13931,MECKLENBURG,11/07/2023,voter,005,REP,W,NL,M,Age Over 66,14,11/27/2023
13946,MECKLENBURG,11/07/2023,voter,087,DEM,U,HL,F,Age 41 - 65,5,11/27/2023
13955,MECKLENBURG,11/07/2023,voter,236,REP,A,NL,F,Age Over 66,2,11/27/2023
13980,MECKLENBURG,11/07/2023,voter,149,UNA,O,NL,F,Age Over 66,3,11/27/2023
14022,MECKLENBURG,11/07/2023,voter,078.1,DEM,O,HL,M,Age Over 66,2,11/27/2023
14027,MECKLENBURG,11/07/2023,voter,061,UNA,O,HL,F,Age Over 66,1,11/27/2023
14056,MECKLENBURG,11/07/2023,voter,241,DEM,U,UN,M,Age 41 - 65,7,11/27/2023
14059,MECKLENBURG,11/07/2023,voter,027,DEM,O,UN,F,Age 26 - 40,2,11/27/2023
14078,MECKLENBURG,11/07/2023,voter,149,UNA,W,HL,M,Age 41 - 65,4,11/27/2023
14089,MECKLENBURG,11/07/2023,voter,009,UNA,O,HL,F,Age 18 - 25,6,11/27/2023
14118,MECKLENBURG,11/07/2023,voter,101,DEM,O,NL,F,Age Over 66,1,11/27/2023
14121,MECKLENBURG,11/07/2023,voter,047,REP,B,UN,F,Age 18 - 25,1,11/27/2023
14130,MECKLENBURG,11/07/2023,voter,137,DEM,O,NL,M,Age 26 - 40,1,11/27/2023
14144,MECKLENBURG,11/07/2023,voter,056,REP,B,NL,F,Age 18 - 25,1,11/27/2023
14161,MECKLENBURG,11/07/2023,voter,236,DEM,A,UN,F,Age 26 - 40,1,11/27/2023
14163,MECKLENBURG,11/07/2023,voter,088,DEM,U,NL,M,Age Over 66,1,11/27/2023
14165,MECKLENBURG,11/07/2023,voter,218,UNA,O,HL,F,Age 18 - 25,4,11/27/2023
14174,MECKLENBURG,11/07/2023,voter,078.1,DEM,O,HL,M,Age 18 - 25,7,11/27/2023
14175,MECKLENBURG,11/07/2023,voter,134,UNA,B,NL,F,Age 18 - 25,23,11/27/2023
14178,MECKLENBURG,11/07/2023,voter,069,DEM,B,NL,F,Age Over 66,10,11/27/2023
14189,MECKLENBURG,11/07/2023,voter,006,REP,W,NL,U,Age 26 - 40,1,11/27/2023
14212,MECKLENBURG,11/07/2023,voter,057,UNA,A,UN,F,Age 26 - 40,1,11/27/2023
14214,MECKLENBURG,11/07/2023,voter,068,DEM,A,NL,F,Age 41 - 65,5,11/27/2023
14224,MECKLENBURG,11/07/2023,voter,060,DEM,B,UN,F,Age 18 - 25,16,11/27/2023
14225,MECKLENBURG,11/07/2023,voter,211,REP,A,UN,M,Age 18 - 25,1,11/27/2023
14235,MECKLENBURG,11/07/2023,voter,238.1,UNA,W,HL,F,Age 41 - 65,1,11/27/2023
14245,MECKLENBURG,11/07/2023,voter,223.1,DEM,U,UN,F,Age Over 66,5,11/27/2023
14259,MECKLENBURG,11/07/2023,voter,114,UNA,U,HL,F,Age Over 66,1,11/27/2023
14265,MECKLENBURG,11/07/2023,voter,096,UNA,U,NL,M,Age 26 - 40,2,11/27/2023
14294,MECKLENBURG,11/07/2023,voter,209,UNA,U,HL,M,Age 26 - 40,2,11/27/2023
14296,MECKLENBURG,11/07/2023,voter,133,LIB,W,UN,M,Age 26 - 40,3,11/27/2023
14298,MECKLENBURG,11/07/2023,voter,116,REP,O,HL,M,Age 18 - 25,2,11/27/2023
14308,MECKLENBURG,11/07/2023,voter,136,UNA,O,NL,F,Age 26 - 40,1,11/27/2023
14318,MECKLENBURG,11/07/2023,voter,203,REP,M,UN,M,Age Over 66,1,11/27/2023
14329,MECKLENBURG,11/07/2023,voter,144,REP,W,NL,U,Age 26 - 40,4,11/27/2023
14330,MECKLENBURG,11/07/2023,voter,210,DEM,A,HL,M,Age Over 66,1,11/27/2023
14351,MECKLENBURG,11/07/2023,voter,049,DEM,O,HL,M,Age 41 - 65,2,11/27/2023
14353,MECKLENBURG,11/07/2023,voter,226,REP,W,HL,F,Age 18 - 25,1,11/27/2023
14368,MECKLENBURG,11/07/2023,voter,144,DEM,O,UN,M,Age 26 - 40,1,11/27/2023
14374,MECKLENBURG,11/07/2023,voter,094,UNA,U,HL,M,Age 41 - 65,3,11/27/2023
14402,MECKLENBURG,11/07/2023,voter,138,UNA,A,NL,F,Age 26 - 40,11,11/27/2023
14411,MECKLENBURG,11/07/2023,voter,029,LIB,W,NL,F,Age 26 - 40,2,11/27/2023
14424,MECKLENBURG,11/07/2023,voter,078.1,REP,U,NL,M,Age 18 - 25,1,11/27/2023
14425,MECKLENBURG,11/07/2023,voter,208,DEM,O,HL,F,Age Over 66,1,11/27/2023
14427,MECKLENBURG,11/07/2023,voter,060,UNA,U,UN,M,Age 41 - 65,1,11/27/2023
14428,MECKLENBURG,11/07/2023,voter,137,UNA,U,UN,M,Age 26 - 40,5,11/27/2023
14443,MECKLENBURG,11/07/2023,voter,017,DEM,O,NL,M,Age 41 - 65,3,11/27/2023
14446,MECKLENBURG,11/07/2023,voter,213,UNA,W,UN,M,Age 18 - 25,3,11/27/2023
14465,MECKLENBURG,11/07/2023,voter,122,DEM,U,HL,M,Age 26 - 40,8,11/27/2023
14471,MECKLENBURG,11/07/2023,voter,141,REP,W,NL,M,Age 41 - 65,5,11/27/2023
14472,MECKLENBURG,11/07/2023,voter,147,UNA,U,HL,M,Age 41 - 65,6,11/27/2023
14479,MECKLENBURG,11/07/2023,voter,241,UNA,W,NL,F,Age Over 66,149,11/27/2023
14490,MECKLENBURG,11/07/2023,voter,088,REP,O,HL,M,Age 41 - 65,1,11/27/2023
14512,MECKLENBURG,11/07/2023,voter,001,REP,U,UN,U,Age 18 - 25,4,11/27/2023
14515,MECKLENBURG,11/07/2023,voter,149,DEM,M,UN,F,Age Over 66,1,11/27/2023
14534,MECKLENBURG,11/07/2023,voter,047,DEM,O,HL,F,Age 41 - 65,3,11/27/2023
14550,MECKLENBURG,11/07/2023,voter,138,REP,B,HL,F,Age 41 - 65,1,11/27/2023
14553,MECKLENBURG,11/07/2023,voter,081,UNA,W,UN,F,Age 41 - 65,4,11/27/2023
14560,MECKLENBURG,11/07/2023,voter,235,UNA,A,UN,F,Age 26 - 40,4,11/27/2023
14563,MECKLENBURG,11/07/2023,voter,218,DEM,I,UN,F,Age 18 - 25,1,11/27/2023
14575,MECKLENBURG,11/07/2023,voter,088,DEM,O,HL,U,Age 41 - 65,1,11/27/2023
14576,MECKLENBURG,11/07/2023,voter,093,UNA,B,NL,F,Age 26 - 40,4,11/27/2023
14583,MECKLENBURG,11/07/2023,voter,091,UNA,A,NL,M,Age 26 - 40,10,11/27/2023
14594,MECKLENBURG,11/07/2023,voter,118,UNA,W,UN,M,Age Over 66,2,11/27/2023
14609,MECKLENBURG,11/07/2023,voter,081,DEM,W,HL,M,Age 26 - 40,1,11/27/2023
14628,MECKLENBURG,11/07/2023,voter,229,DEM,W,NL,M,Age 26 - 40,138,11/27/2023
14630,MECKLENBURG,11/07/2023,voter,228,LIB,U,UN,U,Age 26 - 40,4,11/27/2023
14633,MECKLENBURG,11/07/2023,voter,022,DEM,O,UN,F,Age 41 - 65,1,11/27/2023
14693,MECKLENBURG,11/07/2023,voter,090,UNA,O,HL,F,Age 26 - 40,1,11/27/2023
14697,MECKLENBURG,11/07/2023,voter,227,DEM,W,UN,U,Age 41 - 65,1,11/27/2023
14702,MECKLENBURG,11/07/2023,voter,004,UNA,I,HL,M,Age 41 - 65,1,11/27/2023
14709,MECKLENBURG,11/07/2023,voter,011,DEM,A,NL,M,Age Over 66,1,11/27/2023
14717,MECKLENBURG,11/07/2023,voter,142,UNA,W,UN,M,Age 18 - 25,40,11/27/2023
14720,MECKLENBURG,11/07/2023,voter,060,DEM,U,HL,M,Age 18 - 25,4,11/27/2023
14721,MECKLENBURG,11/07/2023,voter,151,UNA,A,UN,F,Age 18 - 25,4,11/27/2023
14727,MECKLENBURG,11/07/2023,voter,239,REP,B,NL,F,Age 26 - 40,3,11/27/2023
14733,MECKLENBURG,11/07/2023,voter,218,DEM,O,HL,M,Age 26 - 40,6,11/27/2023
14739,MECKLENBURG,11/07/2023,voter,083,DEM,B,NL,M,Age Over 66,59,11/27/2023
14743,MECKLENBURG,11/07/2023,voter,134,DEM,M,NL,M,Age 26 - 40,2,11/27/2023
14754,MECKLENBURG,11/07/2023,voter,073,DEM,W,NL,F,Age Over 66,54,11/27/2023
14755,MECKLENBURG,11/07/2023,voter,207,REP,W,UN,M,Age 26 - 40,47,11/27/2023
14766,MECKLENBURG,11/07/2023,voter,128,REP,W,NL,F,Age 26 - 40,39,11/27/2023
14775,MECKLENBURG,11/07/2023,voter,047,REP,B,NL,F,Age 41 - 65,4,11/27/2023
14780,MECKLENBURG,11/07/2023,voter,214,LIB,W,NL,M,Age 26 - 40,2,11/27/2023
14789,MECKLENBURG,11/07/2023,voter,102,REP,U,UN,M,Age 26 - 40,4,11/27/2023
14791,MECKLENBURG,11/07/2023,voter,080,DEM,A,NL,M,Age 41 - 65,1,11/27/2023
14795,MECKLENBURG,11/07/2023,voter,077,LIB,W,NL,M,Age 26 - 40,5,11/27/2023
14798,MECKLENBURG,11/07/2023,voter,144,DEM,U,UN,U,Age 18 - 25,7,11/27/2023
14821,MECKLENBURG,11/07/2023,voter,026,UNA,U,NL,M,Age 41 - 65,2,11/27/2023
14828,MECKLENBURG,11/07/2023,voter,229,UNA,B,NL,M,Age 41 - 65,221,11/27/2023
14829,MECKLENBURG,11/07/2023,voter,091,REP,U,NL,M,Age Over 66,3,11/27/2023
14831,MECKLENBURG,11/07/2023,voter,040,REP,U,HL,M,Age 18 - 25,1,11/27/2023
14840,MECKLENBURG,11/07/2023,voter,034,UNA,B,UN,M,Age 26 - 40,10,11/27/2023
14844,MECKLENBURG,11/07/2023,voter,243,UNA,B,NL,F,Age 26 - 40,144,11/27/2023
14863,MECKLENBURG,11/07/2023,voter,213,DEM,M,UN,M,Age 18 - 25,1,11/27/2023
14870,MECKLENBURG,11/07/2023,voter,232,DEM,W,HL,M,Age Over 66,5,11/27/2023
14878,MECKLENBURG,11/07/2023,voter,121,DEM,B,NL,F,Age Over 66,14,11/27/2023
14892,MECKLENBURG,11/07/2023,voter,088,DEM,U,UN,M,Age 41 - 65,1,11/27/2023
14893,MECKLENBURG,11/07/2023,voter,076,UNA,W,HL,M,Age 26 - 40,3,11/27/2023
14903,MECKLENBURG,11/07/2023,voter,043,REP,M,HL,F,Age 41 - 65,1,11/27/2023
14905,MECKLENBURG,11/07/2023,voter,132,REP,W,NL,F,Age Over 66,34,11/27/2023
14911,MECKLENBURG,11/07/2023,voter,142,REP,W,UN,M,Age Over 66,40,11/27/2023
14914,MECKLENBURG,11/07/2023,voter,103,DEM,W,UN,F,Age 41 - 65,20,11/27/2023
14923,MECKLENBURG,11/07/2023,voter,222,GRE,B,UN,M,Age 41 - 65,1,11/27/2023
14930,MECKLENBURG,11/07/2023,voter,113,REP,U,HL,M,Age 18 - 25,1,11/27/2023
14933,MECKLENBURG,11/07/2023,voter,128,DEM,M,UN,M,Age 26 - 40,2,11/27/2023
14938,MECKLENBURG,11/07/2023,voter,035,REP,W,NL,M,Age 41 - 65,115,11/27/2023
14946,MECKLENBURG,11/07/2023,voter,088,UNA,U,NL,M,Age 26 - 40,1,11/27/2023
14956,MECKLENBURG,11/07/2023,voter,241,DEM,U,UN,F,Age 18 - 25,4,11/27/2023
14966,MECKLENBURG,11/07/2023,voter,231,UNA,U,NL,F,Age 26 - 40,1,11/27/2023
14973,MECKLENBURG,11/07/2023,voter,082,UNA,B,NL,M,Age 26 - 40,83,11/27/2023
14975,MECKLENBURG,11/07/2023,voter,106,UNA,O,HL,M,Age 18 - 25,1,11/27/2023
14985,MECKLENBURG,11/07/2023,voter,237,DEM,W,NL,F,Age 26 - 40,45,11/27/2023
15002,MECKLENBURG,11/07/2023,voter,014,UNA,B,UN,F,Age 41 - 65,10,11/27/2023
15007,MECKLENBURG,11/07/2023,voter,013,DEM,O,HL,F,Age 26 - 40,15,11/27/2023
15009,MECKLENBURG,11/07/2023,voter,059,DEM,O,NL,F,Age 41 - 65,3,11/27/2023
15014,MECKLENBURG,11/07/2023,voter,008,DEM,U,NL,F,Age 18 - 25,1,11/27/2023
15019,MECKLENBURG,11/07/2023,voter,219,DEM,W,NL,F,Age 18 - 25,8,11/27/2023
15031,MECKLENBURG,11/07/2023,voter,086,UNA,W,NL,M,Age 26 - 40,63,11/27/2023
15032,MECKLENBURG,11/07/2023,voter,006,REP,U,HL,F,Age 41 - 65,1,11/27/2023
15041,MECKLENBURG,11/07/2023,voter,087,LIB,U,HL,M,Age 26 - 40,1,11/27/2023
15054,MECKLENBURG,11/07/2023,voter,220,DEM,W,NL,F,Age 18 - 25,12,11/27/2023
15057,MECKLENBURG,11/07/2023,voter,091,UNA,U,UN,U,Age 41 - 65,84,11/27/2023
15058,MECKLENBURG,11/07/2023,voter,049,UNA,W,HL,M,Age 41 - 65,2,11/27/2023
15068,MECKLENBURG,11/07/2023,voter,109,UNA,W,UN,U,Age 26 - 40,8,11/27/2023
15084,MECKLENBURG,11/07/2023,voter,220,DEM,M,UN,M,Age 26 - 40,1,11/27/2023
15097,MECKLENBURG,11/07/2023,voter,035,DEM,O,NL,M,Age 26 - 40,6,11/27/2023
15109,MECKLENBURG,11/07/2023,voter,215,LIB,W,NL,M,Age 26 - 40,7,11/27/2023
15112,MECKLENBURG,11/07/2023,voter,017,DEM,B,UN,U,Age 41 - 65,9,11/27/2023
15113,MECKLENBURG,11/07/2023,voter,149,LIB,U,HL,F,Age 41 - 65,1,11/27/2023
15115,MECKLENBURG,11/07/2023,voter,216,DEM,B,HL,F,Age 26 - 40,1,11/27/2023
15117,MECKLENBURG,11/07/2023,voter,228,UNA,U,HL,U,Age 41 - 65,1,11/27/2023
15140,MECKLENBURG,11/07/2023,voter,008,DEM,W,UN,F,Age Over 66,8,11/27/2023
15161,MECKLENBURG,11/07/2023,voter,009,LIB,A,NL,F,Age 41 - 65,1,11/27/2023
15173,MECKLENBURG,11/07/2023,voter,115,REP,O,UN,F,Age 18 - 25,1,11/27/2023
15196,MECKLENBURG,11/07/2023,voter,208,REP,B,NL,M,Age 26 - 40,2,11/27/2023
15198,MECKLENBURG,11/07/2023,voter,216,UNA,B,UN,F,Age 26 - 40,5,11/27/2023
15202,MECKLENBURG,11/07/2023,voter,012,DEM,B,NL,M,Age 41 - 65,115,11/27/2023
15208,MECKLENBURG,11/07/2023,voter,046,UNA,U,HL,M,Age Over 66,1,11/27/2023
15245,MECKLENBURG,11/07/2023,voter,041,DEM,W,NL,M,Age 26 - 40,6,11/27/2023
15255,MECKLENBURG,11/07/2023,voter,091,UNA,W,HL,M,Age Over 66,2,11/27/2023
15259,MECKLENBURG,11/07/2023,voter,129,UNA,A,NL,F,Age 18 - 25,3,11/27/2023
15272,MECKLENBURG,11/07/2023,voter,023,REP,W,HL,M,Age 26 - 40,1,11/27/2023
15277,MECKLENBURG,11/07/2023,voter,135,REP,A,HL,M,Age 18 - 25,1,11/27/2023
15281,MECKLENBURG,11/07/2023,voter,101,REP,W,NL,M,Age 41 - 65,120,11/27/2023
15287,MECKLENBURG,11/07/2023,voter,201,DEM,O,UN,F,Age 18 - 25,4,11/27/2023
15291,MECKLENBURG,11/07/2023,voter,007,UNA,B,NL,U,Age 26 - 40,1,11/27/2023
15297,MECKLENBURG,11/07/2023,voter,227,UNA,W,HL,F,Age 26 - 40,7,11/27/2023
15309,MECKLENBURG,11/07/2023,voter,079,UNA,M,HL,M,Age Over 66,1,11/27/2023
15316,MECKLENBURG,11/07/2023,voter,134,REP,A,UN,M,Age 41 - 65,1,11/27/2023
15327,MECKLENBURG,11/07/2023,voter,104,LIB,W,NL,M,Age 26 - 40,2,11/27/2023
15329,MECKLENBURG,11/07/2023,voter,227,UNA,U,HL,F,Age 26 - 40,5,11/27/2023
15339,MECKLENBURG,11/07/2023,voter,005,UNA,O,NL,F,Age 41 - 65,4,11/27/2023
15343,MECKLENBURG,11/07/2023,voter,083,REP,A,UN,M,Age 41 - 65,4,11/27/2023
15344,MECKLENBURG,11/07/2023,voter,137,REP,B,NL,F,Age 41 - 65,3,11/27/2023
15353,MECKLENBURG,11/07/2023,voter,064,REP,W,NL,F,Age Over 66,23,11/27/2023
15361,MECKLENBURG,11/07/2023,voter,150,DEM,A,UN,M,Age Over 66,1,11/27/2023
15385,MECKLENBURG,11/07/2023,voter,133,LIB,B,UN,M,Age 26 - 40,1,11/27/2023
15389,MECKLENBURG,11/07/2023,voter,209,DEM,W,HL,M,Age 41 - 65,4,11/27/2023
15392,MECKLENBURG,11/07/2023,voter,098,GRE,B,NL,M,Age 18 - 25,1,11/27/2023
15412,MECKLENBURG,11/07/2023,voter,149,UNA,M,UN,F,Age 26 - 40,1,11/27/2023
15413,MECKLENBURG,11/07/2023,voter,122,UNA,B,NL,M,Age 41 - 65,68,11/27/2023
15420,MECKLENBURG,11/07/2023,voter,115,UNA,U,UN,M,Age 26 - 40,1,11/27/2023
15432,MECKLENBURG,11/07/2023,voter,124,DEM,W,UN,M,Age 41 - 65,3,11/27/2023
15438,MECKLENBURG,11/07/2023,voter,122,REP,A,UN,F,Age Over 66,2,11/27/2023
15451,MECKLENBURG,11/07/2023,voter,018,DEM,W,NL,M,Age 18 - 25,11,11/27/2023
15467,MECKLENBURG,11/07/2023,voter,122,UNA,B,NL,F,Age 18 - 25,34,11/27/2023
15479,MECKLENBURG,11/07/2023,voter,149,REP,W,UN,F,Age 41 - 65,12,11/27/2023
15482,MECKLENBURG,11/07/2023,voter,102,DEM,U,UN,F,Age 18 - 25,5,11/27/2023
15486,MECKLENBURG,11/07/2023,voter,115,UNA,A,UN,M,Age 41 - 65,1,11/27/2023
15499,MECKLENBURG,11/07/2023,voter,014,DEM,A,UN,M,Age Over 66,1,11/27/2023
15503,MECKLENBURG,11/07/2023,voter,025,UNA,O,NL,F,Age Over 66,1,11/27/2023
15509,MECKLENBURG,11/07/2023,voter,088,REP,W,NL,F,Age 41 - 65,118,11/27/2023
15546,MECKLENBURG,11/07/2023,voter,201,DEM,W,NL,U,Age 41 - 65,5,11/27/2023
15554,MECKLENBURG,11/07/2023,voter,079,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
15619,MECKLENBURG,11/07/2023,voter,236,UNA,U,HL,F,Age 26 - 40,2,11/27/2023
15624,MECKLENBURG,11/07/2023,voter,235,DEM,M,UN,M,Age 26 - 40,1,11/27/2023
15627,MECKLENBURG,11/07/2023,voter,212,DEM,U,UN,U,Age 26 - 40,128,11/27/2023
15629,MECKLENBURG,11/07/2023,voter,231,DEM,M,UN,M,Age 18 - 25,1,11/27/2023
15652,MECKLENBURG,11/07/2023,voter,001,REP,U,NL,F,Age Over 66,1,11/27/2023
15678,MECKLENBURG,11/07/2023,voter,148,REP,W,NL,M,Age 26 - 40,173,11/27/2023
15693,MECKLENBURG,11/07/2023,voter,063,UNA,U,UN,F,Age Over 66,1,11/27/2023
15708,MECKLENBURG,11/07/2023,voter,243,REP,A,UN,M,Age Over 66,6,11/27/2023
15742,MECKLENBURG,11/07/2023,voter,071,UNA,W,NL,U,Age 26 - 40,4,11/27/2023
15762,MECKLENBURG,11/07/2023,voter,052,UNA,U,HL,M,Age 41 - 65,1,11/27/2023
15781,MECKLENBURG,11/07/2023,voter,231,UNA,O,NL,F,Age 18 - 25,6,11/27/2023
