,county_desc,election_date,stats_type,precinct_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date
162975,MECKLENBURG,07/26/2022,voter,074,DEM,W,HL,F,Age 26 - 40,2,07/27/2022
162984,MECKLENBURG,07/26/2022,voter,109,DEM,W,HL,F,Age 41 - 65,3,07/27/2022
163035,MECKLENBURG,07/26/2022,voter,009,UNA,O,UN,F,Age Over 66,1,07/27/2022
163036,MECKLENBURG,07/26/2022,voter,119,DEM,B,UN,M,Age 26 - 40,6,07/27/2022
163055,MECKLENBURG,07/26/2022,voter,136,UNA,U,UN,F,Age 26 - 40,2,07/27/2022
163076,MECKLENBURG,07/26/2022,voter,144,UNA,O,UN,M,Age 41 - 65,5,07/27/2022
163091,MECKLENBURG,07/26/2022,voter,211,REP,B,NL,M,Age 41 - 65,17,07/27/2022
163093,MECKLENBURG,07/26/2022,voter,143,UNA,U,UN,U,Age 26 - 40,45,07/27/2022
163103,MECKLENBURG,07/26/2022,voter,216,REP,W,UN,M,Age 26 - 40,15,07/27/2022
163124,MECKLENBURG,07/26/2022,voter,062,DEM,W,UN,F,Age 41 - 65,4,07/27/2022
163125,MECKLENBURG,07/26/2022,voter,113,DEM,U,HL,F,Age 26 - 40,1,07/27/2022
163126,MECKLENBURG,07/26/2022,voter,088,DEM,B,UN,M,Age 18 - 25,2,07/27/2022
163130,MECKLENBURG,07/26/2022,voter,067,UNA,O,HL,M,Age 18 - 25,1,07/27/2022
163143,MECKLENBURG,07/26/2022,voter,212,REP,I,NL,M,Age 41 - 65,2,07/27/2022
163147,MECKLENBURG,07/26/2022,voter,013,UNA,W,UN,F,Age 26 - 40,48,07/27/2022
163150,MECKLENBURG,07/26/2022,voter,056,DEM,U,UN,U,Age 26 - 40,8,07/27/2022
163164,MECKLENBURG,07/26/2022,voter,043,DEM,O,NL,M,Age 26 - 40,7,07/27/2022
163166,MECKLENBURG,07/26/2022,voter,232,DEM,B,NL,M,Age 41 - 65,43,07/27/2022
163179,MECKLENBURG,07/26/2022,voter,087,DEM,W,NL,F,Age Over 66,67,07/27/2022
163183,MECKLENBURG,07/26/2022,voter,099,UNA,B,UN,M,Age 26 - 40,33,07/27/2022
163208,MECKLENBURG,07/26/2022,voter,089,REP,O,UN,M,Age 18 - 25,2,07/27/2022
163215,MECKLENBURG,07/26/2022,voter,075,LIB,U,UN,U,Age 26 - 40,1,07/27/2022
163220,MECKLENBURG,07/26/2022,voter,022,REP,U,UN,U,Age 41 - 65,9,07/27/2022
163251,MECKLENBURG,07/26/2022,voter,032,DEM,W,UN,M,Age 18 - 25,3,07/27/2022
163272,MECKLENBURG,07/26/2022,voter,124,REP,A,NL,F,Age 26 - 40,1,07/27/2022
163302,MECKLENBURG,07/26/2022,voter,120,DEM,A,NL,M,Age 41 - 65,3,07/27/2022
163316,MECKLENBURG,07/26/2022,voter,097,DEM,O,UN,F,Age 26 - 40,4,07/27/2022
163323,MECKLENBURG,07/26/2022,voter,022,DEM,U,UN,U,Age 26 - 40,107,07/27/2022
163330,MECKLENBURG,07/26/2022,voter,024,REP,M,UN,M,Age Over 66,1,07/27/2022
163342,MECKLENBURG,07/26/2022,voter,225,UNA,A,UN,F,Age Over 66,1,07/27/2022
163349,MECKLENBURG,07/26/2022,voter,129,DEM,U,UN,U,Age 41 - 65,10,07/27/2022
163351,MECKLENBURG,07/26/2022,voter,207,UNA,W,HL,F,Age 41 - 65,3,07/27/2022
163352,MECKLENBURG,07/26/2022,voter,143,UNA,B,NL,F,Age 26 - 40,16,07/27/2022
163360,MECKLENBURG,07/26/2022,voter,224,REP,W,UN,F,Age 18 - 25,3,07/27/2022
163377,MECKLENBURG,07/26/2022,voter,063,UNA,W,UN,F,Age 18 - 25,3,07/27/2022
163381,MECKLENBURG,07/26/2022,voter,050,REP,W,NL,M,Age 18 - 25,9,07/27/2022
163383,MECKLENBURG,07/26/2022,voter,075,UNA,U,UN,U,Age Over 66,3,07/27/2022
163412,MECKLENBURG,07/26/2022,voter,021,UNA,W,HL,M,Age 41 - 65,1,07/27/2022
163436,MECKLENBURG,07/26/2022,voter,015,DEM,O,HL,M,Age 26 - 40,4,07/27/2022
163443,MECKLENBURG,07/26/2022,voter,077,REP,U,HL,F,Age Over 66,1,07/27/2022
163466,MECKLENBURG,07/26/2022,voter,228,DEM,B,HL,F,Age 18 - 25,1,07/27/2022
163472,MECKLENBURG,07/26/2022,voter,138,DEM,U,UN,M,Age Over 66,2,07/27/2022
163521,MECKLENBURG,07/26/2022,voter,073,UNA,U,UN,U,Age Over 66,5,07/27/2022
163526,MECKLENBURG,07/26/2022,voter,205,DEM,A,NL,F,Age 41 - 65,5,07/27/2022
163540,MECKLENBURG,07/26/2022,voter,137,UNA,O,NL,F,Age 26 - 40,12,07/27/2022
163558,MECKLENBURG,07/26/2022,voter,243,DEM,U,UN,U,Age Over 66,8,07/27/2022
163575,MECKLENBURG,07/26/2022,voter,146,DEM,B,NL,M,Age 26 - 40,188,07/27/2022
163594,MECKLENBURG,07/26/2022,voter,145,REP,O,NL,F,Age Over 66,2,07/27/2022
163605,MECKLENBURG,07/26/2022,voter,223.1,REP,A,NL,M,Age 41 - 65,2,07/27/2022
163609,MECKLENBURG,07/26/2022,voter,122,DEM,W,NL,F,Age 41 - 65,145,07/27/2022
163630,MECKLENBURG,07/26/2022,voter,204.1,UNA,U,UN,M,Age 41 - 65,7,07/27/2022
163641,MECKLENBURG,07/26/2022,voter,140,REP,U,NL,M,Age 41 - 65,3,07/27/2022
163646,MECKLENBURG,07/26/2022,voter,210,DEM,O,UN,F,Age 41 - 65,3,07/27/2022
163657,MECKLENBURG,07/26/2022,voter,217,UNA,W,NL,U,Age 18 - 25,4,07/27/2022
163662,MECKLENBURG,07/26/2022,voter,098,UNA,U,HL,F,Age 18 - 25,19,07/27/2022
163681,MECKLENBURG,07/26/2022,voter,009,DEM,U,UN,F,Age 18 - 25,3,07/27/2022
163693,MECKLENBURG,07/26/2022,voter,119,DEM,B,NL,F,Age 18 - 25,6,07/27/2022
163697,MECKLENBURG,07/26/2022,voter,135,UNA,W,UN,F,Age 18 - 25,12,07/27/2022
163701,MECKLENBURG,07/26/2022,voter,091,DEM,A,NL,F,Age 26 - 40,7,07/27/2022
163702,MECKLENBURG,07/26/2022,voter,032,DEM,M,NL,M,Age 18 - 25,1,07/27/2022
163703,MECKLENBURG,07/26/2022,voter,132,DEM,O,HL,M,Age 18 - 25,18,07/27/2022
163713,MECKLENBURG,07/26/2022,voter,103,DEM,O,HL,F,Age 26 - 40,1,07/27/2022
163730,MECKLENBURG,07/26/2022,voter,239,UNA,W,NL,F,Age 41 - 65,98,07/27/2022
163732,MECKLENBURG,07/26/2022,voter,145,UNA,A,UN,F,Invalid Birth Dates,1,07/27/2022
163734,MECKLENBURG,07/26/2022,voter,083,DEM,U,HL,M,Age 18 - 25,8,07/27/2022
163738,MECKLENBURG,07/26/2022,voter,117,DEM,A,NL,F,Age 41 - 65,1,07/27/2022
163745,MECKLENBURG,07/26/2022,voter,012,UNA,O,HL,M,Age 41 - 65,1,07/27/2022
163798,MECKLENBURG,07/26/2022,voter,205,DEM,O,NL,F,Age Over 66,2,07/27/2022
163814,MECKLENBURG,07/26/2022,voter,151,DEM,W,HL,M,Age 41 - 65,2,07/27/2022
163828,MECKLENBURG,07/26/2022,voter,006,UNA,M,NL,F,Age 18 - 25,2,07/27/2022
163838,MECKLENBURG,07/26/2022,voter,223.1,UNA,O,UN,M,Age Over 66,1,07/27/2022
163883,MECKLENBURG,07/26/2022,voter,024,UNA,A,UN,M,Age Over 66,1,07/27/2022
163912,MECKLENBURG,07/26/2022,voter,081,REP,W,NL,M,Age 41 - 65,41,07/27/2022
163917,MECKLENBURG,07/26/2022,voter,235,LIB,W,UN,M,Age Over 66,1,07/27/2022
163931,MECKLENBURG,07/26/2022,voter,108,DEM,U,UN,M,Age 26 - 40,2,07/27/2022
163949,MECKLENBURG,07/26/2022,voter,109,DEM,W,UN,M,Age 26 - 40,38,07/27/2022
163952,MECKLENBURG,07/26/2022,voter,230,DEM,B,UN,U,Age 26 - 40,4,07/27/2022
163954,MECKLENBURG,07/26/2022,voter,123,DEM,O,HL,F,Age 26 - 40,12,07/27/2022
163967,MECKLENBURG,07/26/2022,voter,232,UNA,W,HL,M,Age 18 - 25,2,07/27/2022
163977,MECKLENBURG,07/26/2022,voter,240,UNA,U,NL,F,Age Over 66,1,07/27/2022
163989,MECKLENBURG,07/26/2022,voter,120,DEM,O,UN,F,Age 26 - 40,3,07/27/2022
163993,MECKLENBURG,07/26/2022,voter,019,UNA,W,HL,F,Age 18 - 25,1,07/27/2022
163997,MECKLENBURG,07/26/2022,voter,045,DEM,O,HL,F,Age Over 66,1,07/27/2022
164005,MECKLENBURG,07/26/2022,voter,017,DEM,W,NL,M,Age 26 - 40,29,07/27/2022
164009,MECKLENBURG,07/26/2022,voter,070,REP,W,HL,M,Age 41 - 65,1,07/27/2022
164038,MECKLENBURG,07/26/2022,voter,237,UNA,O,NL,M,Age 26 - 40,12,07/27/2022
164041,MECKLENBURG,07/26/2022,voter,228,DEM,U,HL,F,Age 41 - 65,21,07/27/2022
164058,MECKLENBURG,07/26/2022,voter,062,DEM,O,NL,F,Age 41 - 65,7,07/27/2022
164066,MECKLENBURG,07/26/2022,voter,050,UNA,W,UN,M,Age Over 66,4,07/27/2022
164082,MECKLENBURG,07/26/2022,voter,211,UNA,B,UN,U,Age Over 66,1,07/27/2022
164091,MECKLENBURG,07/26/2022,voter,207,REP,M,NL,M,Age 18 - 25,1,07/27/2022
164094,MECKLENBURG,07/26/2022,voter,212,DEM,W,UN,F,Age Over 66,11,07/27/2022
164098,MECKLENBURG,07/26/2022,voter,223.1,UNA,M,NL,M,Age 26 - 40,3,07/27/2022
164107,MECKLENBURG,07/26/2022,voter,055,UNA,B,UN,M,Age 26 - 40,13,07/27/2022
164108,MECKLENBURG,07/26/2022,voter,098,REP,U,UN,F,Age 41 - 65,1,07/27/2022
164119,MECKLENBURG,07/26/2022,voter,013,DEM,B,NL,M,Age 41 - 65,196,07/27/2022
164121,MECKLENBURG,07/26/2022,voter,213,UNA,M,UN,M,Age 41 - 65,1,07/27/2022
164128,MECKLENBURG,07/26/2022,voter,203,DEM,O,NL,M,Age 26 - 40,4,07/27/2022
164132,MECKLENBURG,07/26/2022,voter,055,UNA,M,UN,M,Age 26 - 40,1,07/27/2022
164158,MECKLENBURG,07/26/2022,voter,145,UNA,B,HL,M,Age 41 - 65,2,07/27/2022
164160,MECKLENBURG,07/26/2022,voter,243,REP,U,UN,M,Age 26 - 40,6,07/27/2022
164165,MECKLENBURG,07/26/2022,voter,093,REP,A,UN,M,Age Over 66,2,07/27/2022
164172,MECKLENBURG,07/26/2022,voter,007,UNA,U,UN,F,Age 41 - 65,4,07/27/2022
164187,MECKLENBURG,07/26/2022,voter,135,DEM,U,UN,F,Age 18 - 25,10,07/27/2022
164190,MECKLENBURG,07/26/2022,voter,102,DEM,M,NL,F,Age Over 66,2,07/27/2022
164192,MECKLENBURG,07/26/2022,voter,229,LIB,W,UN,F,Age 26 - 40,3,07/27/2022
164198,MECKLENBURG,07/26/2022,voter,054,REP,O,UN,M,Age 18 - 25,1,07/27/2022
164218,MECKLENBURG,07/26/2022,voter,237,DEM,B,HL,F,Age 41 - 65,3,07/27/2022
164220,MECKLENBURG,07/26/2022,voter,117,UNA,B,NL,M,Age 41 - 65,28,07/27/2022
164232,MECKLENBURG,07/26/2022,voter,061,DEM,U,UN,U,Age 41 - 65,14,07/27/2022
164234,MECKLENBURG,07/26/2022,voter,031,REP,W,NL,M,Age Over 66,1,07/27/2022
164248,MECKLENBURG,07/26/2022,voter,085,UNA,W,NL,M,Age Over 66,67,07/27/2022
164251,MECKLENBURG,07/26/2022,voter,020,DEM,W,HL,F,Age 41 - 65,2,07/27/2022
164255,MECKLENBURG,07/26/2022,voter,078.1,UNA,A,NL,M,Age Over 66,1,07/27/2022
164259,MECKLENBURG,07/26/2022,voter,148,REP,U,UN,U,Age Over 66,9,07/27/2022
164262,MECKLENBURG,07/26/2022,voter,102,UNA,M,HL,M,Age Over 66,1,07/27/2022
164278,MECKLENBURG,07/26/2022,voter,011,UNA,W,NL,M,Age 26 - 40,730,07/27/2022
164305,MECKLENBURG,07/26/2022,voter,126,REP,W,HL,M,Age 41 - 65,1,07/27/2022
164310,MECKLENBURG,07/26/2022,voter,037,UNA,B,UN,U,Age 26 - 40,1,07/27/2022
164323,MECKLENBURG,07/26/2022,voter,115,LIB,W,HL,F,Age 26 - 40,1,07/27/2022
164329,MECKLENBURG,07/26/2022,voter,112,DEM,W,NL,F,Age 18 - 25,28,07/27/2022
164336,MECKLENBURG,07/26/2022,voter,142,UNA,O,UN,M,Age 18 - 25,2,07/27/2022
164337,MECKLENBURG,07/26/2022,voter,025,UNA,U,NL,F,Age 26 - 40,1,07/27/2022
164346,MECKLENBURG,07/26/2022,voter,010,DEM,W,HL,F,Age 26 - 40,2,07/27/2022
164353,MECKLENBURG,07/26/2022,voter,222,REP,B,UN,F,Age 26 - 40,2,07/27/2022
164366,MECKLENBURG,07/26/2022,voter,084,DEM,O,HL,M,Age Over 66,2,07/27/2022
164383,MECKLENBURG,07/26/2022,voter,033,UNA,U,NL,M,Age 26 - 40,2,07/27/2022
164384,MECKLENBURG,07/26/2022,voter,058,UNA,W,NL,M,Age 26 - 40,179,07/27/2022
164387,MECKLENBURG,07/26/2022,voter,202,UNA,O,HL,F,Age 18 - 25,1,07/27/2022
164394,MECKLENBURG,07/26/2022,voter,010,DEM,W,NL,M,Age 18 - 25,16,07/27/2022
164404,MECKLENBURG,07/26/2022,voter,228,DEM,U,UN,F,Age 18 - 25,2,07/27/2022
164413,MECKLENBURG,07/26/2022,voter,211,UNA,U,NL,F,Age 41 - 65,2,07/27/2022
164420,MECKLENBURG,07/26/2022,voter,134,UNA,B,NL,U,Age 18 - 25,1,07/27/2022
164424,MECKLENBURG,07/26/2022,voter,149,UNA,W,HL,M,Age Over 66,2,07/27/2022
164446,MECKLENBURG,07/26/2022,voter,075,REP,W,UN,F,Age 41 - 65,29,07/27/2022
164447,MECKLENBURG,07/26/2022,voter,048,DEM,W,NL,F,Age 18 - 25,34,07/27/2022
164448,MECKLENBURG,07/26/2022,voter,010,DEM,W,UN,F,Age 18 - 25,7,07/27/2022
164456,MECKLENBURG,07/26/2022,voter,149,UNA,U,UN,M,Age 41 - 65,11,07/27/2022
164457,MECKLENBURG,07/26/2022,voter,209,REP,U,HL,F,Age 41 - 65,1,07/27/2022
164468,MECKLENBURG,07/26/2022,voter,058,REP,B,UN,U,Age 41 - 65,1,07/27/2022
164474,MECKLENBURG,07/26/2022,voter,231,UNA,U,HL,F,Age 41 - 65,7,07/27/2022
164475,MECKLENBURG,07/26/2022,voter,102,UNA,O,UN,M,Age 26 - 40,5,07/27/2022
164477,MECKLENBURG,07/26/2022,voter,034,REP,W,UN,M,Age 41 - 65,13,07/27/2022
164488,MECKLENBURG,07/26/2022,voter,020,UNA,I,NL,F,Age 26 - 40,1,07/27/2022
164489,MECKLENBURG,07/26/2022,voter,013,DEM,B,UN,U,Age 26 - 40,9,07/27/2022
164490,MECKLENBURG,07/26/2022,voter,119,REP,W,UN,F,Age Over 66,15,07/27/2022
164515,MECKLENBURG,07/26/2022,voter,148,REP,W,UN,U,Age 26 - 40,2,07/27/2022
164525,MECKLENBURG,07/26/2022,voter,207,DEM,I,UN,F,Age 41 - 65,1,07/27/2022
164537,MECKLENBURG,07/26/2022,voter,243,DEM,O,NL,M,Invalid Birth Dates,1,07/27/2022
164540,MECKLENBURG,07/26/2022,voter,241,UNA,B,UN,F,Age 41 - 65,21,07/27/2022
164549,MECKLENBURG,07/26/2022,voter,013,LIB,W,NL,F,Age 18 - 25,1,07/27/2022
164554,MECKLENBURG,07/26/2022,voter,075,UNA,U,UN,U,Age 41 - 65,32,07/27/2022
164556,MECKLENBURG,07/26/2022,voter,131,DEM,U,UN,M,Age Over 66,3,07/27/2022
164563,MECKLENBURG,07/26/2022,voter,058,UNA,U,NL,M,Age 26 - 40,2,07/27/2022
164578,MECKLENBURG,07/26/2022,voter,122,UNA,W,NL,U,Age 26 - 40,4,07/27/2022
164598,MECKLENBURG,07/26/2022,voter,123,LIB,W,NL,M,Age 26 - 40,1,07/27/2022
164606,MECKLENBURG,07/26/2022,voter,100,REP,U,UN,U,Age 18 - 25,3,07/27/2022
164619,MECKLENBURG,07/26/2022,voter,200,REP,W,UN,F,Age 26 - 40,7,07/27/2022
164634,MECKLENBURG,07/26/2022,voter,052,REP,B,UN,U,Age 18 - 25,1,07/27/2022
164651,MECKLENBURG,07/26/2022,voter,137,UNA,O,HL,M,Age 26 - 40,1,07/27/2022
164661,MECKLENBURG,07/26/2022,voter,093,UNA,W,NL,U,Age Over 66,1,07/27/2022
164669,MECKLENBURG,07/26/2022,voter,032,UNA,W,UN,M,Age 26 - 40,24,07/27/2022
164670,MECKLENBURG,07/26/2022,voter,208,DEM,B,UN,F,Age 26 - 40,2,07/27/2022
164678,MECKLENBURG,07/26/2022,voter,231,UNA,A,NL,M,Age 26 - 40,15,07/27/2022
164686,MECKLENBURG,07/26/2022,voter,044,REP,W,UN,M,Age 18 - 25,2,07/27/2022
164704,MECKLENBURG,07/26/2022,voter,137,DEM,A,UN,F,Age Over 66,3,07/27/2022
164710,MECKLENBURG,07/26/2022,voter,133,UNA,U,UN,U,Age 18 - 25,23,07/27/2022
164720,MECKLENBURG,07/26/2022,voter,133,DEM,B,UN,F,Age Over 66,11,07/27/2022
164721,MECKLENBURG,07/26/2022,voter,215,DEM,O,NL,F,Age 18 - 25,3,07/27/2022
164725,MECKLENBURG,07/26/2022,voter,074,UNA,W,NL,M,Invalid Birth Dates,1,07/27/2022
164731,MECKLENBURG,07/26/2022,voter,128,DEM,W,HL,M,Age 41 - 65,3,07/27/2022
164737,MECKLENBURG,07/26/2022,voter,088,UNA,A,UN,F,Age 26 - 40,3,07/27/2022
164744,MECKLENBURG,07/26/2022,voter,214,REP,B,NL,F,Age Over 66,5,07/27/2022
164759,MECKLENBURG,07/26/2022,voter,233,UNA,W,UN,M,Invalid Birth Dates,1,07/27/2022
164766,MECKLENBURG,07/26/2022,voter,012,UNA,B,UN,M,Age 26 - 40,29,07/27/2022
164770,MECKLENBURG,07/26/2022,voter,062,DEM,B,NL,F,Age 18 - 25,44,07/27/2022
164773,MECKLENBURG,07/26/2022,voter,221,UNA,W,UN,M,Age 41 - 65,41,07/27/2022
164780,MECKLENBURG,07/26/2022,voter,134,DEM,B,NL,F,Age 26 - 40,98,07/27/2022
164781,MECKLENBURG,07/26/2022,voter,041,REP,U,UN,F,Age Over 66,1,07/27/2022
164806,MECKLENBURG,07/26/2022,voter,049,DEM,W,NL,M,Age 26 - 40,57,07/27/2022
164810,MECKLENBURG,07/26/2022,voter,118,UNA,A,NL,M,Age Over 66,1,07/27/2022
164829,MECKLENBURG,07/26/2022,voter,209,REP,I,NL,M,Age 41 - 65,2,07/27/2022
164839,MECKLENBURG,07/26/2022,voter,222,REP,W,UN,M,Age 18 - 25,2,07/27/2022
164845,MECKLENBURG,07/26/2022,voter,237,LIB,M,NL,F,Age 41 - 65,1,07/27/2022
164847,MECKLENBURG,07/26/2022,voter,063,LIB,W,UN,F,Age 26 - 40,1,07/27/2022
164872,MECKLENBURG,07/26/2022,voter,135,UNA,W,NL,F,Invalid Birth Dates,1,07/27/2022
164889,MECKLENBURG,07/26/2022,voter,063,REP,W,HL,M,Age 26 - 40,1,07/27/2022
164894,MECKLENBURG,07/26/2022,voter,128,REP,A,NL,F,Age Over 66,2,07/27/2022
164901,MECKLENBURG,07/26/2022,voter,105,UNA,M,HL,M,Age 18 - 25,1,07/27/2022
164904,MECKLENBURG,07/26/2022,voter,090,DEM,U,UN,U,Age 18 - 25,6,07/27/2022
164913,MECKLENBURG,07/26/2022,voter,083,REP,O,HL,M,Age 26 - 40,4,07/27/2022
164938,MECKLENBURG,07/26/2022,voter,074,REP,O,NL,F,Age Over 66,1,07/27/2022
164965,MECKLENBURG,07/26/2022,voter,098,REP,O,NL,M,Age Over 66,2,07/27/2022
164988,MECKLENBURG,07/26/2022,voter,083,UNA,B,NL,M,Invalid Birth Dates,1,07/27/2022
164991,MECKLENBURG,07/26/2022,voter,138,DEM,B,NL,M,Invalid Birth Dates,1,07/27/2022
165008,MECKLENBURG,07/26/2022,voter,141,UNA,W,NL,F,Age 41 - 65,8,07/27/2022
165016,MECKLENBURG,07/26/2022,voter,224,UNA,O,HL,F,Age 18 - 25,4,07/27/2022
165017,MECKLENBURG,07/26/2022,voter,207,UNA,W,NL,M,Invalid Birth Dates,2,07/27/2022
165053,MECKLENBURG,07/26/2022,voter,237,REP,O,NL,M,Age 18 - 25,1,07/27/2022
165063,MECKLENBURG,07/26/2022,voter,082,REP,A,UN,M,Age 41 - 65,1,07/27/2022
165064,MECKLENBURG,07/26/2022,voter,208,DEM,W,UN,U,Age 41 - 65,2,07/27/2022
165065,MECKLENBURG,07/26/2022,voter,230,UNA,W,NL,U,Age 26 - 40,11,07/27/2022
165067,MECKLENBURG,07/26/2022,voter,026,REP,B,NL,F,Age 26 - 40,4,07/27/2022
165070,MECKLENBURG,07/26/2022,voter,115,DEM,B,UN,M,Age 26 - 40,16,07/27/2022
165074,MECKLENBURG,07/26/2022,voter,238.1,DEM,B,UN,M,Age 26 - 40,25,07/27/2022
165086,MECKLENBURG,07/26/2022,voter,111,UNA,B,UN,F,Age Over 66,2,07/27/2022
165093,MECKLENBURG,07/26/2022,voter,218,UNA,U,NL,F,Age 26 - 40,2,07/27/2022
165107,MECKLENBURG,07/26/2022,voter,061,LIB,W,NL,M,Age 41 - 65,2,07/27/2022
165121,MECKLENBURG,07/26/2022,voter,148,UNA,A,UN,F,Age 18 - 25,5,07/27/2022
165126,MECKLENBURG,07/26/2022,voter,050,UNA,U,NL,M,Age 26 - 40,3,07/27/2022
165142,MECKLENBURG,07/26/2022,voter,212,REP,B,NL,M,Age Over 66,5,07/27/2022
165145,MECKLENBURG,07/26/2022,voter,236,REP,W,HL,F,Age 41 - 65,3,07/27/2022
165146,MECKLENBURG,07/26/2022,voter,202,DEM,M,UN,F,Age 18 - 25,1,07/27/2022
165159,MECKLENBURG,07/26/2022,voter,229,LIB,W,UN,U,Age 26 - 40,1,07/27/2022
165165,MECKLENBURG,07/26/2022,voter,213,DEM,I,UN,F,Age 41 - 65,1,07/27/2022
165167,MECKLENBURG,07/26/2022,voter,017,UNA,B,NL,M,Invalid Birth Dates,1,07/27/2022
165184,MECKLENBURG,07/26/2022,voter,211,UNA,M,NL,M,Age 18 - 25,1,07/27/2022
165186,MECKLENBURG,07/26/2022,voter,213,DEM,O,HL,F,Invalid Birth Dates,2,07/27/2022
165199,MECKLENBURG,07/26/2022,voter,213,DEM,W,NL,F,Age 18 - 25,8,07/27/2022
165201,MECKLENBURG,07/26/2022,voter,229,REP,O,HL,F,Age 41 - 65,9,07/27/2022
165216,MECKLENBURG,07/26/2022,voter,057,UNA,W,NL,F,Age Over 66,128,07/27/2022
165222,MECKLENBURG,07/26/2022,voter,116,UNA,O,HL,M,Age 26 - 40,6,07/27/2022
165242,MECKLENBURG,07/26/2022,voter,228,UNA,B,NL,M,Age 18 - 25,26,07/27/2022
165244,MECKLENBURG,07/26/2022,voter,226,REP,W,UN,M,Age 41 - 65,27,07/27/2022
165261,MECKLENBURG,07/26/2022,voter,205,DEM,U,UN,M,Age 18 - 25,2,07/27/2022
165265,MECKLENBURG,07/26/2022,voter,212,DEM,W,HL,F,Age 18 - 25,3,07/27/2022
165267,MECKLENBURG,07/26/2022,voter,029,UNA,A,UN,F,Age 26 - 40,1,07/27/2022
165270,MECKLENBURG,07/26/2022,voter,039,REP,B,UN,F,Age Over 66,1,07/27/2022
165273,MECKLENBURG,07/26/2022,voter,033,LIB,W,UN,M,Age 41 - 65,1,07/27/2022
165278,MECKLENBURG,07/26/2022,voter,239,UNA,U,HL,U,Age 26 - 40,1,07/27/2022
165301,MECKLENBURG,07/26/2022,voter,004,DEM,A,UN,F,Age 26 - 40,2,07/27/2022
165309,MECKLENBURG,07/26/2022,voter,084,UNA,B,NL,F,Age 18 - 25,11,07/27/2022
165311,MECKLENBURG,07/26/2022,voter,050,UNA,U,UN,M,Age 26 - 40,1,07/27/2022
165313,MECKLENBURG,07/26/2022,voter,030,UNA,U,NL,F,Age 26 - 40,2,07/27/2022
165328,MECKLENBURG,07/26/2022,voter,028,DEM,O,NL,M,Age Over 66,2,07/27/2022
165345,MECKLENBURG,07/26/2022,voter,029,UNA,A,NL,F,Age 26 - 40,2,07/27/2022
165346,MECKLENBURG,07/26/2022,voter,200,DEM,A,NL,F,Age 18 - 25,1,07/27/2022
165356,MECKLENBURG,07/26/2022,voter,069,REP,M,NL,M,Age 41 - 65,1,07/27/2022
165363,MECKLENBURG,07/26/2022,voter,047,DEM,A,NL,F,Age 18 - 25,1,07/27/2022
165364,MECKLENBURG,07/26/2022,voter,064,UNA,U,NL,F,Age 41 - 65,1,07/27/2022
165389,MECKLENBURG,07/26/2022,voter,033,DEM,W,UN,M,Age 26 - 40,11,07/27/2022
165402,MECKLENBURG,07/26/2022,voter,214,UNA,B,NL,U,Age 41 - 65,3,07/27/2022
165422,MECKLENBURG,07/26/2022,voter,225,REP,W,HL,F,Age 41 - 65,1,07/27/2022
165441,MECKLENBURG,07/26/2022,voter,223.1,UNA,U,UN,U,Age 18 - 25,57,07/27/2022
165457,MECKLENBURG,07/26/2022,voter,142,REP,U,UN,F,Age 18 - 25,2,07/27/2022
165472,MECKLENBURG,07/26/2022,voter,143,UNA,M,NL,F,Age 26 - 40,1,07/27/2022
165477,MECKLENBURG,07/26/2022,voter,239,REP,O,UN,F,Age 18 - 25,1,07/27/2022
165479,MECKLENBURG,07/26/2022,voter,201,DEM,A,UN,M,Age 18 - 25,1,07/27/2022
165485,MECKLENBURG,07/26/2022,voter,216,UNA,O,HL,F,Age 26 - 40,12,07/27/2022
165486,MECKLENBURG,07/26/2022,voter,049,REP,U,NL,F,Age 41 - 65,1,07/27/2022
165489,MECKLENBURG,07/26/2022,voter,045,UNA,U,HL,F,Age 26 - 40,3,07/27/2022
165494,MECKLENBURG,07/26/2022,voter,093,UNA,W,UN,M,Age 18 - 25,4,07/27/2022
165499,MECKLENBURG,07/26/2022,voter,012,LIB,W,NL,F,Age 26 - 40,2,07/27/2022
165525,MECKLENBURG,07/26/2022,voter,207,REP,W,NL,U,Age 26 - 40,2,07/27/2022
165532,MECKLENBURG,07/26/2022,voter,127,DEM,W,UN,F,Age 26 - 40,36,07/27/2022
165543,MECKLENBURG,07/26/2022,voter,211,UNA,A,NL,F,Age 41 - 65,11,07/27/2022
165544,MECKLENBURG,07/26/2022,voter,072,DEM,O,NL,F,Age 18 - 25,1,07/27/2022
165564,MECKLENBURG,07/26/2022,voter,009,DEM,B,NL,U,Age 41 - 65,1,07/27/2022
165570,MECKLENBURG,07/26/2022,voter,146,REP,A,NL,M,Age 41 - 65,2,07/27/2022
165574,MECKLENBURG,07/26/2022,voter,147,UNA,W,UN,F,Age 18 - 25,5,07/27/2022
165575,MECKLENBURG,07/26/2022,voter,040,REP,A,UN,M,Age 41 - 65,4,07/27/2022
165583,MECKLENBURG,07/26/2022,voter,091,UNA,O,NL,F,Age 18 - 25,4,07/27/2022
165595,MECKLENBURG,07/26/2022,voter,057,DEM,B,NL,M,Age Over 66,16,07/27/2022
165598,MECKLENBURG,07/26/2022,voter,101,DEM,A,NL,M,Age 41 - 65,1,07/27/2022
165610,MECKLENBURG,07/26/2022,voter,049,DEM,B,NL,M,Age Over 66,3,07/27/2022
