,Unnamed: 0,County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes,Real Precinct
148,4018,MECKLENBURG,7/26/22,052,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,18,6,0,0,24,Y
149,4019,MECKLENBURG,7/26/22,052,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,147,154,0,0,301,Y
150,4038,MECKLENBURG,7/26/22,053,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,22,9,0,0,31,Y
151,4039,MECKLENBURG,7/26/22,053,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,131,87,0,0,218,Y
152,4058,MECKLENBURG,7/26/22,054,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,19,9,0,0,28,Y
153,4059,MECKLENBURG,7/26/22,054,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,245,164,0,0,409,Y
154,4078,MECKLENBURG,7/26/22,055,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,2,4,0,0,6,Y
155,4079,MECKLENBURG,7/26/22,055,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,86,110,0,0,196,Y
156,4098,MECKLENBURG,7/26/22,056,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,4,4,0,0,8,Y
157,4099,MECKLENBURG,7/26/22,056,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,59,54,0,0,113,Y
158,4118,MECKLENBURG,7/26/22,057,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,134,77,0,0,211,Y
159,4119,MECKLENBURG,7/26/22,057,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,187,192,0,0,379,Y
160,4138,MECKLENBURG,7/26/22,058,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,97,19,0,0,116,Y
161,4139,MECKLENBURG,7/26/22,058,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,144,93,0,0,237,Y
162,4158,MECKLENBURG,7/26/22,059,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,70,17,0,0,87,Y
163,4159,MECKLENBURG,7/26/22,059,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,109,78,0,0,187,Y
164,4178,MECKLENBURG,7/26/22,060,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,8,15,0,0,23,Y
165,4179,MECKLENBURG,7/26/22,060,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,143,168,0,0,311,Y
166,4198,MECKLENBURG,7/26/22,061,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,74,21,0,0,95,Y
167,4199,MECKLENBURG,7/26/22,061,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,161,111,0,0,272,Y
168,4218,MECKLENBURG,7/26/22,062,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,19,18,0,0,37,Y
169,4219,MECKLENBURG,7/26/22,062,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,93,61,0,0,154,Y
170,4237,MECKLENBURG,7/26/22,063,1,C,CITY OF CHARLOTTE MAYOR,Stephanie de Sarachaga-Bilbao,REP,1,29,14,0,0,43,Y
171,4238,MECKLENBURG,7/26/22,063,1,C,CITY OF CHARLOTTE MAYOR,Vi Alexander Lyles,DEM,1,74,74,0,0,148,Y
