County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes,Real Precinct
GUILFORD,7/26/22,G42B,12,C,CITY OF GREENSBORO TRANSPORTATION BONDS,No, ,1,58,0,1,0,59,Y
GUILFORD,7/26/22,G42B,12,C,CITY OF GREENSBORO TRANSPORTATION BONDS,Yes, ,1,199,0,6,0,205,Y
GUILFORD,7/26/22,G43,1,C,CITY OF GREENSBORO MAYOR,Chris Meadows (Write-In),,1,25,0,0,0,25,Y
GUILFORD,7/26/22,G43,1,C,CITY OF GREENSBORO MAYOR,Justin Outling, ,1,56,0,1,0,57,Y
GUILFORD,7/26/22,G43,1,C,CITY OF GREENSBORO MAYOR,Mark Meadows (Write-In),,1,0,0,0,0,0,Y
GUILFORD,7/26/22,G43,1,C,CITY OF GREENSBORO MAYOR,Nancy Vaughan, ,1,51,0,1,0,52,Y
GUILFORD,7/26/22,G43,1,C,CITY OF GREENSBORO MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Chris Meadows (Write-In),,3,0,0,0,0,0,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Heather Hogan (Write-In),,3,0,0,0,0,0,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Hugh Holston, ,3,31,0,1,0,32,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Katie Rossabi, ,3,55,0,0,0,55,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Linda Wilson, ,3,31,0,2,0,33,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Marikay Abuzuaiter, ,3,55,0,0,0,55,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Tracy Furman, ,3,44,0,0,0,44,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Write-In (Miscellaneous),,3,5,0,0,0,5,Y
GUILFORD,7/26/22,G43,2,C,CITY OF GREENSBORO CITY COUNCIL AT-LARGE,Yvonne J. Johnson, ,3,66,0,1,0,67,Y
GUILFORD,7/26/22,G43,7,C,CITY OF GREENSBORO CITY COUNCIL DISTRICT 05,Tammi Z. Thurm, ,1,68,0,1,0,69,Y
