,county_desc,election_date,stats_type,precinct_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date
174752,RANDOLPH,11/07/2023,voter,LB,UNA,O,HL,F,Age Over 66,1,11/27/2023
174757,RANDOLPH,11/07/2023,voter,TT,REP,M,UN,M,Age 41 - 65,2,11/27/2023
174759,RANDOLPH,11/07/2023,voter,AE,UNA,O,UN,F,Age 41 - 65,1,11/27/2023
174999,RANDOLPH,11/07/2023,voter,LC,UNA,W,UN,U,Age 26 - 40,3,11/27/2023
175255,RANDOLPH,11/07/2023,voter,AW,DEM,W,NL,U,Age Over 66,1,11/27/2023
175300,RANDOLPH,11/07/2023,voter,AR,DEM,O,NL,M,Age 18 - 25,2,11/27/2023
175332,RANDOLPH,11/07/2023,voter,SE,DEM,W,NL,M,Age 18 - 25,1,11/27/2023
175423,RANDOLPH,11/07/2023,voter,NM,REP,I,NL,M,Age 41 - 65,2,11/27/2023
175425,RANDOLPH,11/07/2023,voter,LB,REP,B,UN,F,Age 18 - 25,1,11/27/2023
175450,RANDOLPH,11/07/2023,voter,RM,UNA,I,UN,F,Age Over 66,1,11/27/2023
175681,RANDOLPH,11/07/2023,voter,LB,DEM,B,UN,U,Age 41 - 65,1,11/27/2023
175717,RANDOLPH,11/07/2023,voter,TR,DEM,A,NL,M,Age 26 - 40,1,11/27/2023
175858,RANDOLPH,11/07/2023,voter,LB,REP,W,HL,M,Age 41 - 65,1,11/27/2023
175864,RANDOLPH,11/07/2023,voter,DR,DEM,W,UN,M,Age 26 - 40,6,11/27/2023
175913,RANDOLPH,11/07/2023,voter,AW,UNA,U,UN,U,Age 41 - 65,8,11/27/2023
175947,RANDOLPH,11/07/2023,voter,RN,REP,W,NL,U,Age Over 66,3,11/27/2023
175963,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,U,Age 26 - 40,5,11/27/2023
176436,RANDOLPH,11/07/2023,voter,AW,REP,O,UN,F,Age 26 - 40,1,11/27/2023
176574,RANDOLPH,11/07/2023,voter,AW,REP,U,UN,M,Age 26 - 40,1,11/27/2023
176584,RANDOLPH,11/07/2023,voter,SW,UNA,B,NL,F,Age 26 - 40,2,11/27/2023
176706,RANDOLPH,11/07/2023,voter,AS,DEM,M,HL,F,Age 26 - 40,1,11/27/2023
176790,RANDOLPH,11/07/2023,voter,SW,REP,W,UN,F,Age 26 - 40,37,11/27/2023
176839,RANDOLPH,11/07/2023,voter,RN,DEM,U,HL,F,Age 18 - 25,3,11/27/2023
176886,RANDOLPH,11/07/2023,voter,AR,DEM,W,NL,M,Age 41 - 65,10,11/27/2023
176908,RANDOLPH,11/07/2023,voter,TT,NLB,W,NL,F,Age 18 - 25,1,11/27/2023
177006,RANDOLPH,11/07/2023,voter,TR,DEM,A,UN,F,Age 41 - 65,1,11/27/2023
177180,RANDOLPH,11/07/2023,voter,SW,REP,W,NL,M,Age Over 66,114,11/27/2023
177279,RANDOLPH,11/07/2023,voter,AR,REP,W,NL,M,Age 18 - 25,91,11/27/2023
177304,RANDOLPH,11/07/2023,voter,AN,UNA,O,NL,M,Age 26 - 40,2,11/27/2023
177346,RANDOLPH,11/07/2023,voter,AN,DEM,O,UN,F,Age 18 - 25,1,11/27/2023
177359,RANDOLPH,11/07/2023,voter,AE,UNA,U,HL,M,Age Over 66,1,11/27/2023
177381,RANDOLPH,11/07/2023,voter,DR,DEM,B,HL,M,Age 41 - 65,1,11/27/2023
177604,RANDOLPH,11/07/2023,voter,LC,DEM,B,UN,M,Age 41 - 65,7,11/27/2023
177741,RANDOLPH,11/07/2023,voter,DR,UNA,B,NL,F,Age 26 - 40,5,11/27/2023
177755,RANDOLPH,11/07/2023,voter,AR,UNA,A,UN,M,Age 26 - 40,1,11/27/2023
177859,RANDOLPH,11/07/2023,voter,AR,REP,W,UN,M,Age 18 - 25,24,11/27/2023
178007,RANDOLPH,11/07/2023,voter,NM,LIB,B,UN,M,Age 26 - 40,1,11/27/2023
178021,RANDOLPH,11/07/2023,voter,AR,REP,W,NL,U,Age 41 - 65,6,11/27/2023
178024,RANDOLPH,11/07/2023,voter,DR,DEM,I,UN,F,Age 41 - 65,1,11/27/2023
178147,RANDOLPH,11/07/2023,voter,AR,DEM,B,NL,M,Age Over 66,4,11/27/2023
178270,RANDOLPH,11/07/2023,voter,AW,UNA,B,UN,F,Age 26 - 40,11,11/27/2023
178432,RANDOLPH,11/07/2023,voter,AE,UNA,U,UN,U,Age 26 - 40,21,11/27/2023
178530,RANDOLPH,11/07/2023,voter,DR,REP,W,NL,M,Age 18 - 25,29,11/27/2023
178542,RANDOLPH,11/07/2023,voter,LC,REP,W,NL,F,Age 41 - 65,199,11/27/2023
178560,RANDOLPH,11/07/2023,voter,LC,UNA,U,NL,M,Age Over 66,1,11/27/2023
178582,RANDOLPH,11/07/2023,voter,DR,REP,U,NL,M,Age 18 - 25,1,11/27/2023
178768,RANDOLPH,11/07/2023,voter,ST,UNA,U,UN,M,Age Over 66,1,11/27/2023
178886,RANDOLPH,11/07/2023,voter,AN,UNA,B,UN,F,Age 41 - 65,9,11/27/2023
178911,RANDOLPH,11/07/2023,voter,UG,REP,O,NL,F,Age 26 - 40,2,11/27/2023
178969,RANDOLPH,11/07/2023,voter,NM,LIB,W,NL,M,Age 26 - 40,4,11/27/2023
178986,RANDOLPH,11/07/2023,voter,NM,UNA,W,UN,M,Age 26 - 40,15,11/27/2023
179084,RANDOLPH,11/07/2023,voter,TB,UNA,W,UN,M,Age Over 66,10,11/27/2023
179227,RANDOLPH,11/07/2023,voter,AR,UNA,U,HL,F,Age 26 - 40,1,11/27/2023
179263,RANDOLPH,11/07/2023,voter,AR,UNA,B,UN,M,Age Over 66,1,11/27/2023
179264,RANDOLPH,11/07/2023,voter,RN,UNA,B,NL,F,Age Over 66,1,11/27/2023
179321,RANDOLPH,11/07/2023,voter,AE,DEM,I,UN,F,Age 41 - 65,1,11/27/2023
179364,RANDOLPH,11/07/2023,voter,LB,UNA,W,UN,M,Age 26 - 40,16,11/27/2023
179479,RANDOLPH,11/07/2023,voter,AN,UNA,O,HL,M,Age 26 - 40,16,11/27/2023
179485,RANDOLPH,11/07/2023,voter,NM,DEM,O,UN,F,Age 41 - 65,1,11/27/2023
179711,RANDOLPH,11/07/2023,voter,AE,UNA,B,NL,M,Age Over 66,4,11/27/2023
179714,RANDOLPH,11/07/2023,voter,TR,UNA,W,HL,M,Age 18 - 25,1,11/27/2023
179723,RANDOLPH,11/07/2023,voter,RM,DEM,B,NL,F,Age 18 - 25,7,11/27/2023
179960,RANDOLPH,11/07/2023,voter,AS,DEM,B,NL,F,Age 26 - 40,4,11/27/2023
179974,RANDOLPH,11/07/2023,voter,AR,UNA,O,NL,F,Age 18 - 25,2,11/27/2023
180097,RANDOLPH,11/07/2023,voter,AW,DEM,O,NL,F,Age Over 66,1,11/27/2023
180118,RANDOLPH,11/07/2023,voter,TB,REP,O,HL,F,Age 18 - 25,1,11/27/2023
180126,RANDOLPH,11/07/2023,voter,,DEM,W,HL,F,Age 41 - 65,2,11/27/2023
180163,RANDOLPH,11/07/2023,voter,AR,UNA,B,UN,M,Age 26 - 40,7,11/27/2023
180217,RANDOLPH,11/07/2023,voter,SE,UNA,W,UN,F,Age 26 - 40,4,11/27/2023
180497,RANDOLPH,11/07/2023,voter,AW,REP,O,UN,F,Age Over 66,1,11/27/2023
180504,RANDOLPH,11/07/2023,voter,LB,UNA,U,HL,U,Age 41 - 65,1,11/27/2023
180557,RANDOLPH,11/07/2023,voter,AR,UNA,O,NL,F,Age 26 - 40,1,11/27/2023
180561,RANDOLPH,11/07/2023,voter,AS,UNA,O,NL,F,Age 41 - 65,1,11/27/2023
180696,RANDOLPH,11/07/2023,voter,NM,UNA,W,HL,M,Age 41 - 65,1,11/27/2023
180728,RANDOLPH,11/07/2023,voter,AW,DEM,O,HL,U,Age 41 - 65,1,11/27/2023
180731,RANDOLPH,11/07/2023,voter,AN,DEM,O,NL,F,Age 41 - 65,2,11/27/2023
180764,RANDOLPH,11/07/2023,voter,RN,UNA,A,NL,M,Age 41 - 65,1,11/27/2023
180789,RANDOLPH,11/07/2023,voter,SO,REP,W,NL,F,Age 26 - 40,38,11/27/2023
180989,RANDOLPH,11/07/2023,voter,SW,DEM,W,NL,M,Age 26 - 40,3,11/27/2023
181117,RANDOLPH,11/07/2023,voter,SO,UNA,W,NL,M,Age Over 66,17,11/27/2023
181131,RANDOLPH,11/07/2023,voter,NM,UNA,W,UN,M,Age Over 66,6,11/27/2023
181139,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,U,Age 26 - 40,3,11/27/2023
181220,RANDOLPH,11/07/2023,voter,NM,REP,W,HL,M,Age 41 - 65,1,11/27/2023
181236,RANDOLPH,11/07/2023,voter,DR,REP,W,NL,M,Age 41 - 65,167,11/27/2023
181289,RANDOLPH,11/07/2023,voter,SW,UNA,B,NL,M,Age 41 - 65,1,11/27/2023
181420,RANDOLPH,11/07/2023,voter,SO,REP,U,UN,U,Age 41 - 65,10,11/27/2023
181438,RANDOLPH,11/07/2023,voter,NM,DEM,B,NL,F,Age 41 - 65,6,11/27/2023
181532,RANDOLPH,11/07/2023,voter,SE,DEM,U,UN,F,Age 26 - 40,1,11/27/2023
181559,RANDOLPH,11/07/2023,voter,AR,REP,U,UN,U,Age 26 - 40,25,11/27/2023
181586,RANDOLPH,11/07/2023,voter,,REP,I,NL,M,Age Over 66,1,11/27/2023
181589,RANDOLPH,11/07/2023,voter,UG,DEM,U,UN,M,Age 26 - 40,1,11/27/2023
181610,RANDOLPH,11/07/2023,voter,UG,DEM,W,NL,M,Age 41 - 65,19,11/27/2023
181656,RANDOLPH,11/07/2023,voter,RM,UNA,A,UN,M,Age Over 66,1,11/27/2023
181706,RANDOLPH,11/07/2023,voter,AS,DEM,O,HL,M,Age 26 - 40,1,11/27/2023
181714,RANDOLPH,11/07/2023,voter,UG,DEM,O,UN,F,Age 26 - 40,2,11/27/2023
181789,RANDOLPH,11/07/2023,voter,UG,UNA,U,UN,F,Age 26 - 40,2,11/27/2023
181993,RANDOLPH,11/07/2023,voter,NM,REP,W,NL,M,Age Over 66,164,11/27/2023
182149,RANDOLPH,11/07/2023,voter,UG,REP,B,NL,F,Age 26 - 40,1,11/27/2023
182164,RANDOLPH,11/07/2023,voter,TR,REP,W,UN,M,Age Over 66,31,11/27/2023
182180,RANDOLPH,11/07/2023,voter,DR,DEM,O,HL,M,Age 41 - 65,2,11/27/2023
182224,RANDOLPH,11/07/2023,voter,SE,REP,W,UN,F,Age 18 - 25,7,11/27/2023
182409,RANDOLPH,11/07/2023,voter,AN,DEM,B,UN,F,Age 18 - 25,4,11/27/2023
182428,RANDOLPH,11/07/2023,voter,AS,UNA,B,HL,F,Age 26 - 40,1,11/27/2023
182570,RANDOLPH,11/07/2023,voter,GR,DEM,B,NL,F,Age 18 - 25,1,11/27/2023
182828,RANDOLPH,11/07/2023,voter,RN,UNA,I,NL,M,Age 26 - 40,2,11/27/2023
182850,RANDOLPH,11/07/2023,voter,SO,UNA,U,UN,M,Age 41 - 65,1,11/27/2023
182879,RANDOLPH,11/07/2023,voter,AR,UNA,W,UN,M,Age 41 - 65,35,11/27/2023
182929,RANDOLPH,11/07/2023,voter,AW,UNA,I,UN,F,Age 26 - 40,1,11/27/2023
182971,RANDOLPH,11/07/2023,voter,TB,REP,W,NL,U,Age 18 - 25,1,11/27/2023
182981,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,M,Age Over 66,108,11/27/2023
183197,RANDOLPH,11/07/2023,voter,AR,REP,W,NL,U,Age Over 66,4,11/27/2023
183272,RANDOLPH,11/07/2023,voter,DR,UNA,W,UN,F,Age Over 66,11,11/27/2023
183303,RANDOLPH,11/07/2023,voter,AR,REP,W,NL,U,Age 26 - 40,5,11/27/2023
183653,RANDOLPH,11/07/2023,voter,,REP,W,UN,M,Age Over 66,37,11/27/2023
183874,RANDOLPH,11/07/2023,voter,TR,UNA,O,HL,F,Age 18 - 25,1,11/27/2023
183886,RANDOLPH,11/07/2023,voter,AE,DEM,A,NL,F,Age Over 66,1,11/27/2023
183991,RANDOLPH,11/07/2023,voter,DR,UNA,U,HL,M,Age 26 - 40,1,11/27/2023
183996,RANDOLPH,11/07/2023,voter,AW,DEM,A,NL,F,Age 41 - 65,1,11/27/2023
184040,RANDOLPH,11/07/2023,voter,GR,DEM,O,HL,U,Age 18 - 25,1,11/27/2023
184043,RANDOLPH,11/07/2023,voter,TR,DEM,W,NL,M,Age Over 66,30,11/27/2023
184048,RANDOLPH,11/07/2023,voter,SE,UNA,U,UN,U,Age 41 - 65,4,11/27/2023
184086,RANDOLPH,11/07/2023,voter,AS,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
184291,RANDOLPH,11/07/2023,voter,GR,REP,W,NL,U,Age 26 - 40,5,11/27/2023
184451,RANDOLPH,11/07/2023,voter,AW,DEM,O,UN,M,Age Over 66,1,11/27/2023
184475,RANDOLPH,11/07/2023,voter,TR,REP,B,NL,M,Age 41 - 65,1,11/27/2023
184479,RANDOLPH,11/07/2023,voter,DR,UNA,B,UN,F,Age 18 - 25,1,11/27/2023
184587,RANDOLPH,11/07/2023,voter,SE,UNA,I,NL,F,Age 41 - 65,1,11/27/2023
184727,RANDOLPH,11/07/2023,voter,TR,DEM,B,UN,F,Age 26 - 40,1,11/27/2023
184820,RANDOLPH,11/07/2023,voter,ST,UNA,U,HL,U,Age 41 - 65,1,11/27/2023
185066,RANDOLPH,11/07/2023,voter,LB,UNA,O,HL,M,Age 41 - 65,4,11/27/2023
185119,RANDOLPH,11/07/2023,voter,RN,DEM,O,HL,M,Age 18 - 25,8,11/27/2023
185211,RANDOLPH,11/07/2023,voter,AS,DEM,B,NL,M,Age 41 - 65,12,11/27/2023
185293,RANDOLPH,11/07/2023,voter,TB,REP,U,UN,U,Age 26 - 40,23,11/27/2023
185329,RANDOLPH,11/07/2023,voter,DR,DEM,B,UN,F,Age 26 - 40,10,11/27/2023
185357,RANDOLPH,11/07/2023,voter,UG,LIB,W,NL,M,Age 18 - 25,1,11/27/2023
185593,RANDOLPH,11/07/2023,voter,AW,DEM,A,NL,M,Age 26 - 40,2,11/27/2023
185611,RANDOLPH,11/07/2023,voter,SE,DEM,B,NL,F,Age 41 - 65,1,11/27/2023
185698,RANDOLPH,11/07/2023,voter,AW,UNA,B,NL,F,Age 41 - 65,7,11/27/2023
185726,RANDOLPH,11/07/2023,voter,UG,UNA,A,NL,M,Age 41 - 65,1,11/27/2023
185782,RANDOLPH,11/07/2023,voter,UG,UNA,W,NL,F,Age 18 - 25,9,11/27/2023
185823,RANDOLPH,11/07/2023,voter,BC,UNA,O,HL,M,Age 26 - 40,6,11/27/2023
185857,RANDOLPH,11/07/2023,voter,AE,UNA,U,UN,M,Age 18 - 25,9,11/27/2023
185935,RANDOLPH,11/07/2023,voter,,UNA,U,UN,M,Age Over 66,1,11/27/2023
186188,RANDOLPH,11/07/2023,voter,SO,UNA,A,UN,F,Age Over 66,1,11/27/2023
186272,RANDOLPH,11/07/2023,voter,GR,DEM,B,NL,M,Age Over 66,9,11/27/2023
186317,RANDOLPH,11/07/2023,voter,DR,UNA,O,UN,F,Age 18 - 25,2,11/27/2023
186333,RANDOLPH,11/07/2023,voter,AE,UNA,U,UN,F,Age 26 - 40,3,11/27/2023
186355,RANDOLPH,11/07/2023,voter,TR,UNA,O,HL,M,Age 41 - 65,1,11/27/2023
186380,RANDOLPH,11/07/2023,voter,TT,REP,W,UN,M,Age 41 - 65,94,11/27/2023
186410,RANDOLPH,11/07/2023,voter,RN,DEM,W,HL,F,Age Over 66,1,11/27/2023
186457,RANDOLPH,11/07/2023,voter,UG,REP,O,HL,M,Age 18 - 25,3,11/27/2023
186479,RANDOLPH,11/07/2023,voter,SO,UNA,I,UN,M,Age 41 - 65,1,11/27/2023
186600,RANDOLPH,11/07/2023,voter,RN,UNA,W,NL,M,Age Over 66,51,11/27/2023
186684,RANDOLPH,11/07/2023,voter,BC,REP,U,UN,F,Age 41 - 65,4,11/27/2023
186817,RANDOLPH,11/07/2023,voter,LC,UNA,W,NL,F,Age 18 - 25,22,11/27/2023
186840,RANDOLPH,11/07/2023,voter,TB,UNA,M,NL,M,Age 41 - 65,1,11/27/2023
186934,RANDOLPH,11/07/2023,voter,AR,UNA,A,UN,F,Age 18 - 25,2,11/27/2023
186992,RANDOLPH,11/07/2023,voter,TT,DEM,B,NL,F,Age 26 - 40,2,11/27/2023
187088,RANDOLPH,11/07/2023,voter,NM,UNA,U,UN,U,Age 26 - 40,12,11/27/2023
187097,RANDOLPH,11/07/2023,voter,AS,UNA,W,NL,M,Age 18 - 25,6,11/27/2023
187218,RANDOLPH,11/07/2023,voter,TT,REP,U,UN,M,Age 41 - 65,3,11/27/2023
187469,RANDOLPH,11/07/2023,voter,AR,UNA,W,HL,F,Age 41 - 65,2,11/27/2023
187481,RANDOLPH,11/07/2023,voter,RN,LIB,O,HL,M,Age 26 - 40,1,11/27/2023
187487,RANDOLPH,11/07/2023,voter,UG,REP,W,UN,F,Age 18 - 25,31,11/27/2023
187518,RANDOLPH,11/07/2023,voter,ST,DEM,U,HL,M,Age Over 66,1,11/27/2023
187519,RANDOLPH,11/07/2023,voter,TR,DEM,O,UN,F,Age Over 66,1,11/27/2023
187892,RANDOLPH,11/07/2023,voter,AR,UNA,W,HL,M,Age 26 - 40,1,11/27/2023
188107,RANDOLPH,11/07/2023,voter,TB,DEM,O,HL,M,Age Over 66,1,11/27/2023
188180,RANDOLPH,11/07/2023,voter,NM,DEM,B,NL,F,Age 26 - 40,1,11/27/2023
188339,RANDOLPH,11/07/2023,voter,UG,UNA,U,HL,M,Age 18 - 25,3,11/27/2023
188399,RANDOLPH,11/07/2023,voter,UG,UNA,W,NL,M,Age 41 - 65,66,11/27/2023
188420,RANDOLPH,11/07/2023,voter,BC,DEM,U,UN,F,Age 26 - 40,1,11/27/2023
188454,RANDOLPH,11/07/2023,voter,AN,UNA,O,NL,M,Age 41 - 65,2,11/27/2023
188609,RANDOLPH,11/07/2023,voter,AE,REP,W,NL,U,Age 41 - 65,2,11/27/2023
188772,RANDOLPH,11/07/2023,voter,AW,REP,W,UN,M,Age 26 - 40,14,11/27/2023
189050,RANDOLPH,11/07/2023,voter,AR,REP,A,UN,U,Age 41 - 65,1,11/27/2023
189102,RANDOLPH,11/07/2023,voter,UG,DEM,O,HL,F,Age 18 - 25,1,11/27/2023
189119,RANDOLPH,11/07/2023,voter,RN,DEM,W,UN,M,Age 41 - 65,4,11/27/2023
189134,RANDOLPH,11/07/2023,voter,TT,REP,I,NL,F,Age 26 - 40,1,11/27/2023
189373,RANDOLPH,11/07/2023,voter,UG,REP,U,UN,M,Age 26 - 40,1,11/27/2023
189406,RANDOLPH,11/07/2023,voter,DR,REP,U,UN,U,Age 41 - 65,13,11/27/2023
189415,RANDOLPH,11/07/2023,voter,RN,UNA,U,HL,F,Age 18 - 25,4,11/27/2023
189939,RANDOLPH,11/07/2023,voter,AS,DEM,U,HL,F,Age 41 - 65,3,11/27/2023
190129,RANDOLPH,11/07/2023,voter,AW,LIB,U,UN,U,Age 26 - 40,1,11/27/2023
190137,RANDOLPH,11/07/2023,voter,AN,UNA,U,HL,F,Age 26 - 40,4,11/27/2023
190142,RANDOLPH,11/07/2023,voter,TR,DEM,B,NL,M,Age Over 66,12,11/27/2023
190236,RANDOLPH,11/07/2023,voter,SO,LIB,W,NL,M,Age 26 - 40,1,11/27/2023
190315,RANDOLPH,11/07/2023,voter,AN,UNA,B,UN,F,Age 18 - 25,5,11/27/2023
190362,RANDOLPH,11/07/2023,voter,AN,REP,B,NL,M,Age 18 - 25,1,11/27/2023
190447,RANDOLPH,11/07/2023,voter,SO,UNA,B,NL,M,Age Over 66,1,11/27/2023
190485,RANDOLPH,11/07/2023,voter,RN,UNA,B,NL,M,Age 41 - 65,3,11/27/2023
190571,RANDOLPH,11/07/2023,voter,AR,UNA,A,UN,M,Age 26 - 40,1,11/27/2023
190589,RANDOLPH,11/07/2023,voter,AS,DEM,O,HL,F,Age 18 - 25,7,11/27/2023
190621,RANDOLPH,11/07/2023,voter,RM,UNA,B,UN,U,Age 41 - 65,1,11/27/2023
190744,RANDOLPH,11/07/2023,voter,DR,REP,B,NL,F,Age Over 66,2,11/27/2023
190884,RANDOLPH,11/07/2023,voter,UG,UNA,U,HL,M,Age 41 - 65,2,11/27/2023
190885,RANDOLPH,11/07/2023,voter,,DEM,B,UN,M,Age 18 - 25,1,11/27/2023
190951,RANDOLPH,11/07/2023,voter,RM,LIB,W,NL,F,Age 26 - 40,2,11/27/2023
190993,RANDOLPH,11/07/2023,voter,GR,REP,W,NL,M,Age 26 - 40,73,11/27/2023
191105,RANDOLPH,11/07/2023,voter,TR,UNA,W,UN,M,Age 41 - 65,19,11/27/2023
191284,RANDOLPH,11/07/2023,voter,UG,DEM,U,HL,F,Age 26 - 40,2,11/27/2023
191340,RANDOLPH,11/07/2023,voter,SW,DEM,W,NL,U,Age 41 - 65,1,11/27/2023
191425,RANDOLPH,11/07/2023,voter,UG,UNA,W,UN,F,Age Over 66,17,11/27/2023
191426,RANDOLPH,11/07/2023,voter,DR,DEM,B,NL,M,Age Over 66,6,11/27/2023
191559,RANDOLPH,11/07/2023,voter,TT,REP,W,HL,M,Age 18 - 25,1,11/27/2023
191600,RANDOLPH,11/07/2023,voter,UG,UNA,U,UN,U,Age Over 66,5,11/27/2023
191692,RANDOLPH,11/07/2023,voter,RN,DEM,U,UN,M,Age 26 - 40,2,11/27/2023
191716,RANDOLPH,11/07/2023,voter,RM,UNA,I,NL,F,Age 41 - 65,1,11/27/2023
191873,RANDOLPH,11/07/2023,voter,TR,DEM,W,NL,M,Age 41 - 65,14,11/27/2023
192031,RANDOLPH,11/07/2023,voter,AE,UNA,U,UN,M,Age 41 - 65,3,11/27/2023
192243,RANDOLPH,11/07/2023,voter,SW,DEM,W,NL,F,Age 41 - 65,19,11/27/2023
192297,RANDOLPH,11/07/2023,voter,ST,REP,W,NL,F,Age 41 - 65,184,11/27/2023
192302,RANDOLPH,11/07/2023,voter,TB,UNA,W,NL,U,Age Over 66,2,11/27/2023
192344,RANDOLPH,11/07/2023,voter,,REP,U,UN,U,Age 18 - 25,11,11/27/2023
192526,RANDOLPH,11/07/2023,voter,AN,REP,W,NL,U,Age 41 - 65,2,11/27/2023
192725,RANDOLPH,11/07/2023,voter,LB,DEM,I,NL,F,Age Over 66,1,11/27/2023
192733,RANDOLPH,11/07/2023,voter,TT,REP,B,NL,F,Age 41 - 65,1,11/27/2023
192785,RANDOLPH,11/07/2023,voter,TB,DEM,B,NL,F,Age Over 66,1,11/27/2023
192812,RANDOLPH,11/07/2023,voter,AN,DEM,W,UN,M,Age 18 - 25,1,11/27/2023
192910,RANDOLPH,11/07/2023,voter,TR,REP,W,UN,M,Age 26 - 40,18,11/27/2023
192961,RANDOLPH,11/07/2023,voter,GR,UNA,O,UN,F,Age 26 - 40,3,11/27/2023
193049,RANDOLPH,11/07/2023,voter,SE,REP,O,NL,M,Age 41 - 65,1,11/27/2023
193081,RANDOLPH,11/07/2023,voter,AW,DEM,B,UN,M,Age 41 - 65,1,11/27/2023
193316,RANDOLPH,11/07/2023,voter,,UNA,W,UN,F,Age 41 - 65,61,11/27/2023
193691,RANDOLPH,11/07/2023,voter,RN,UNA,W,NL,F,Age Over 66,29,11/27/2023
193872,RANDOLPH,11/07/2023,voter,RM,DEM,O,UN,F,Age Over 66,1,11/27/2023
193987,RANDOLPH,11/07/2023,voter,TR,DEM,M,HL,F,Age 26 - 40,1,11/27/2023
194025,RANDOLPH,11/07/2023,voter,DR,UNA,W,NL,F,Age 18 - 25,14,11/27/2023
194062,RANDOLPH,11/07/2023,voter,AW,REP,U,HL,F,Age 26 - 40,1,11/27/2023
194222,RANDOLPH,11/07/2023,voter,TB,UNA,W,NL,U,Age 26 - 40,11,11/27/2023
194306,RANDOLPH,11/07/2023,voter,UG,DEM,W,UN,F,Age Over 66,13,11/27/2023
194355,RANDOLPH,11/07/2023,voter,,DEM,B,UN,F,Age Over 66,1,11/27/2023
194426,RANDOLPH,11/07/2023,voter,RM,UNA,B,UN,F,Age 26 - 40,3,11/27/2023
194441,RANDOLPH,11/07/2023,voter,AW,UNA,W,UN,F,Age 26 - 40,47,11/27/2023
194454,RANDOLPH,11/07/2023,voter,SE,UNA,U,UN,U,Age 18 - 25,4,11/27/2023
194470,RANDOLPH,11/07/2023,voter,BC,UNA,U,UN,F,Age 41 - 65,2,11/27/2023
194478,RANDOLPH,11/07/2023,voter,ST,LIB,W,NL,M,Age 26 - 40,3,11/27/2023
194509,RANDOLPH,11/07/2023,voter,AS,UNA,W,NL,M,Age 41 - 65,55,11/27/2023
194677,RANDOLPH,11/07/2023,voter,NM,DEM,B,UN,F,Age 26 - 40,2,11/27/2023
194741,RANDOLPH,11/07/2023,voter,SO,UNA,W,NL,M,Age 41 - 65,24,11/27/2023
194745,RANDOLPH,11/07/2023,voter,AW,REP,W,UN,U,Age 26 - 40,3,11/27/2023
194794,RANDOLPH,11/07/2023,voter,TT,REP,W,UN,M,Age 18 - 25,38,11/27/2023
194941,RANDOLPH,11/07/2023,voter,AR,DEM,A,NL,M,Age 26 - 40,2,11/27/2023
195059,RANDOLPH,11/07/2023,voter,RN,DEM,O,HL,F,Age 41 - 65,1,11/27/2023
195105,RANDOLPH,11/07/2023,voter,AR,REP,U,NL,M,Age 26 - 40,1,11/27/2023
195208,RANDOLPH,11/07/2023,voter,LC,UNA,W,NL,M,Age 18 - 25,20,11/27/2023
195280,RANDOLPH,11/07/2023,voter,TR,DEM,B,NL,M,Age 18 - 25,3,11/27/2023
195414,RANDOLPH,11/07/2023,voter,UG,REP,B,NL,F,Age Over 66,1,11/27/2023
195693,RANDOLPH,11/07/2023,voter,SO,REP,W,UN,F,Age 26 - 40,49,11/27/2023
195726,RANDOLPH,11/07/2023,voter,AR,DEM,W,HL,M,Age 41 - 65,1,11/27/2023
195740,RANDOLPH,11/07/2023,voter,SW,UNA,W,UN,M,Age 41 - 65,31,11/27/2023
195809,RANDOLPH,11/07/2023,voter,AW,DEM,W,UN,M,Age 18 - 25,5,11/27/2023
195860,RANDOLPH,11/07/2023,voter,ST,UNA,W,NL,M,Age 26 - 40,38,11/27/2023
195971,RANDOLPH,11/07/2023,voter,ST,UNA,U,NL,M,Age 26 - 40,1,11/27/2023
195993,RANDOLPH,11/07/2023,voter,RN,DEM,U,UN,F,Age 26 - 40,1,11/27/2023
196003,RANDOLPH,11/07/2023,voter,SE,LIB,W,UN,M,Age Over 66,1,11/27/2023
196148,RANDOLPH,11/07/2023,voter,AS,UNA,B,NL,F,Age 26 - 40,2,11/27/2023
196281,RANDOLPH,11/07/2023,voter,AR,REP,A,UN,F,Age 26 - 40,1,11/27/2023
196375,RANDOLPH,11/07/2023,voter,AS,REP,A,NL,F,Age 18 - 25,1,11/27/2023
196419,RANDOLPH,11/07/2023,voter,RN,UNA,B,UN,M,Age Over 66,1,11/27/2023
196433,RANDOLPH,11/07/2023,voter,RM,DEM,W,NL,M,Age Over 66,38,11/27/2023
196603,RANDOLPH,11/07/2023,voter,ST,UNA,B,UN,F,Age 18 - 25,1,11/27/2023
196641,RANDOLPH,11/07/2023,voter,LC,DEM,B,NL,U,Age 18 - 25,1,11/27/2023
196784,RANDOLPH,11/07/2023,voter,DR,UNA,W,NL,M,Age 26 - 40,47,11/27/2023
196830,RANDOLPH,11/07/2023,voter,ST,DEM,B,UN,F,Age 26 - 40,2,11/27/2023
196948,RANDOLPH,11/07/2023,voter,AS,REP,W,NL,M,Age 41 - 65,89,11/27/2023
