,county_desc,election_date,stats_type,precinct_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date
267371,RANDOLPH,11/07/2023,voter,AN,UNA,A,UN,U,Age 26 - 40,1,11/27/2023
267393,RANDOLPH,11/07/2023,voter,TR,REP,W,NL,F,Age 18 - 25,35,11/27/2023
267413,RANDOLPH,11/07/2023,voter,RN,REP,O,HL,M,Age 18 - 25,3,11/27/2023
267522,RANDOLPH,11/07/2023,voter,RM,LIB,I,NL,M,Age 26 - 40,1,11/27/2023
267642,RANDOLPH,11/07/2023,voter,TT,REP,I,NL,M,Age 18 - 25,1,11/27/2023
267668,RANDOLPH,11/07/2023,voter,TR,REP,W,UN,F,Age 41 - 65,80,11/27/2023
267700,RANDOLPH,11/07/2023,voter,RM,UNA,O,NL,M,Age 41 - 65,1,11/27/2023
267717,RANDOLPH,11/07/2023,voter,SW,REP,W,NL,F,Age Over 66,53,11/27/2023
267719,RANDOLPH,11/07/2023,voter,SO,DEM,W,NL,M,Age 41 - 65,23,11/27/2023
267724,RANDOLPH,11/07/2023,voter,AN,DEM,U,UN,F,Age 26 - 40,6,11/27/2023
267740,RANDOLPH,11/07/2023,voter,SE,UNA,O,NL,M,Age Over 66,1,11/27/2023
267789,RANDOLPH,11/07/2023,voter,TT,REP,W,UN,U,Age 26 - 40,2,11/27/2023
267814,RANDOLPH,11/07/2023,voter,AR,REP,U,UN,F,Age 41 - 65,1,11/27/2023
267873,RANDOLPH,11/07/2023,voter,AN,UNA,W,UN,F,Age 26 - 40,22,11/27/2023
267887,RANDOLPH,11/07/2023,voter,AR,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
267969,RANDOLPH,11/07/2023,voter,RM,DEM,W,UN,F,Age 26 - 40,7,11/27/2023
268058,RANDOLPH,11/07/2023,voter,AE,DEM,O,UN,F,Age 18 - 25,1,11/27/2023
268160,RANDOLPH,11/07/2023,voter,AS,DEM,B,UN,M,Age Over 66,1,11/27/2023
268261,RANDOLPH,11/07/2023,voter,TR,DEM,W,NL,F,Age 18 - 25,9,11/27/2023
268312,RANDOLPH,11/07/2023,voter,TB,DEM,W,NL,M,Age Over 66,31,11/27/2023
268338,RANDOLPH,11/07/2023,voter,AS,UNA,W,HL,F,Age 41 - 65,1,11/27/2023
268372,RANDOLPH,11/07/2023,voter,LC,UNA,A,NL,M,Age 18 - 25,1,11/27/2023
268389,RANDOLPH,11/07/2023,voter,RM,REP,O,NL,M,Age 18 - 25,1,11/27/2023
268565,RANDOLPH,11/07/2023,voter,TR,DEM,W,UN,F,Age 26 - 40,3,11/27/2023
268601,RANDOLPH,11/07/2023,voter,LB,REP,U,UN,M,Age 18 - 25,1,11/27/2023
268866,RANDOLPH,11/07/2023,voter,BC,REP,W,UN,F,Age 18 - 25,53,11/27/2023
268914,RANDOLPH,11/07/2023,voter,,UNA,M,NL,F,Age 18 - 25,2,11/27/2023
268931,RANDOLPH,11/07/2023,voter,TR,REP,U,UN,F,Age 26 - 40,3,11/27/2023
269199,RANDOLPH,11/07/2023,voter,TR,UNA,O,HL,F,Age 26 - 40,2,11/27/2023
269200,RANDOLPH,11/07/2023,voter,TR,DEM,B,UN,M,Age Over 66,3,11/27/2023
269298,RANDOLPH,11/07/2023,voter,TB,REP,I,NL,F,Age 41 - 65,1,11/27/2023
269379,RANDOLPH,11/07/2023,voter,GR,REP,W,UN,M,Age Over 66,59,11/27/2023
269401,RANDOLPH,11/07/2023,voter,AN,REP,B,UN,M,Age 18 - 25,1,11/27/2023
269433,RANDOLPH,11/07/2023,voter,AR,UNA,W,NL,U,Age 41 - 65,4,11/27/2023
269458,RANDOLPH,11/07/2023,voter,AN,UNA,W,NL,F,Age 41 - 65,55,11/27/2023
269620,RANDOLPH,11/07/2023,voter,AE,REP,O,UN,F,Age 18 - 25,1,11/27/2023
269677,RANDOLPH,11/07/2023,voter,AW,REP,U,UN,M,Age Over 66,1,11/27/2023
269793,RANDOLPH,11/07/2023,voter,GR,DEM,W,UN,F,Age 18 - 25,7,11/27/2023
269918,RANDOLPH,11/07/2023,voter,NM,DEM,W,UN,F,Age 18 - 25,8,11/27/2023
269942,RANDOLPH,11/07/2023,voter,RM,DEM,W,UN,F,Age 41 - 65,15,11/27/2023
270023,RANDOLPH,11/07/2023,voter,TT,UNA,W,UN,F,Age 18 - 25,30,11/27/2023
270080,RANDOLPH,11/07/2023,voter,RN,DEM,U,HL,F,Age Over 66,1,11/27/2023
270107,RANDOLPH,11/07/2023,voter,TR,DEM,W,UN,M,Age 26 - 40,1,11/27/2023
270141,RANDOLPH,11/07/2023,voter,TR,REP,U,UN,U,Age 18 - 25,11,11/27/2023
270145,RANDOLPH,11/07/2023,voter,AW,UNA,W,UN,U,Age 26 - 40,1,11/27/2023
270192,RANDOLPH,11/07/2023,voter,AW,REP,W,HL,M,Age 26 - 40,2,11/27/2023
270328,RANDOLPH,11/07/2023,voter,AN,DEM,B,NL,F,Age 18 - 25,4,11/27/2023
270902,RANDOLPH,11/07/2023,voter,AE,DEM,W,UN,M,Age 41 - 65,3,11/27/2023
270935,RANDOLPH,11/07/2023,voter,AR,DEM,W,UN,M,Age 18 - 25,1,11/27/2023
271087,RANDOLPH,11/07/2023,voter,TR,UNA,W,HL,F,Age 18 - 25,1,11/27/2023
271358,RANDOLPH,11/07/2023,voter,TT,REP,M,UN,F,Age 41 - 65,1,11/27/2023
271496,RANDOLPH,11/07/2023,voter,AN,REP,I,HL,M,Age 41 - 65,1,11/27/2023
271507,RANDOLPH,11/07/2023,voter,LB,DEM,B,NL,F,Age 41 - 65,51,11/27/2023
271510,RANDOLPH,11/07/2023,voter,AR,DEM,U,UN,U,Age 26 - 40,5,11/27/2023
271812,RANDOLPH,11/07/2023,voter,ST,UNA,O,UN,M,Age 18 - 25,2,11/27/2023
271897,RANDOLPH,11/07/2023,voter,NM,DEM,U,UN,U,Age 26 - 40,3,11/27/2023
271973,RANDOLPH,11/07/2023,voter,AR,UNA,B,NL,M,Age 41 - 65,3,11/27/2023
272088,RANDOLPH,11/07/2023,voter,NM,UNA,O,HL,F,Age 18 - 25,5,11/27/2023
272117,RANDOLPH,11/07/2023,voter,AS,REP,U,NL,M,Age 26 - 40,1,11/27/2023
272124,RANDOLPH,11/07/2023,voter,AR,UNA,O,NL,F,Age Over 66,1,11/27/2023
272171,RANDOLPH,11/07/2023,voter,AW,UNA,W,UN,U,Age 26 - 40,2,11/27/2023
272176,RANDOLPH,11/07/2023,voter,RN,UNA,U,UN,U,Age 26 - 40,29,11/27/2023
272326,RANDOLPH,11/07/2023,voter,AS,DEM,O,UN,M,Age 26 - 40,2,11/27/2023
272378,RANDOLPH,11/07/2023,voter,RM,REP,W,NL,U,Age Over 66,2,11/27/2023
272438,RANDOLPH,11/07/2023,voter,TT,LIB,W,UN,F,Age 41 - 65,3,11/27/2023
272439,RANDOLPH,11/07/2023,voter,UG,REP,U,UN,U,Age 41 - 65,22,11/27/2023
272471,RANDOLPH,11/07/2023,voter,SW,REP,W,UN,M,Age 41 - 65,21,11/27/2023
272528,RANDOLPH,11/07/2023,voter,,UNA,W,NL,F,Age 18 - 25,19,11/27/2023
272624,RANDOLPH,11/07/2023,voter,AN,UNA,B,UN,M,Age 41 - 65,8,11/27/2023
272694,RANDOLPH,11/07/2023,voter,DR,REP,W,NL,M,Age Over 66,89,11/27/2023
272813,RANDOLPH,11/07/2023,voter,LB,UNA,B,UN,M,Age 18 - 25,6,11/27/2023
272841,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,M,Age 18 - 25,24,11/27/2023
272956,RANDOLPH,11/07/2023,voter,UG,UNA,W,UN,F,Age 41 - 65,40,11/27/2023
273040,RANDOLPH,11/07/2023,voter,LB,DEM,U,UN,M,Age Over 66,2,11/27/2023
273141,RANDOLPH,11/07/2023,voter,DR,REP,W,NL,F,Age 18 - 25,14,11/27/2023
273174,RANDOLPH,11/07/2023,voter,AW,UNA,I,NL,M,Age Over 66,1,11/27/2023
273267,RANDOLPH,11/07/2023,voter,RN,DEM,W,NL,F,Age 41 - 65,55,11/27/2023
273311,RANDOLPH,11/07/2023,voter,AR,DEM,O,HL,M,Age 41 - 65,4,11/27/2023
273358,RANDOLPH,11/07/2023,voter,AR,UNA,B,NL,M,Age 26 - 40,4,11/27/2023
273372,RANDOLPH,11/07/2023,voter,AE,DEM,B,UN,M,Age Over 66,16,11/27/2023
273405,RANDOLPH,11/07/2023,voter,SE,UNA,B,NL,F,Age 41 - 65,1,11/27/2023
273510,RANDOLPH,11/07/2023,voter,UG,UNA,O,HL,F,Age 26 - 40,3,11/27/2023
273512,RANDOLPH,11/07/2023,voter,TR,DEM,U,UN,U,Age 18 - 25,5,11/27/2023
273540,RANDOLPH,11/07/2023,voter,DR,DEM,W,NL,F,Age 18 - 25,5,11/27/2023
273594,RANDOLPH,11/07/2023,voter,DR,LIB,O,HL,F,Age 18 - 25,1,11/27/2023
273596,RANDOLPH,11/07/2023,voter,AW,UNA,U,HL,F,Age 41 - 65,2,11/27/2023
273682,RANDOLPH,11/07/2023,voter,AN,UNA,B,UN,M,Age 26 - 40,11,11/27/2023
273687,RANDOLPH,11/07/2023,voter,AN,DEM,M,HL,F,Age Over 66,1,11/27/2023
273758,RANDOLPH,11/07/2023,voter,,DEM,U,UN,U,Age 41 - 65,3,11/27/2023
273811,RANDOLPH,11/07/2023,voter,BC,UNA,O,NL,M,Age Over 66,1,11/27/2023
274025,RANDOLPH,11/07/2023,voter,BC,UNA,B,UN,M,Age 41 - 65,1,11/27/2023
274041,RANDOLPH,11/07/2023,voter,RN,REP,U,UN,F,Age Over 66,2,11/27/2023
274174,RANDOLPH,11/07/2023,voter,AW,DEM,W,NL,F,Age 18 - 25,5,11/27/2023
274204,RANDOLPH,11/07/2023,voter,UG,UNA,U,UN,U,Age Over 66,2,11/27/2023
274399,RANDOLPH,11/07/2023,voter,LB,UNA,W,HL,M,Age 26 - 40,1,11/27/2023
274505,RANDOLPH,11/07/2023,voter,AW,REP,W,UN,M,Age 18 - 25,19,11/27/2023
274673,RANDOLPH,11/07/2023,voter,GR,REP,M,NL,M,Age 18 - 25,1,11/27/2023
274743,RANDOLPH,11/07/2023,voter,AR,DEM,O,NL,F,Age 26 - 40,1,11/27/2023
274767,RANDOLPH,11/07/2023,voter,AR,UNA,U,UN,F,Age 41 - 65,4,11/27/2023
274832,RANDOLPH,11/07/2023,voter,AR,DEM,B,NL,F,Age 18 - 25,5,11/27/2023
274901,RANDOLPH,11/07/2023,voter,DR,DEM,W,UN,F,Age Over 66,10,11/27/2023
274905,RANDOLPH,11/07/2023,voter,SO,UNA,O,HL,F,Age 18 - 25,5,11/27/2023
274945,RANDOLPH,11/07/2023,voter,AW,LIB,W,NL,M,Age 41 - 65,1,11/27/2023
274986,RANDOLPH,11/07/2023,voter,UG,LIB,W,UN,M,Age 26 - 40,1,11/27/2023
275076,RANDOLPH,11/07/2023,voter,AE,UNA,W,HL,F,Age 18 - 25,1,11/27/2023
275100,RANDOLPH,11/07/2023,voter,SO,DEM,O,HL,F,Age 26 - 40,3,11/27/2023
275177,RANDOLPH,11/07/2023,voter,BC,UNA,W,UN,U,Age 18 - 25,2,11/27/2023
275300,RANDOLPH,11/07/2023,voter,LB,UNA,W,NL,U,Age 26 - 40,5,11/27/2023
275429,RANDOLPH,11/07/2023,voter,AS,UNA,W,UN,F,Age 41 - 65,38,11/27/2023
275478,RANDOLPH,11/07/2023,voter,TB,DEM,W,UN,M,Age 41 - 65,8,11/27/2023
275558,RANDOLPH,11/07/2023,voter,AS,REP,O,NL,M,Age 18 - 25,1,11/27/2023
275593,RANDOLPH,11/07/2023,voter,RN,UNA,A,NL,U,Age 18 - 25,1,11/27/2023
275708,RANDOLPH,11/07/2023,voter,DR,UNA,M,UN,F,Age 41 - 65,1,11/27/2023
275734,RANDOLPH,11/07/2023,voter,SE,UNA,O,UN,M,Age 18 - 25,1,11/27/2023
275864,RANDOLPH,11/07/2023,voter,SE,REP,W,UN,F,Age 41 - 65,55,11/27/2023
275900,RANDOLPH,11/07/2023,voter,UG,DEM,W,UN,M,Age Over 66,4,11/27/2023
275962,RANDOLPH,11/07/2023,voter,SO,REP,W,NL,F,Age 18 - 25,18,11/27/2023
276068,RANDOLPH,11/07/2023,voter,DR,DEM,O,NL,F,Age 41 - 65,2,11/27/2023
276222,RANDOLPH,11/07/2023,voter,AR,UNA,W,UN,M,Age 26 - 40,9,11/27/2023
276225,RANDOLPH,11/07/2023,voter,AE,DEM,U,NL,U,Age 41 - 65,1,11/27/2023
276280,RANDOLPH,11/07/2023,voter,TT,DEM,W,HL,F,Age 26 - 40,1,11/27/2023
276307,RANDOLPH,11/07/2023,voter,UG,UNA,U,HL,M,Age 26 - 40,4,11/27/2023
276348,RANDOLPH,11/07/2023,voter,ST,REP,W,NL,U,Age 26 - 40,6,11/27/2023
276382,RANDOLPH,11/07/2023,voter,AW,UNA,U,UN,U,Age Over 66,4,11/27/2023
276407,RANDOLPH,11/07/2023,voter,AE,REP,B,UN,F,Age 18 - 25,1,11/27/2023
276441,RANDOLPH,11/07/2023,voter,SO,UNA,I,HL,F,Age 26 - 40,1,11/27/2023
276612,RANDOLPH,11/07/2023,voter,NM,UNA,W,NL,M,Age 41 - 65,70,11/27/2023
276804,RANDOLPH,11/07/2023,voter,TT,UNA,B,NL,M,Age 41 - 65,6,11/27/2023
276890,RANDOLPH,11/07/2023,voter,AS,REP,U,UN,U,Age 26 - 40,6,11/27/2023
276921,RANDOLPH,11/07/2023,voter,ST,UNA,W,HL,M,Age 26 - 40,1,11/27/2023
276937,RANDOLPH,11/07/2023,voter,LB,LIB,A,UN,M,Age 26 - 40,1,11/27/2023
276940,RANDOLPH,11/07/2023,voter,AE,DEM,O,NL,F,Age 26 - 40,2,11/27/2023
276944,RANDOLPH,11/07/2023,voter,AE,DEM,W,UN,F,Age 18 - 25,2,11/27/2023
276963,RANDOLPH,11/07/2023,voter,ST,DEM,B,UN,U,Age Over 66,1,11/27/2023
277055,RANDOLPH,11/07/2023,voter,TR,REP,U,HL,M,Age 26 - 40,1,11/27/2023
277074,RANDOLPH,11/07/2023,voter,NM,UNA,U,HL,F,Age 18 - 25,1,11/27/2023
277090,RANDOLPH,11/07/2023,voter,ST,REP,O,HL,M,Age 18 - 25,1,11/27/2023
277184,RANDOLPH,11/07/2023,voter,LC,UNA,A,NL,F,Age 41 - 65,1,11/27/2023
277227,RANDOLPH,11/07/2023,voter,DR,UNA,B,NL,F,Age 26 - 40,2,11/27/2023
277536,RANDOLPH,11/07/2023,voter,AW,LIB,O,HL,M,Age 26 - 40,1,11/27/2023
277557,RANDOLPH,11/07/2023,voter,AW,UNA,U,UN,F,Age 26 - 40,3,11/27/2023
277599,RANDOLPH,11/07/2023,voter,SW,DEM,W,UN,F,Age 26 - 40,1,11/27/2023
277602,RANDOLPH,11/07/2023,voter,AE,DEM,W,UN,M,Age Over 66,10,11/27/2023
277666,RANDOLPH,11/07/2023,voter,SW,UNA,O,UN,F,Age 41 - 65,1,11/27/2023
277712,RANDOLPH,11/07/2023,voter,LB,UNA,W,NL,M,Age 18 - 25,21,11/27/2023
277814,RANDOLPH,11/07/2023,voter,AW,DEM,B,NL,F,Age 26 - 40,18,11/27/2023
277925,RANDOLPH,11/07/2023,voter,LB,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
278051,RANDOLPH,11/07/2023,voter,,UNA,W,UN,F,Age Over 66,13,11/27/2023
278089,RANDOLPH,11/07/2023,voter,AW,UNA,W,HL,F,Age 41 - 65,2,11/27/2023
278107,RANDOLPH,11/07/2023,voter,AN,UNA,U,UN,U,Age 26 - 40,30,11/27/2023
278235,RANDOLPH,11/07/2023,voter,BC,DEM,O,HL,M,Age 26 - 40,3,11/27/2023
278326,RANDOLPH,11/07/2023,voter,AS,REP,W,UN,U,Age 26 - 40,1,11/27/2023
278495,RANDOLPH,11/07/2023,voter,AW,UNA,O,HL,M,Age 41 - 65,4,11/27/2023
278588,RANDOLPH,11/07/2023,voter,AE,DEM,O,HL,F,Age 18 - 25,11,11/27/2023
278684,RANDOLPH,11/07/2023,voter,TR,DEM,B,NL,M,Age 26 - 40,5,11/27/2023
278708,RANDOLPH,11/07/2023,voter,AW,UNA,O,HL,F,Age 18 - 25,11,11/27/2023
278726,RANDOLPH,11/07/2023,voter,TR,REP,W,NL,F,Age 41 - 65,3,11/27/2023
278742,RANDOLPH,11/07/2023,voter,SE,LIB,W,NL,M,Age 41 - 65,1,11/27/2023
278826,RANDOLPH,11/07/2023,voter,AW,UNA,O,UN,M,Age 26 - 40,1,11/27/2023
278858,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,F,Age 41 - 65,187,11/27/2023
278927,RANDOLPH,11/07/2023,voter,LC,UNA,B,UN,F,Age 41 - 65,4,11/27/2023
278940,RANDOLPH,11/07/2023,voter,AS,DEM,O,HL,F,Age 26 - 40,6,11/27/2023
278978,RANDOLPH,11/07/2023,voter,GR,UNA,U,UN,U,Age 41 - 65,17,11/27/2023
279033,RANDOLPH,11/07/2023,voter,LC,DEM,B,NL,F,Age Over 66,17,11/27/2023
279070,RANDOLPH,11/07/2023,voter,SO,UNA,U,UN,U,Age Over 66,2,11/27/2023
279116,RANDOLPH,11/07/2023,voter,RM,UNA,B,NL,F,Age 41 - 65,5,11/27/2023
279181,RANDOLPH,11/07/2023,voter,AS,REP,B,UN,F,Age 41 - 65,1,11/27/2023
279215,RANDOLPH,11/07/2023,voter,UG,UNA,W,NL,M,Age 26 - 40,32,11/27/2023
279231,RANDOLPH,11/07/2023,voter,AN,UNA,A,NL,F,Age 41 - 65,2,11/27/2023
279393,RANDOLPH,11/07/2023,voter,SO,REP,W,UN,M,Age 26 - 40,15,11/27/2023
279568,RANDOLPH,11/07/2023,voter,DR,UNA,B,NL,M,Age 26 - 40,2,11/27/2023
279620,RANDOLPH,11/07/2023,voter,AS,UNA,U,UN,F,Age 18 - 25,2,11/27/2023
279627,RANDOLPH,11/07/2023,voter,ST,DEM,B,UN,M,Age 18 - 25,3,11/27/2023
279739,RANDOLPH,11/07/2023,voter,AW,DEM,U,UN,U,Age 26 - 40,5,11/27/2023
279744,RANDOLPH,11/07/2023,voter,SO,DEM,O,UN,M,Age 41 - 65,1,11/27/2023
279746,RANDOLPH,11/07/2023,voter,AW,DEM,W,NL,M,Age Over 66,28,11/27/2023
279829,RANDOLPH,11/07/2023,voter,AN,DEM,W,UN,F,Age 26 - 40,5,11/27/2023
279959,RANDOLPH,11/07/2023,voter,AR,UNA,B,NL,F,Age 41 - 65,11,11/27/2023
280094,RANDOLPH,11/07/2023,voter,RM,REP,O,UN,M,Age 26 - 40,1,11/27/2023
280131,RANDOLPH,11/07/2023,voter,AS,DEM,I,NL,M,Age Over 66,1,11/27/2023
280161,RANDOLPH,11/07/2023,voter,RN,UNA,B,UN,M,Age 26 - 40,9,11/27/2023
280197,RANDOLPH,11/07/2023,voter,LB,UNA,U,UN,U,Age 18 - 25,17,11/27/2023
280264,RANDOLPH,11/07/2023,voter,RN,REP,W,UN,F,Age Over 66,56,11/27/2023
280376,RANDOLPH,11/07/2023,voter,BC,UNA,W,NL,F,Age 26 - 40,57,11/27/2023
280420,RANDOLPH,11/07/2023,voter,GR,UNA,W,NL,M,Age 41 - 65,87,11/27/2023
280425,RANDOLPH,11/07/2023,voter,AN,REP,W,NL,F,Age 41 - 65,90,11/27/2023
280489,RANDOLPH,11/07/2023,voter,,DEM,O,HL,M,Age Over 66,1,11/27/2023
280544,RANDOLPH,11/07/2023,voter,TR,REP,W,UN,F,Age 26 - 40,30,11/27/2023
280549,RANDOLPH,11/07/2023,voter,BC,LIB,W,NL,M,Age 18 - 25,1,11/27/2023
280609,RANDOLPH,11/07/2023,voter,DR,REP,W,UN,F,Age Over 66,27,11/27/2023
280627,RANDOLPH,11/07/2023,voter,DR,DEM,B,NL,M,Age 26 - 40,2,11/27/2023
280690,RANDOLPH,11/07/2023,voter,AN,DEM,O,NL,M,Age 26 - 40,1,11/27/2023
280759,RANDOLPH,11/07/2023,voter,TR,DEM,U,UN,F,Age 26 - 40,1,11/27/2023
280778,RANDOLPH,11/07/2023,voter,AW,UNA,B,NL,F,Age 26 - 40,6,11/27/2023
280795,RANDOLPH,11/07/2023,voter,AS,DEM,W,UN,F,Age 26 - 40,10,11/27/2023
280810,RANDOLPH,11/07/2023,voter,RM,DEM,B,NL,M,Age 41 - 65,36,11/27/2023
281220,RANDOLPH,11/07/2023,voter,AR,DEM,B,UN,M,Age 26 - 40,7,11/27/2023
281275,RANDOLPH,11/07/2023,voter,AR,REP,W,UN,M,Age 26 - 40,25,11/27/2023
281369,RANDOLPH,11/07/2023,voter,AR,UNA,A,UN,M,Age 18 - 25,2,11/27/2023
281466,RANDOLPH,11/07/2023,voter,AE,UNA,B,NL,M,Age 41 - 65,19,11/27/2023
281512,RANDOLPH,11/07/2023,voter,BC,REP,O,NL,F,Age 26 - 40,1,11/27/2023
281580,RANDOLPH,11/07/2023,voter,AW,DEM,W,HL,F,Age 26 - 40,1,11/27/2023
281629,RANDOLPH,11/07/2023,voter,AN,UNA,B,NL,F,Age 26 - 40,8,11/27/2023
281801,RANDOLPH,11/07/2023,voter,AE,DEM,U,NL,F,Age 26 - 40,2,11/27/2023
281854,RANDOLPH,11/07/2023,voter,AR,UNA,W,UN,F,Age Over 66,10,11/27/2023
281979,RANDOLPH,11/07/2023,voter,TB,DEM,U,UN,F,Age 26 - 40,1,11/27/2023
282052,RANDOLPH,11/07/2023,voter,LC,DEM,W,NL,F,Age 41 - 65,33,11/27/2023
282109,RANDOLPH,11/07/2023,voter,SE,DEM,U,UN,U,Age 18 - 25,1,11/27/2023
282135,RANDOLPH,11/07/2023,voter,SW,REP,W,NL,F,Age 18 - 25,15,11/27/2023
282203,RANDOLPH,11/07/2023,voter,TR,LIB,W,NL,F,Age 41 - 65,2,11/27/2023
282238,RANDOLPH,11/07/2023,voter,TB,DEM,O,HL,F,Age 18 - 25,4,11/27/2023
282311,RANDOLPH,11/07/2023,voter,UG,UNA,U,UN,U,Age 26 - 40,20,11/27/2023
282359,RANDOLPH,11/07/2023,voter,AR,UNA,W,UN,F,Age 18 - 25,18,11/27/2023
282436,RANDOLPH,11/07/2023,voter,UG,DEM,O,UN,M,Age 18 - 25,2,11/27/2023
282591,RANDOLPH,11/07/2023,voter,DR,DEM,B,HL,F,Age 26 - 40,2,11/27/2023
282663,RANDOLPH,11/07/2023,voter,TT,UNA,U,UN,F,Age 18 - 25,1,11/27/2023
282832,RANDOLPH,11/07/2023,voter,TR,DEM,B,NL,M,Age 18 - 25,1,11/27/2023
282949,RANDOLPH,11/07/2023,voter,NM,REP,W,UN,M,Age 41 - 65,56,11/27/2023
283003,RANDOLPH,11/07/2023,voter,,UNA,U,NL,M,Age 18 - 25,1,11/27/2023
283029,RANDOLPH,11/07/2023,voter,AN,REP,W,UN,U,Age 41 - 65,3,11/27/2023
283095,RANDOLPH,11/07/2023,voter,AE,DEM,U,UN,F,Age 26 - 40,4,11/27/2023
283238,RANDOLPH,11/07/2023,voter,,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
283326,RANDOLPH,11/07/2023,voter,BC,DEM,W,NL,F,Age 26 - 40,10,11/27/2023
283348,RANDOLPH,11/07/2023,voter,NM,DEM,I,UN,F,Age Over 66,1,11/27/2023
283375,RANDOLPH,11/07/2023,voter,TR,DEM,A,NL,F,Age 26 - 40,1,11/27/2023
283408,RANDOLPH,11/07/2023,voter,NM,UNA,W,UN,U,Age 26 - 40,2,11/27/2023
283434,RANDOLPH,11/07/2023,voter,BC,DEM,U,UN,M,Age 18 - 25,1,11/27/2023
283609,RANDOLPH,11/07/2023,voter,NM,UNA,W,NL,M,Age 26 - 40,50,11/27/2023
283637,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,U,Age 18 - 25,2,11/27/2023
283644,RANDOLPH,11/07/2023,voter,GR,DEM,B,NL,U,Age 41 - 65,1,11/27/2023
283668,RANDOLPH,11/07/2023,voter,DR,REP,W,UN,M,Age 26 - 40,39,11/27/2023
283766,RANDOLPH,11/07/2023,voter,,REP,U,UN,U,Age 18 - 25,11,11/27/2023
283809,RANDOLPH,11/07/2023,voter,AW,UNA,O,UN,F,Age 18 - 25,5,11/27/2023
284044,RANDOLPH,11/07/2023,voter,UG,REP,W,NL,F,Age Over 66,182,11/27/2023
284119,RANDOLPH,11/07/2023,voter,RN,UNA,W,NL,M,Age 18 - 25,10,11/27/2023
284122,RANDOLPH,11/07/2023,voter,AR,REP,B,NL,F,Age 26 - 40,3,11/27/2023
284160,RANDOLPH,11/07/2023,voter,UG,DEM,W,NL,M,Age Over 66,34,11/27/2023
284248,RANDOLPH,11/07/2023,voter,TR,REP,A,NL,F,Age 26 - 40,1,11/27/2023
284256,RANDOLPH,11/07/2023,voter,TR,REP,U,HL,F,Age 18 - 25,1,11/27/2023
284323,RANDOLPH,11/07/2023,voter,ST,REP,I,NL,F,Age Over 66,1,11/27/2023
284384,RANDOLPH,11/07/2023,voter,RN,UNA,O,HL,M,Age 41 - 65,7,11/27/2023
284474,RANDOLPH,11/07/2023,voter,SE,UNA,W,UN,F,Age Over 66,3,11/27/2023
284640,RANDOLPH,11/07/2023,voter,AN,UNA,W,NL,F,Age Over 66,33,11/27/2023
284705,RANDOLPH,11/07/2023,voter,SW,DEM,O,UN,F,Age 18 - 25,1,11/27/2023
284723,RANDOLPH,11/07/2023,voter,UG,UNA,U,UN,U,Age 41 - 65,10,11/27/2023
284766,RANDOLPH,11/07/2023,voter,AN,UNA,M,HL,F,Age 41 - 65,1,11/27/2023
284919,RANDOLPH,11/07/2023,voter,TB,DEM,W,NL,M,Age 26 - 40,1,11/27/2023
284925,RANDOLPH,11/07/2023,voter,AE,REP,W,UN,F,Age 18 - 25,13,11/27/2023
284973,RANDOLPH,11/07/2023,voter,AS,REP,U,NL,M,Age Over 66,2,11/27/2023
285009,RANDOLPH,11/07/2023,voter,SO,REP,W,NL,M,Age Over 66,139,11/27/2023
285035,RANDOLPH,11/07/2023,voter,DR,LIB,B,UN,F,Age 41 - 65,1,11/27/2023
285054,RANDOLPH,11/07/2023,voter,AE,DEM,O,HL,F,Age Over 66,3,11/27/2023
285066,RANDOLPH,11/07/2023,voter,TR,DEM,B,NL,M,Age 41 - 65,11,11/27/2023
285132,RANDOLPH,11/07/2023,voter,RN,REP,O,NL,M,Age 18 - 25,1,11/27/2023
285136,RANDOLPH,11/07/2023,voter,AW,DEM,W,UN,F,Age 26 - 40,16,11/27/2023
285231,RANDOLPH,11/07/2023,voter,DR,REP,U,UN,M,Age 41 - 65,2,11/27/2023
285350,RANDOLPH,11/07/2023,voter,SE,REP,U,UN,U,Age 26 - 40,6,11/27/2023
285530,RANDOLPH,11/07/2023,voter,NM,REP,W,NL,M,Age 18 - 25,30,11/27/2023
285545,RANDOLPH,11/07/2023,voter,DR,REP,O,HL,M,Age 18 - 25,1,11/27/2023
285748,RANDOLPH,11/07/2023,voter,AW,UNA,W,UN,F,Age 26 - 40,20,11/27/2023
285838,RANDOLPH,11/07/2023,voter,AN,REP,U,NL,F,Age 18 - 25,1,11/27/2023
285844,RANDOLPH,11/07/2023,voter,AS,DEM,O,UN,F,Age 18 - 25,2,11/27/2023
285929,RANDOLPH,11/07/2023,voter,UG,DEM,O,HL,M,Age 26 - 40,1,11/27/2023
285993,RANDOLPH,11/07/2023,voter,LB,REP,U,UN,U,Age 41 - 65,29,11/27/2023
285999,RANDOLPH,11/07/2023,voter,ST,DEM,W,HL,M,Age Over 66,1,11/27/2023
286018,RANDOLPH,11/07/2023,voter,RN,REP,U,NL,F,Age 41 - 65,1,11/27/2023
