county_desc,election_date,stats_type,precinct_abbrv,precinct_name,vtd_abbrv,party_cd,race_code,ethnic_code,sex_code,age,total_voters,update_date 
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,UNA,U,UN,M,Age 18 - 25,13,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,REP,U,UN,M,Age 18 - 25,3,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,DEM,B,NL,M,Age Over 66,3,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,B,UN,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,W,HL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,UNA,W,NL,F,Age 26 - 40,86,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,DEM,U,HL,M,Age 41 - 65,4,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,20,REP,O,HL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,UNA,B,UN,M,Age 18 - 25,4,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,UNA,O,NL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,DEM,W,NL,F,Age 26 - 40,9,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,REP,W,UN,F,Age 18 - 25,13,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,40,UNA,U,UN,U,Age 26 - 40,9,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,UNA,O,HL,F,Age 18 - 25,4,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,REP,W,UN,U,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,UNA,O,UN,F,Age 26 - 40,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,REP,W,NL,M,Age Over 66,86,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,DEM,U,NL,F,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,DEM,M,HL,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,REP,I,NL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,18,LIB,W,NL,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,DEM,B,UN,F,Age Over 66,4,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,DEM,U,UN,M,Age 41 - 65,3,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,40,DEM,U,UN,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,REP,O,HL,M,Age 26 - 40,3,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,O,HL,F,Age 26 - 40,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,UNA,U,HL,M,Age 18 - 25,4,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,DEM,O,NL,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,UNA,W,NL,M,Age Over 66,41,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,UNA,A,UN,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,O,HL,M,Age 41 - 65,3,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,UNA,W,UN,M,Age 26 - 40,26,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,LIB,W,UN,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,UNA,I,UN,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,24,UNA,W,UN,F,Age 18 - 25,9,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,UNA,W,UN,M,Age 26 - 40,44,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,UNA,W,UN,M,Age 18 - 25,31,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,LIB,W,UN,M,Age 18 - 25,2,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,REP,U,UN,M,Age 18 - 25,4,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,UNA,A,UN,F,Age Over 66,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,DEM,U,HL,F,Age 18 - 25,3,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,UNA,W,UN,M,Age Over 66,11,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,UNA,O,HL,F,Age 41 - 65,7,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,REP,U,UN,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,24,DEM,W,UN,M,Age 41 - 65,3,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,DEM,B,UN,M,Age 41 - 65,7,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,UNA,B,NL,M,Age 26 - 40,3,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,NLB,W,UN,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,REP,W,UN,U,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,I,UN,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,REP,B,NL,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,DEM,U,UN,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,W,UN,F,Age Over 66,55,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,20,DEM,O,HL,M,Age 26 - 40,7,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,UNA,W,NL,M,Age 26 - 40,45,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,33,REP,O,NL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,DEM,W,UN,M,Age 26 - 40,4,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,UNA,U,NL,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,UNA,U,UN,M,Age 41 - 65,3,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,DEM,B,NL,F,Age 41 - 65,22,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,U,UN,U,Age 26 - 40,19,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,DEM,B,NL,U,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,UNA,U,UN,F,Age 18 - 25,5,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,U,UN,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,U,UN,F,Age Over 66,3,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,REP,U,HL,M,Age 18 - 25,3,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,UNA,U,NL,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,UNA,U,UN,M,Age 18 - 25,10,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,UNA,U,HL,M,Age 18 - 25,7,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,W,UN,M,Age Over 66,37,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,I,UN,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,REP,U,HL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,LIB,W,NL,F,Age 41 - 65,3,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,DEM,B,UN,M,Age 41 - 65,19,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,W,NL,M,Age 41 - 65,192,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,40,UNA,W,UN,U,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,U,UN,U,Age 41 - 65,18,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,DEM,W,UN,F,Age 18 - 25,4,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,DEM,W,UN,F,Age 26 - 40,3,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,REP,O,NL,F,Age Over 66,2,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,40,UNA,O,NL,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,A,UN,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,DEM,B,UN,F,Age 41 - 65,42,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,REP,W,HL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,DEM,O,UN,M,Age 18 - 25,2,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,REP,U,UN,U,Age 18 - 25,3,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,I,NL,M,Age 41 - 65,3,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,REP,W,NL,F,Age Over 66,127,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,24,DEM,W,NL,M,Age Over 66,16,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,DEM,W,HL,M,Age 26 - 40,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,LIB,B,NL,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,W,NL,M,Age Over 66,151,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,DEM,W,UN,F,Age Over 66,9,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,DEM,O,HL,M,Age 41 - 65,4,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,DEM,B,UN,F,Age Over 66,4,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,UNA,U,UN,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,LIB,W,UN,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,UNA,A,UN,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,DEM,W,UN,M,Age 18 - 25,7,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,UNA,U,HL,M,Age 18 - 25,10,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,REP,O,HL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,UNA,W,NL,F,Age 41 - 65,91,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,UNA,O,HL,M,Age 26 - 40,4,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,20,UNA,W,NL,M,Age Over 66,36,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,DEM,O,NL,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,DEM,U,HL,M,Age 26 - 40,8,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,UNA,W,HL,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,REP,O,UN,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,REP,W,UN,U,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,O,HL,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,UNA,U,UN,U,Age 41 - 65,11,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,UNA,U,HL,M,Age 41 - 65,4,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,DEM,W,NL,U,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,W,HL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,REP,A,NL,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,W,UN,U,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,UNA,I,NL,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,O,NL,F,Age 26 - 40,3,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,DEM,U,HL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,W,UN,M,Age 18 - 25,20,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,REP,B,NL,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,REP,U,HL,F,Age Over 66,2,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,DEM,B,NL,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,40,UNA,B,UN,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,DEM,W,UN,M,Age Over 66,7,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,DEM,W,NL,M,Age 41 - 65,14,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,18,REP,U,UN,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,DEM,U,UN,F,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,11,DEM,B,UN,M,Age Over 66,4,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,UNA,U,UN,F,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,LIB,W,HL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,UNA,O,HL,F,Age 26 - 40,15,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,DEM,U,UN,U,Age 18 - 25,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,DEM,U,UN,F,Age 18 - 25,6,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,REP,U,NL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,40,DEM,U,HL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,UNA,W,UN,M,Age 41 - 65,32,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,LIB,W,UN,M,Age 18 - 25,3,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,W,NL,M,Age 18 - 25,8,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,UNA,U,HL,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,REP,W,HL,M,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,REP,U,HL,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,UNA,W,UN,M,Age 41 - 65,78,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,18,UNA,W,NL,M,Age 26 - 40,25,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,24,UNA,W,UN,M,Age 26 - 40,10,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,UNA,U,UN,U,Age 18 - 25,5,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,UNA,O,HL,F,Age 41 - 65,8,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,DEM,O,UN,U,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,DEM,U,UN,U,Age 26 - 40,8,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,UNA,U,UN,U,Age Over 66,3,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,UNA,O,HL,F,Age 41 - 65,7,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,18,REP,O,NL,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,LIB,W,UN,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,REP,U,UN,U,Age 41 - 65,9,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,UNA,O,HL,F,Age 18 - 25,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,DEM,W,UN,F,Age 18 - 25,4,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,DEM,W,NL,M,Age 26 - 40,18,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,UNA,W,HL,M,Age 41 - 65,4,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,REP,B,UN,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,20,UNA,O,HL,U,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,DEM,U,UN,U,Age 26 - 40,9,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,DEM,U,UN,F,Age 26 - 40,3,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,UNA,W,UN,M,Age 41 - 65,31,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,18,DEM,W,NL,F,Age 18 - 25,3,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,REP,U,UN,U,Age 41 - 65,7,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,DEM,M,NL,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,LIB,W,UN,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,33,DEM,O,HL,U,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,REP,B,UN,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,DEM,B,NL,M,Age 41 - 65,3,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,18,REP,W,HL,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,DEM,B,UN,F,Age Over 66,10,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,UNA,M,NL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,40,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,DEM,B,UN,F,Age 18 - 25,3,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,UNA,B,UN,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,DEM,W,NL,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,24,REP,W,HL,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,UNA,W,UN,U,Age 26 - 40,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,UNA,A,UN,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,REP,W,UN,F,Age 26 - 40,38,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,DEM,W,UN,M,Age 41 - 65,9,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,LIB,B,NL,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,REP,U,UN,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,U,UN,M,Age 41 - 65,4,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,DEM,W,UN,F,Age 26 - 40,4,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,W,NL,F,Age 41 - 65,40,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,REP,I,NL,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,19,REP,W,HL,U,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,33,DEM,U,HL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,REP,U,UN,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,REP,O,HL,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,33,REP,B,NL,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,UNA,W,UN,F,Age 26 - 40,50,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,08,DEM,W,NL,F,Age 26 - 40,11,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,UNA,W,NL,F,Age Over 66,61,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,REP,O,HL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,33,DEM,U,HL,F,Age 26 - 40,2,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,W,NL,F,Age Over 66,26,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,UNA,W,UN,M,Age 41 - 65,31,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,DEM,W,NL,M,Age 41 - 65,15,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,15,UNA,I,UN,M,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,LIB,W,NL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,DEM,O,HL,M,Age 41 - 65,4,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,W,UN,U,Age Over 66,1,11/27/2023
RANDOLPH,11/07/2023,voter,SW,SOUTHWEST,18,UNA,U,UN,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,06,UNA,U,UN,F,Age 18 - 25,4,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,DEM,A,NL,F,Age 18 - 25,2,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,16,REP,O,HL,F,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,07,DEM,O,HL,M,Age 26 - 40,4,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,33,UNA,U,UN,U,Age 41 - 65,9,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,10,UNA,O,NL,M,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,20,UNA,U,UN,M,Age 18 - 25,5,11/27/2023
RANDOLPH,11/07/2023,voter,RN,RANDLEMAN,32,DEM,B,NL,F,Age 26 - 40,7,11/27/2023
RANDOLPH,11/07/2023,voter,AS,ASHEBORO SOUTH,04,UNA,O,NL,F,Age 41 - 65,2,11/27/2023
RANDOLPH,11/07/2023,voter,UG,UNION GROVE,14,LIB,W,UN,M,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AW,ASHEBORO WEST,12,UNA,I,NL,F,Age 26 - 40,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,W,HL,F,Age 26 - 40,5,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,REP,W,UN,F,Age 18 - 25,40,11/27/2023
RANDOLPH,11/07/2023,voter,DR,DEEP RIVER,20,UNA,W,UN,M,Age 18 - 25,37,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,REP,U,HL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,AE,ASHEBORO EAST,05,UNA,O,NL,F,Age 41 - 65,1,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,DEM,W,HL,M,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,U,HL,F,Age 26 - 40,2,11/27/2023
RANDOLPH,11/07/2023,voter,GR,GRANT,21,REP,U,UN,F,Age 18 - 25,1,11/27/2023
RANDOLPH,11/07/2023,voter,BC,BACK CREEK,13,REP,U,UN,U,Age 18 - 25,12,11/27/2023
RANDOLPH,11/07/2023,voter,AN,ASHEBORO NORTH,09,UNA,W,UN,U,Age 26 - 40,2,11/27/2023
